"ITEM_ID","ITEM_ACTION_ID","TRIALID","TREATMENTORTESTTYPE","STARTDATE","DURATION","TREATMENTANDTESTNOTES","CONDITIONDESCRIPTION","TREATMENTMEASUREMENT1","TREATMENTUNITOFMEASUREMENT1","TREATMENTMEASUREMENT2","TREATMENTUNITOFMEASUREMENT2"
1156800,1417519,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 74, Wt of sample: 4.27, Total wt: 4.27","TSW",57.7027,"gm",,""
1156812,1417522,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 13.0965, Total wt: 41.0502","TSW",130.965,"gm",,""
1156815,1417523,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 73, Wt of sample: 0.4248, Total wt: 0.4248","TSW",5.8192,"gm",,""
1156835,1417526,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 7.4998, Total wt: 13.173","TSW",74.998,"gm",,""
1156905,1417533,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 62, Wt of sample: 0.7576, Total wt: 0.7576","TSW",12.2194,"gm",,""
1157255,1417545,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.0381, Total wt: 2.6614","TSW",10.381,"gm",,""
1157322,1417548,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.683, Total wt: 11.0225","TSW",6.83,"gm",,""
1157421,1417561,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 62, Wt of sample: 0.9082, Total wt: 0.9082","TSW",14.6484,"gm",,""
1158043,1417565,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 49, Wt of sample: 0.005, Total wt: 0.005","TSW",0.102,"gm",,""
1158915,1417589,,"Seed Sample",10-AUG-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 15, Wt of sample: 0.05689, Total wt: 0.057","TSW",3.7927,"gm",,""
1158950,1417591,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 89, Wt of sample: 1.5007, Total wt: 1.5007","TSW",16.8618,"gm",,""
1159089,1417601,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 34, Wt of sample: 1.1453, Total wt: 1.1453","TSW",33.6853,"gm",,""
1159093,1417603,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 85, Wt of sample: 1.32, Total wt: 1.32","TSW",15.5294,"gm",,""
1159360,1417607,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1594, Total wt: 1.2331","TSW",1.594,"gm",,""
1149213,1417266,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 44, Wt of sample: 2.9505, Total wt: 2.9505","TSW",67.0568,"gm",,""
1149278,1417274,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 5, Wt of sample: 0.0281, Total wt: 0.0281","TSW",5.62,"gm",,""
1149286,1417276,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 78, Wt of sample: 4.0635, Total wt: 4.0635","TSW",52.0962,"gm",,""
1149589,1417287,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1295, Total wt: 2.9912","TSW",1.295,"gm",,""
1149845,1417293,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 3.3273, Total wt: 4.4118","TSW",33.273,"gm",,""
1150468,1417299,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1202, Total wt: 2.9857","TSW",1.202,"gm",,""
1150548,1417301,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0038, Total wt: 1.1565","TSW",0.038,"gm",,""
1150843,1417311,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 77, Wt of sample: 0.1024, Total wt: 0.1024","TSW",1.3299,"gm",,""
1151071,1417320,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0031, Total wt: 0.0093","TSW",0.031,"gm",,""
1151109,1417323,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 49, Wt of sample: 0.092, Total wt: 0.092","TSW",1.8776,"gm",,""
1151151,1417326,,"Seed Sample",13-MAY-05,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0721, Total wt: 1.862","TSW",0.721,"gm",,""
1151167,1417329,,"Seed Sample",13-MAY-05,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0248, Total wt: 0.477","TSW",0.248,"gm",,""
1151226,1417335,,"Seed Sample",12-JUL-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0884, Total wt: 1.8388","TSW",0.884,"gm",,""
1151227,1417336,,"Seed Sample",03-DEC-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1541, Total wt: 2.6276","TSW",1.541,"gm",,""
1151240,1417337,,"Seed Sample",03-DEC-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0143, Total wt: 0.9548","TSW",0.143,"gm",,""
1151405,1417351,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 43, Wt of sample: 0.9884, Total wt: 0.9884","TSW",22.986,"gm",,""
1151583,1417364,,"Seed Sample",03-DEC-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2685, Total wt: 10.6949","TSW",2.685,"gm",,""
1151598,1417367,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 40, Wt of sample: 2.5218, Total wt: 2.5218","TSW",63.045,"gm",,""
1151631,1417371,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.605, Total wt: 1.8994","TSW",6.05,"gm",,""
1151749,1417374,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 73, Wt of sample: 0.3614, Total wt: 0.3614","TSW",4.9507,"gm",,""
1151995,1417378,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2189, Total wt: 0.4542","TSW",2.189,"gm",,""
1152040,1417379,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 59, Wt of sample: 0.6582, Total wt: 0.6582","TSW",11.1559,"gm",,""
1152136,1417385,,"Seed Sample",22-DEC-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3493, Total wt: 1.1335","TSW",3.493,"gm",,""
1152137,1417386,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 113, Wt of sample: 0.3465, Total wt: 0.3465","TSW",3.0664,"gm",,""
1152203,1417387,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.6354, Total wt: 4.7144","TSW",16.354,"gm",,""
1152592,1417395,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 13.849, Total wt: 23.656","TSW",138.49,"gm",,""
1164410,1417770,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0739, Total wt: 0.2644","TSW",0.739,"gm",,""
1164457,1417771,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.0429, Total wt: 1.946","TSW",10.429,"gm",,""
1166165,1417798,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 11, Wt of sample: 0.2384, Total wt: 0.2384","TSW",21.6727,"gm",,""
1166232,1417799,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 12, Wt of sample: 0.0023, Total wt: 0.0023","TSW",0.1917,"gm",,""
1166249,1417800,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.258, Total wt: 8.0844","TSW",2.58,"gm",,""
1166318,1417808,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.9384, Total wt: 8.2984","TSW",9.384,"gm",,""
1166511,1417815,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0032, Total wt: 0.0504","TSW",0.032,"gm",,""
1166611,1417816,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0084, Total wt: 8.6105","TSW",0.084,"gm",,""
1166840,1417818,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 4, Wt of sample: 0.2359, Total wt: 0.2359","TSW",58.975,"gm",,""
1167022,1417825,,"Seed Sample",22-DEC-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0524, Total wt: 0.052","TSW",0.524,"gm",,""
1167264,1417830,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1625, Total wt: 0.1641","TSW",1.625,"gm",,""
1167381,1417831,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0052, Total wt: 2.8262","TSW",0.052,"gm",,""
1168239,1417837,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.061, Total wt: 2.584","TSW",0.61,"gm",,""
1168239,1417837,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.064, Total wt: 1.1066","TSW",0.64,"gm",,""
1169136,1417844,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 18, Wt of sample: 0.7915, Total wt: 0.7915","TSW",43.9722,"gm",,""
1171930,1417861,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 73, Wt of sample: 0.0288, Total wt: 0.0288","TSW",0.3945,"gm",,""
1172212,1417875,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 48, Wt of sample: 0.0042, Total wt: 0.0042","TSW",0.0875,"gm",,""
1172306,1417876,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1246, Total wt: 0.3001","TSW",1.246,"gm",,""
1173338,1417887,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1557, Total wt: 0.3735","TSW",1.557,"gm",,""
1173544,1417891,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 38, Wt of sample: 0.0047, Total wt: 0.0047","TSW",0.1237,"gm",,""
1174410,1417899,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 36, Wt of sample: 0.0381, Total wt: 0.0381","TSW",1.0583,"gm",,""
1174411,1417900,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 10, Wt of sample: 0.0092, Total wt: 0.0092","TSW",0.92,"gm",,""
1178956,1417916,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0182, Total wt: 0.5741","TSW",0.182,"gm",,""
1179717,1417920,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 82, Wt of sample: 0.5332, Total wt: 0.5332","TSW",6.5024,"gm",,""
1182112,1417925,,"Seed Sample",22-DEC-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.6182, Total wt: 7.6346","TSW",6.182,"gm",,""
1182145,1417927,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 50, Wt of sample: 0.442, Total wt: 0.442","TSW",8.84,"gm",,""
1182857,1417930,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 33, Wt of sample: 38.0478, Total wt: 38.0478","TSW",1152.9636,"gm",,""
1185795,1417938,,"Seed Sample",20-AUG-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1527, Total wt: 0.5796","TSW",1.527,"gm",,""
1185813,1417939,,"Seed Sample",20-AUG-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0793, Total wt: 0.5827","TSW",0.793,"gm",,""
1187737,1417950,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1782, Total wt: 0.9917","TSW",1.782,"gm",,""
1189281,1417955,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 16, Wt of sample: 0.5622, Total wt: 0.5622","TSW",35.1375,"gm",,""
1194683,1417970,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 32, Wt of sample: 0.3816, Total wt: 0.3816","TSW",11.925,"gm",,""
1159962,1417626,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.4173, Total wt: 1.7123","TSW",4.173,"gm",,""
1160055,1417631,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.5557, Total wt: 22.5516","TSW",15.557,"gm",,""
1160162,1417636,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 55, Wt of sample: 12.0672, Total wt: 12.0672","TSW",219.4036,"gm",,""
1160369,1417643,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 76, Wt of sample: 0.0134, Total wt: 0.0134","TSW",0.1763,"gm",,""
1160431,1417645,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0148, Total wt: 9.2579","TSW",0.148,"gm",,""
1160514,1417650,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.6263, Total wt: 2.7572","TSW",6.263,"gm",,""
1160942,1417660,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 60, Wt of sample: 2.9276, Total wt: 2.9276","TSW",48.7933,"gm",,""
1160992,1417661,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 14, Wt of sample: 0.2223, Total wt: 0.2223","TSW",15.8786,"gm",,""
1161425,1417681,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.4235, Total wt: 1.0755","TSW",4.235,"gm",,""
1161884,1417693,,"Seed Sample",20-AUG-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0814, Total wt: 0.4888","TSW",0.814,"gm",,""
1161917,1417696,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2678, Total wt: 10.8132","TSW",2.678,"gm",,""
1162066,1417704,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 46, Wt of sample: 0.6154, Total wt: 0.6154","TSW",13.3783,"gm",,""
1162156,1417707,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0467, Total wt: 0.1752","TSW",0.467,"gm",,""
1162704,1417730,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0348, Total wt: 4.5057","TSW",0.348,"gm",,""
1162707,1417731,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0486, Total wt: 6.3219","TSW",0.486,"gm",,""
1162811,1417737,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.8438, Total wt: 2.6994","TSW",8.438,"gm",,""
1163205,1417748,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0972, Total wt: 1.0091","TSW",0.972,"gm",,""
1163839,1417762,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 3.8669, Total wt: 4.7013","TSW",38.669,"gm",,""
1163943,1417764,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.6553, Total wt: 1.9428","TSW",16.553,"gm",,""
1195478,1417974,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 16, Wt of sample: 0.6183, Total wt: 3.8644","TSW",38.6438,"gm",,""
1196214,1417975,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 92, Wt of sample: 0.3263, Total wt: 0.3263","TSW",3.5467,"gm",,""
1197824,1417982,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 61, Wt of sample: 1.018, Total wt: 1.018","TSW",16.6885,"gm",,""
1206406,1417995,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.3476, Total wt: 1.9373","TSW",13.476,"gm",,""
1206925,1417999,,"Seed Sample",01-FEB-04,"","Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2418, Total wt: 1.1669","TSW",2.418,"gm",,""
