,Name ID,Species Name,Family Name,Naturalised,Consveration Code,Response To Fire,Response To Fire Auth,Flowering Month,Flowering Month Auth,Months Until First Flowering,Months Until First Flowering Auth,Months Until Peak Flowering,Months Until Peak Flowering Auth,Months To Flowering Decline,Months To Flowering Decline Auth,Response To Dieback,Response To Dieback Auth,Longevity
31, 3383, Acacia incurva, Fabaceae, N,, 2, NDB, Aug,, 25, NDB,,,,, 3, NDB, 4
32, 3409, Acacia lasiocarpa (Panjang), Fabaceae, N,, 2, VDM, Aug,, 36, MUI,,,,, 3, NDB, 4
33, 3410, Acacia lateriticola, Fabaceae, N,, 4, NDB, Jun,, 18, NDB,,,,, 3, NDB, 4
34, 3412, Acacia latipes, Fabaceae, N,, 5, BEL, Aug,, 36, NDB,,,,, 3, NDB, 4
35, 3420, Acacia ligustrina, Fabaceae, N,, 2, NDB, Sep,, 36, MUI,,,,, 3, NDB, 4
36, 3424, Acacia littorea, Fabaceae, N,, 2, GWJ, Sep,, 33, GWJ,,,,, 3, NDB, 4
37, 10955, Acacia melanoxylon, Fabaceae, Y,, 4, GWJ, Sep,, 24, NDB,,,,, 3, NDB, 4
38, 3442," Acacia microbotrya (Manna Wattle, Kalyang)", Fabaceae, N,, 2, BEL, May,, 48, MUI,,,,, 3, NDB, 4
39, 3448, Acacia mooreana, Fabaceae, N,, 2, NDB, Jun,, 29, NDB, 48, NDB,,, 2, RTW, 4
40, 3451, Acacia multispicata, Fabaceae, N,, 2, NDB, Aug,, 60, MUI,,,,, 3, NDB, 4
41, 3453, Acacia myrtifolia, Fabaceae, N,, 2, NDB, Aug,, 21, NDB, 48, NDB, 72, GWJ, 7, RTW, 4
42, 3454, Acacia nervosa (Rib Wattle), Fabaceae, N,, 2, NDB, Jun,, 25, NDB, 50, NDB,,, 3, NDB, 4
43, 3464, Acacia obovata, Fabaceae, N,, 5, NDB, Mar,, 19, NDB,,,,, 3, NDB, 4
44, 3484, Acacia pentadenia (Karri Wattle), Fabaceae, N,, 2, GWJ, Sep,, 54, GWJ, 60, NDB, 120, NDB, 3, NDB, 4
45, 3502, Acacia pulchella (Prickly Moses), Fabaceae, N,, 2, NDB, Aug,, 24, NDB, 48, NDB, 60, NDB, 2, RTW, 4
46, 15483, Acacia pulchella var. pulchella, Fabaceae, N,, 2, NDB, Aug,, 22, NDB, 36, NDB, 72, NDB, 1, NDB, 4
47, 3525, Acacia rostellifera (Summer-scented Wattle), Fabaceae, N,, 2, NDB, Aug,, 36, MUI,,,,, 3, NDB, 4
48, 3527," Acacia saligna (Orange Wattle, Kudjong)", Fabaceae, N,, 2, NDB, Sep,, 36, MUI, 48, NDB, 72, NDB, 3, NDB, 4
49, 3530, Acacia scalpelliformis, Fabaceae, N,, 2, GWJ, Sep,, 30, NDB,,,,, 3, NDB, 4
50, 3554, Acacia squamata, Fabaceae, N,, 5, LMC, May,, 24, LMC,,,,, 3, NDB, 4
51, 3557, Acacia stenoptera (Narrow Winged Wattle), Fabaceae, N,, 2, NDB, May,, 36, MUI,,,,, 3, NDB, 4
52, 3571, Acacia tayloriana, Fabaceae, N, 4, 5, NDB, Jan,, 12, NDB,,,,, 3, NDB, 4
53, 3577," Acacia tetragonophylla (Kurara, Wakalpuka)", Fabaceae, N,, 2, NDB,,, 84, NDB,,,,, 3, NDB, 4
54, 3584, Acacia truncata, Fabaceae, N,, 2, NDB, Jul,, 60, MUI,,,,, 3, NDB, 4
55, 3591, Acacia urophylla, Fabaceae, N,, 2, NDB, Aug,, 24, NDB, 36, GWJ, 72, GWJ, 3, NDB, 4
56, 15487, Acacia varia var. varia, Fabaceae, N,, 5, NDB, Sep,, 18, NDB,,,,, 3, NDB, 4
57, 3602, Acacia willdenowiana (Grass Wattle), Fabaceae, N,, 2, NDB, Oct,, 36, NDB,,,,, 3, NDB, 4
58, 1208, Acanthocarpus preissii, Asparagaceae, N,, 4, GWJ, Oct,, 30, GWJ,,,,,,, 4
59, 6295, Acrotriche cordata (Coast Ground Berry), Ericaceae, N,, 9, GWJ, Oct,, 24, GWJ,,,,,,, 4
60, 5315, Actinodium cunninghamii (Albany Daisy), Myrtaceae, N,, 4, NDB, Sep,, 24, MUI,,,,, 3, NDB, 4
61, 89, Actinostrobus acuminatus (Dwarf Cypress), Cupressaceae, N,, 5, VDM, Nov,, 48, NDB,,,,, 3, NDB, 4
62, 91, Actinostrobus pyramidalis (Swamp Cypress), Cupressaceae, N,, 1, BEL, Dec,, 48, NDB,,,,, 3, NDB, 4
63, 6205, Actinotus leucocephalus (Flannel Flower), Apiaceae, N,, 2, NDB, Jan,, 12, NDB,,,,,,, 4
64, 6206, Actinotus omnifertilis, Apiaceae, N,, 2, GWJ, Feb,, 12, MUI,,,,,,, 4
65, 14970, Adenanthos barbiger, Proteaceae, N,, 5, NDB, Nov,, 24, NDB, 48, NDB, 144, NDB, 9, NDB, 4
66, 1773, Adenanthos cuneatus (Coastal Jugflower), Proteaceae, N,, 5, LMC, Nov,, 24, LMC,,,,, 7, NDB, 4
67, 1775, Adenanthos cygnorum (Common Woollybush), Proteaceae, N,, 2, VDM, Nov,, 24, VDM,,,,, 4, NDB, 4
68, 1790, Adenanthos meisneri, Proteaceae, N,, 5, NDB, Jan,, 36, MUI,,,,, 7, NDB, 4
69, 1791, Adenanthos obovatus (Basket Flower), Proteaceae, N,, 5, NDB, Mar,, 30, NDB,,,,, 11, RTW, 4
70, 1796, Adenanthos velutinus (Velvet Woollybush), Proteaceae, N, T, 5, NDB, Jun,, 36, NDB,,,,, 7, NDB, 4
71, 5316," Agonis flexuosa (Peppermint, Wonil)", Myrtaceae, N,, 5, GWJ, Feb,, 30, GWJ,,,,,,, 4
72, 5319, Agonis hypericifolia, Myrtaceae, N,, 5, GWJ, Nov,, 36, GWJ,,,,, 8, RTW, 4
73, 5320," Agonis juniperina (Wattie, Wodi)", Myrtaceae, N,, 1, GWJ, Dec,, 48, GWJ,,,,, 3, NDB, 4
74, 5321, Agonis linearifolia (Swamp Peppermint), Myrtaceae, N,, 5, GWJ,,, 18, GWJ,,,,,,, 4
75, 5322, Agonis marginata (Arnica), Myrtaceae, N,, 5, GWJ, Jan,, 24, GWJ,,,,, 3, NDB, 4
76, 5324, Agonis parviceps, Myrtaceae, N,, 4, NDB, Dec,, 24, NDB,,,,, 4, RTW, 4
77, 5325, Agonis spathulata, Myrtaceae, N,, 5, LMC, Sep,, 48, LMC,,,,, 3, NDB, 4
78, 176, Agrostis avenacea (Blowngrass), Poaceae, N,, 8, GWJ, Sep,, 12, GWJ,,,,, 3, RTW, 1
79, 1261, Agrostocrinum scabrum (Blue Grass Lily), Hemerocallidaceae, N,, 2, NDB, Oct,, 22, NDB,,,,,,, 4
80, 184, Aira caryophyllea (Silvery Hairgrass), Poaceae, Y,, 2, NDB, Oct,, 12, NDB,,,,, 3, NDB, 1
81, 1057, Alexgeorgea subterranea, Restionaceae, N,, 4, VDM, Oct,, 24, NDB,,,,,,, 4
82, 1720, Allocasuarina acutivalvis, Casuarinaceae, N,, 1, NDB,,, 60, MUI,,,,, 7, NDB, 4
83, 1721, Allocasuarina campestris, Casuarinaceae, N,, 1, NDB,,, 60, NDB,,,,, 4, NDB, 4
84, 1724, Allocasuarina decussata (Karri She-oak), Casuarinaceae, N,, 6, GWJ,,, 36, GWJ,,,,, 3, RTW, 4
85, 1726, Allocasuarina drummondiana, Casuarinaceae, N,,,,,, 48, MUI,,,,, 7, NDB, 4
86, 1728," Allocasuarina fraseriana (Sheoak, Kondil)", Casuarinaceae, N,, 6, GWJ, Jan,, 36, GWJ,,,,, 12, NDB, 4
87, 1731," Allocasuarina huegeliana (Rock Sheoak, Kwowl)", Casuarinaceae, N,, 1, NDB, Dec,, 60, NDB,,,,, 7, NDB, 4
88, 1732, Allocasuarina humilis (Dwarf Sheoak), Casuarinaceae, N,, 5, LMC, Aug,, 36, LMC,,,,, 10, NDB, 4
89, 1734, Allocasuarina microstachya, Casuarinaceae, N,, 5, VDM,,, 48, MUI,,,,, 10, NDB, 4
90, 1735, Allocasuarina pinaster (Compass Bush), Casuarinaceae, N,,,,,, 60, MUI,,,,, 10, NDB, 4
91, 1739, Allocasuarina thuyoides (Horned Sheoak), Casuarinaceae, N,, 5, LMC, Apr,, 36, LMC,,,,, 10, NDB, 4
92, 190, Alopecurus myosuroides (Slender Foxtail), Poaceae, Y,, 8, NDB, Oct,, 10, NDB,,,,,,, 1
93, 4585, Amperea ericoides, Euphorbiaceae, N,, 9, NDB, Sep,, 10, NDB,,,,,,, 4
94, 4588, Amperea volubilis, Euphorbiaceae, N,, 4, GWJ, Dec,, 12, GWJ,,,,,,, 4
95, 194, Amphipogon amphipogonoides, Poaceae, N,, 5, GWJ,,, 12, GWJ,,,,,,, 4
96, 197, Amphipogon debilis, Poaceae, N,, 5, GWJ, Dec,, 12, GWJ, 12, GWJ,,,,, 4
97, 198, Amphipogon laguroides, Poaceae, N,, 4, GWJ, Nov,, 12, GWJ,,,,,,, 4
98, 199, Amphipogon strictus (Greybeard Grass), Poaceae, N,, 4, LMC, Nov,, 24, LMC,,,,,,, 4
99, 200, Amphipogon turbinatus, Poaceae, N,, 4, NDB, Nov,, 12, GWJ,,,,, 3, RTW, 4
100, 6480, Anagallis arvensis (Pimpernel), Primulaceae, Y,, 2, NDB, Oct,, 10, NDB,,,,,,, 1
101, 1060, Anarthria laevis, Anarthriaceae, N,, 4, VDM, Jun,, 24, VDM,,,,,,, 4
102, 1062, Anarthria prolifera, Anarthriaceae, N,, 9, NDB, Sep,, 21, NDB,,,,, 1, RTW, 4
103, 1063, Anarthria scabra, Anarthriaceae, N,, 4, GWJ, Nov,, 12, GWJ,,,,, 1, RTW, 4
104, 6306, Andersonia caerulea (Foxtails), Ericaceae, N,, 8, GWJ, Sep,, 24, NDB,,,,, 12, RTW, 4
105, 6311, Andersonia heterophylla, Ericaceae, N,, 5, BEL, Jul,, 24, NDB,,,,,,, 4
106, 6312, Andersonia involucrata, Ericaceae, N,, 4, BEL, Oct,,,,,,,, 4,, 4
107, 11471, Andersonia lehmanniana subsp. lehmanniana, Ericaceae, N,, 2, GWJ, Jun,, 24, GWJ,,,,,,, 4
108, 6320, Andersonia simplex (Spiked Andersonia), Ericaceae, N,, 8, LMC, Apr,, 48, LMC,,,,,,, 4
109, 6321, Andersonia sprengelioides, Ericaceae, N,, 2, GWJ, Sep,, 18, NDB,,,,,,, 4
110, 7836, Angianthus tomentosus (Camel-grass), Asteraceae, N,, 2, VDM, Aug,, 12, VDM,,,,,,, 1
111, 11931, Anigozanthos bicolor subsp. decrescens, Haemodoraceae, N,, 4, NDB, Oct,, 7, NDB,,,,, 4, NDB, 4
112, 1407, Anigozanthos flavidus (Tall Kangaroo Paw), Haemodoraceae, N,, 4, GWJ, Nov,, 6, GWJ,,,,, 3, RTW, 4
113, 1409, Anigozanthos humilis (Catspaw), Haemodoraceae, N,, 4, VDM, Oct,, 24, VDM,,,,, 4,, 4
114, 1411," Anigozanthos manglesii (Mangles Kangaroo Paw, Kurulbrang)", Haemodoraceae, N,, 4, NDB, Sep,, 12, NDB,,,,, 4,, 4
115, 11261, Anigozanthos manglesii subsp. manglesii, Haemodoraceae, N,, 4, NDB, Sep,, 18, NDB,,,,, 9, NDB, 4
116, 1415, Anigozanthos rufus (Red Kangaroo Paw), Haemodoraceae, N,, 4, LMC, Nov,, 18, LMC,,,,,,, 4
117, 1416," Anigozanthos viridis (Green Kangaroo Paw, Kurulbardang)", Haemodoraceae, N,, 4, BEL, Sep,, 36, MUI,,,,, 4, NDB, 4
118, 6949, Anthocercis littorea (Yellow Tailflower), Solanaceae, N,, 4, GWJ, Dec,, 18, GWJ,,,,,,, 4
119, 6950, Anthocercis viscosa (Sticky Tailflower), Solanaceae, N,, 5, GWJ, Oct,, 24, NDB,,,,,,, 4
120, 3686, Aotus cordifolia, Fabaceae, N,, 2, NDB, Oct,, 18, NDB,,,,,,, 4
121, 3687, Aotus genistoides, Fabaceae, N,, 2, NDB, Sep,, 24, NDB,,,,,,, 4
122, 1117, Aphelia cyperoides, Centrolepidaceae, N,, 8, GWJ, Dec,, 6, GWJ,,,,,,, 1
123, 12040, Apium prostratum subsp. prostratum var. prostratum (Sea Celery), Apiaceae, N,, 8, GWJ, Sep,, 12, GWJ,,,,,,, 4
124, 7838," Arctotheca calendula (Cape Weed, African Marigold)", Asteraceae, Y,, 2, NDB, Oct,, 12, NDB,,,,,,, 1
125, 61, Asplenium aethiopicum (Forked Spleenwort), Aspleniaceae, N,, 10, GWJ,,,,,,,,,,, 4
126, 5327, Astartea ambigua, Myrtaceae, N,,,, Oct,, 36, MUI,,,,,,, 4
127, 5330, Astartea fascicularis (Recherche Astartea), Myrtaceae, N,, 5, NDB, Dec,, 24, GWJ,,,,, 3, NDB, 4
128, 5331, Astartea heteranthera, Myrtaceae, N,,,, Aug,, 36, MUI,,,,,,, 4
129, 7851, Asteridea pulverulenta (Common Bristle Daisy), Asteraceae, N,, 8, GWJ, Dec,, 12, LMC,,,,,,, 1
130, 4399, Asterolasia nivea (Bindoon Starbush), Rutaceae, N,, 2, NDB, Sep,, 30, NDB,,,,,,, 4
131, 4400, Asterolasia pallida, Rutaceae, N,, 2, NDB, Aug,, 20, NDB,,,,,,, 4
132, 6322, Astroloma baxteri, Ericaceae, N,, 4, NDB, Sep,, 18, LMC,,,,, 4, NDB, 4
133, 6323, Astroloma ciliatum (Candle Cranberry), Ericaceae, N,, 5, NDB, Jul,, 18, NDB,,,,, 4, NDB, 4
134, 6325, Astroloma drummondii, Ericaceae, N,, 4, NDB, Oct,, 30, LMC,,,,, 4, NDB, 4
135, 6326, Astroloma epacridis, Ericaceae, N,, 5, NDB, May,, 12, NDB,,,,,,, 3
136, 6332, Astroloma microdonta (Sandplain Cranberry), Ericaceae, N,, 2, VDM, May,, 48, VDM,,,,, 4, NDB, 4
137, 6334, Astroloma pallidum (Kick Bush), Ericaceae, N,, 4, VDM, Nov,, 24, VDM,,,,, 8, NDB, 4
138, 6336, Astroloma serratifolium (Kondrung), Ericaceae, N,, 4, VDM, Jul,, 24, VDM,,,,,,, 4
139, 6338, Astroloma tectum, Ericaceae, N,, 7, LMC, Aug,, 24, LMC,,,,, 4, NDB, 4
140, 6339, Astroloma xerophyllum, Ericaceae, N,, 2, VDM, Aug,, 48, VDM,,,,,,, 4
141, 17950, Austrodanthonia caespitosa, Poaceae, N,, 5, NDB, Oct,, 20, NDB,,,,,,, 4
142, 17233, Austrostipa campylachne, Poaceae, N,, 4, NDB, Sep,, 20, NDB,,,,, 3,, 4
143, 17234, Austrostipa compressa, Poaceae, N,, 2, GWJ, Sep,, 6, GWJ,,,,, 1, NDB, 1
144, 17240, Austrostipa flavescens, Poaceae, N,, 2, GWJ, Oct,, 6, GWJ,,,,, 4, GWJ, 4
145, 17244, Austrostipa macalpinei, Poaceae, N,, 2, LMC, Dec,, 12, LMC,,,,,,, 4
146, 5333, Baeckea astarteoides, Myrtaceae, N,, 5, GWJ, Jan,, 24, GWJ,,,,, 3, NDB, 4
147, 5336, Baeckea camphorosmae (Camphor Myrtle), Myrtaceae, N,, 5, NDB, Feb,, 6, NDB,,,,,,, 4
148, 5356, Baeckea muricata, Myrtaceae, N,,,, Nov,, 48, MUI,,,,,,, 4
149, 5359, Baeckea pachyphylla, Myrtaceae, N,,,, Aug,, 36, LMC,,,,,,, 4
150, 1798, Banksia aculeata, Proteaceae, N, 4, 1, TAY, Feb,, 36, TAY,,,,, 10, NDB, 4
151, 1799, Banksia ashbyi (Ashby's Banksia), Proteaceae, N,, 1, TAY, Jul,, 36, TAY,,,,, 10, NDB, 4
152, 1800," Banksia attenuata (Slender Banksia, Piara)", Proteaceae, N,, 6, NDB, Nov,, 48, MUI,,,,, 10, NDB, 4
153, 1801, Banksia audax, Proteaceae, N,, 5, TAY, Jan,, 36, TAY,,,,, 10, NDB, 4
154, 1802, Banksia baueri (Woolly Banksia), Proteaceae, N,, 1, TAY, Jul,, 24, TAY,,,,, 10, NDB, 4
155, 1803, Banksia baxteri (Baxter's Banksia), Proteaceae, N,, 1, TAY, Jan,, 48, TAY,,,,, 10, NDB, 4
156, 1804, Banksia benthamiana, Proteaceae, N, 4, 1, TAY, Dec,, 85, TAY,,,,, 10, NDB, 4
157, 1805, Banksia blechnifolia, Proteaceae, N,, 1, TAY, Oct,, 85, TAY,,,,, 10, NDB, 4
158, 1806, Banksia brownii (Feather-leaved Banksia), Proteaceae, N, T, 1, TAY, Jun,, 72, TAY,,,,, 12, NDB, 4
159, 1807, Banksia burdettii (Burdett's Banksia), Proteaceae, N,, 1, TAY, Feb,, 60, TAY,,,,, 10, NDB, 4
160, 1808, Banksia caleyi (Cayley's Banksia), Proteaceae, N,, 1, TAY, Dec,, 36, TAY,,,,, 10, NDB, 4
161, 1809, Banksia candolleana (Propeller Banksia), Proteaceae, N,, 5, VDM, May,, 24, VDM,,,,, 10, NDB, 4
162, 1810, Banksia chamaephyton (Fishbone Banksia), Proteaceae, N, 4, 5, TAY, Dec,, 36, TAY,,,,, 7, NDB, 4
163, 1811, Banksia coccinea (Scarlet Banksia), Proteaceae, N,, 1, LMC, Aug,, 24, LMC,,,,, 12, RTW, 4
164, 1812, Banksia cuneata (Quairading Banksia), Proteaceae, N, T, 1, TAY, Jun,, 48, TAY,,,,, 7, NDB, 4
165, 1814, Banksia dryandroides (Dryandra-leaved Banksia), Proteaceae, N,, 1, TAY, Nov,, 48, TAY,,,,, 7, NDB, 4
166, 1815, Banksia elderiana (Swordfish Banksia), Proteaceae, N,, 5, TAY, Jan,, 36, TAY,,,,, 7, NDB, 4
167, 1816, Banksia elegans (Elegant Banksia), Proteaceae, N, 4, 4, TAY, Oct,, 24, TAY,,,,, 4, NDB, 4
168, 11764, Banksia gardneri var. brevidentata, Proteaceae, N,, 5, TAY, Nov,, 36, TAY,,,,, 4, NDB, 4
169, 11532, Banksia gardneri var. gardneri, Proteaceae, N,, 5, LMC, Aug,, 36, LMC,,,,, 10, NDB, 4
170, 1818, Banksia goodii (Good's Banksia), Proteaceae, N, T, 5, GWJ, Nov,, 28, GWJ,,,,, 4, NDB, 4
171, 1819," Banksia grandis (Bull Banksia, Pulgarla)", Proteaceae, N,, 6, NDB, Dec,, 24, NDB,,,,, 12, RTW, 4
172, 1820, Banksia grossa, Proteaceae, N,, 5, TAY, Mar,, 36, TAY,,,,, 10, NDB, 4
173, 1821, Banksia hookeriana (Hooker's Banksia), Proteaceae, N,, 1, TAY, Oct,, 24, TAY,,,,, 7, NDB, 4
174, 1822, Banksia ilicifolia (Holly-leaved Banksia), Proteaceae, N,, 6, NDB, Oct,, 24, NDB,,,,, 12, RTW, 4
175, 1823, Banksia incana, Proteaceae, N,, 5, TAY, Dec,, 36, NDB,,,,, 7, NDB, 4
176, 1825, Banksia lanata, Proteaceae, N,, 1, BEL, Oct,, 36, NDB,,,,, 7, NDB, 4
177, 1826, Banksia laricina (Rose Banksia), Proteaceae, N,, 1, TAY, May,,,,,,,, 7, NDB, 4
178, 1827, Banksia lemanniana (Lemann's Banksia), Proteaceae, N,, 1, TAY, Jan,, 60, TAY,,,,, 7, NDB, 4
179, 1828, Banksia leptophylla, Proteaceae, N,, 1, BEL, Jul,, 48, TAY,,,,, 7, NDB, 4
180, 1829, Banksia lindleyana (Porcupine Banksia), Proteaceae, N,, 5, TAY, Feb,, 48, TAY,,,,, 7, NDB, 4
181, 1830," Banksia littoralis (Swamp Banksia, Pungura)", Proteaceae, N,, 6, NDB, May,, 24, GWJ,,,,, 11, RTW, 4
182, 1832, Banksia media (Southern Plains Banksia), Proteaceae, N,, 1, TAY, May,, 48, TAY,,,,, 7, NDB, 4
183, 17107, Banksia meisneri subsp. ascendens (Scott River Banksia), Proteaceae, N, 4, 1, TAY, Jul,, 36, TAY,,,,, 10, NDB, 3
184, 1834, Banksia menziesii (Firewood Banksia), Proteaceae, N,, 6, BEL, Aug,, 24, TAY,,,,, 11, NDB, 4
185, 1835, Banksia micrantha, Proteaceae, N,, 5, TAY, Mar,, 24, TAY,,,,, 4, NDB, 4
186, 1836, Banksia nutans (Nodding Banksia), Proteaceae, N,, 5, LMC, Feb,, 24, LMC,,,,, 10, NDB, 4
187, 14181, Banksia occidentalis subsp. formosa, Proteaceae, N,, 1, NDB, Apr,, 36, NDB,,,,, 6, NDB, 4
188, 14182, Banksia occidentalis subsp. occidentalis, Proteaceae, N,, 1, TAY, May,, 36, TAY,,,,, 10, NDB, 3
189, 1839, Banksia petiolaris, Proteaceae, N,, 1, TAY, Nov,, 36, TAY,,,,, 4, NDB, 4
190, 1840, Banksia pilostylis, Proteaceae, N,, 1, TAY, Dec,, 60, TAY,,,,, 4, NDB, 4
191, 1841, Banksia praemorsa (Cut-leaf Banksia), Proteaceae, N,, 1, NDB, Sep,, 48, NDB,,,,, 10, NDB, 4
192, 1842, Banksia prionotes (Acorn Banksia), Proteaceae, N,, 1, TAY, Mar,, 36, TAY,,,,, 10, NDB, 4
193, 1843, Banksia pulchella (Teasel Banksia), Proteaceae, N,, 1, TAY, Jun,, 24, TAY,,,,, 10, NDB, 4
194, 1844, Banksia quercifolia (Oak-leaved Banksia), Proteaceae, N,, 1, NDB, May,, 48, NDB,,,,, 12, RTW, 4
195, 1845, Banksia repens (Creeping Banksia), Proteaceae, N,, 5, TAY, Nov,, 24, TAY,,,,, 10, RTW, 4
196, 1846, Banksia scabrella (Burma Road Banksia), Proteaceae, N, 4, 4, NDB, Sep,,,,,,,, 10, NDB, 4
197, 1847, Banksia sceptrum (Sceptre Banksia), Proteaceae, N,, 1, TAY, Apr,, 37, TAY,,,,, 10, NDB, 4
198, 14183, Banksia seminuda subsp. remanens, Proteaceae, N,, 1, GWJ, May,, 60, GWJ,,,,, 10, RTW, 4
199, 14184, Banksia seminuda subsp. seminuda, Proteaceae, N,, 1, GWJ, May,, 60, GWJ,,,,, 10, NDB, 4
200, 1849, Banksia solandri (Stirling Range Banksia), Proteaceae, N, 4, 1, NDB, Nov,,,,,,,, 10, NDB,
201, 1850, Banksia speciosa (Showy Banksia), Proteaceae, N,, 1, TAY, Feb,, 36, TAY,,,,, 7, NDB, 4
202, 1851, Banksia sphaerocarpa (Round-fruit Banksia), Proteaceae, N,, 5, NDB, Feb,, 48, LMC,,,,, 10, NDB, 4
203, 1852, Banksia telmatiaea (Swamp Fox Banksia), Proteaceae, N,, 1, TAY, Jun,, 24, TAY,,,,, 10, NDB, 4
204, 1853, Banksia tricuspis (Pine Banksia), Proteaceae, N, 4, 6, TAY, May,, 36, TAY,,,,, 7, NDB, 4
205, 1854, Banksia verticillata (Albany Banksia), Proteaceae, N, T, 1, NDB, Mar,, 48, NDB,,,,, 4, NDB, 4
206, 1855, Banksia victoriae (Woolly Orange Banksia), Proteaceae, N,, 1, TAY, Jan,, 48, NDB,,,,, 7, NDB, 4
207, 15037, Bartsia trixago, Orobanchaceae, Y,, 8, GWJ, Oct,, 12, GWJ,,,,,,, 1
208, 1212, Baxteria australis, Dasypogonaceae, N,, 4, GWJ, Dec,, 6, GWJ,,,,,,, 4
209, 5378, Beaufortia bracteosa, Myrtaceae, N,, 1, VDM, Sep,, 36, VDM,,,,,,, 4
210, 5381, Beaufortia decussata (Gravel Bottlebrush), Myrtaceae, N,, 4, GWJ, Dec,, 48, MUI,,,,, 6, RTW, 4
211, 5382, Beaufortia elegans (Elegant Beaufortia), Myrtaceae, N,, 1, VDM, Dec,, 24, VDM,,,,,,, 4
