error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Barlow_1981_2742,Hughes_1992,Isopogon anethifolius,NA,NA,Hughes_1992_265,plant_height,2,m,NA,expert_max,NA,Isopogon anethifolius
Duplicate of Barlow_1981_2837,Hughes_1992,Lambertia formosa,NA,NA,Hughes_1992_266,plant_height,2,m,NA,expert_max,NA,Lambertia formosa
Duplicate of Barlow_1981_2741,Hughes_1992,Isopogon anemonifolius,NA,NA,Hughes_1992_267,plant_height,2,m,NA,expert_max,NA,Isopogon anemonifolius
Duplicate of Barlow_1981_4258,Hughes_1992,Xanthorrhoea arborea,NA,NA,Hughes_1992_298,plant_height,2,m,NA,expert_max,NA,Xanthorrhoea arborea
Duplicate of Barlow_1981_1081,Hughes_1992,Dampiera purpurea,NA,NA,Hughes_1992_319,plant_height,1,m,NA,expert_max,NA,Dampiera purpurea
Duplicate of Barlow_1981_0109,Hughes_1992,Allocasuarina distyla,NA,NA,Hughes_1992_333,plant_height,3,m,NA,expert_max,NA,Allocasuarina distyla
Duplicate of Barlow_1981_4299,Hughes_1992,Xylomelum pyriforme,NA,NA,Hughes_1992_337,plant_height,5,m,NA,expert_max,NA,Xylomelum pyriforme
Duplicate of Barlow_1981_3306,Hughes_1992,Persoonia linearis,NA,NA,Hughes_1992_376,plant_height,5,m,NA,expert_max,NA,Persoonia linearis
Duplicate of Barlow_1981_3337,Hughes_1992,Persoonia pinifolia,NA,NA,Hughes_1992_378,plant_height,2,m,NA,expert_max,NA,Persoonia pinifolia
Duplicate of Barlow_1981_1542,Hughes_1992,Exocarpos cupressiformis,NA,NA,Hughes_1992_384,plant_height,8,m,NA,expert_max,NA,Exocarpus cupressiformis
Duplicate of Barlow_1981_2317,Hughes_1992,Grevillea sericea,NA,NA,Hughes_1992_426,plant_height,2,m,NA,expert_max,NA,Grevillea sericea
Duplicate of Barlow_1981_1287,Hughes_1992,Dodonaea triquetra,NA,NA,Hughes_1992_430,plant_height,3,m,NA,expert_max,NA,Dodonaea triquetra
Duplicate of Barlow_1981_1093,Hughes_1992,Dampiera stricta,NA,NA,Hughes_1992_447,plant_height,0.6,m,NA,expert_max,NA,Dampiera stricta
Duplicate of Barlow_1981_2638,Hughes_1992,Haloragodendron lucasii,NA,NA,Hughes_1992_510,plant_height,1,m,NA,expert_max,NA,Haloragodendron lucasii
Duplicate of Barlow_1981_3470,Hughes_1992,Pimelea curviflora,NA,NA,Hughes_1992_513,plant_height,1.5,m,NA,expert_max,NA,Pimelea curviflora
Duplicate of CPBR_2002_429,Hughes_1992,Eucalyptus haemastoma,NA,NA,Hughes_1992_519,plant_height,12,m,NA,expert_max,NA,Eucalyptus haemastoma
Duplicate of CPBR_2002_050,Hughes_1992,Corymbia eximia,NA,NA,Hughes_1992_550,plant_height,20,m,NA,expert_max,NA,Eucalyptus eximia
Duplicate of Barlow_1981_0653,Hughes_1992,Casuarina glauca,NA,NA,Hughes_1992_561,plant_height,20,m,NA,expert_max,NA,Casuarina glauca
Duplicate of Barlow_1981_0165,Hughes_1992,Allocasuarina torulosa,NA,NA,Hughes_1992_565,plant_height,20,m,NA,expert_max,NA,Allocasuarina torulosa
