traitname_short,value,dataset_id,traitname_short_new,value_new
glaucous,y,29,glaucous,1
leaf_shape,articles,29,leaf_type,article
leaf_shape,branchlets with articles,29,leaf_type,article
leaf_shape,circular,29,leaf_shape,circular
leaf_shape,cladode,29,leaf_shape,cladode
leaf_shape,deltoid,29,leaf_shape,deltoid
leaf_shape,dimidate,29,leaf_shape,dimidate
leaf_shape,elliptic,29,leaf_shape,elliptic
leaf_shape,falcate,29,leaf_shape,falcate
leaf_shape,filiform,29,leaf_shape,filiform
leaf_shape,lanceolate,29,leaf_shape,lanceolate
leaf_shape,linear,29,leaf_shape,linear
leaf_shape,linear-oblanceolate,29,leaf_shape,linear-oblanceolate
leaf_shape,lobed,29,leaf_shape,lobed
leaf_shape,obcordate,29,leaf_shape,obcordate
leaf_shape,oblanceolate,29,leaf_shape,oblanceolate
leaf_shape,oblate,29,leaf_shape,oblate
leaf_shape,oblong,29,leaf_shape,oblong
leaf_shape,obovate,29,leaf_shape,obovate
leaf_shape,obovoid,29,leaf_shape,obovoid
leaf_shape,obovtae,29,leaf_shape,obovtae
leaf_shape,orbicular,29,leaf_shape,orbicular
leaf_shape,ovate,29,leaf_shape,ovate
leaf_shape,palmately lobed,29,leaf_shape,palmately lobed
leaf_shape,rhomboidal,29,leaf_shape,rhomboidal
leaf_shape,spathulate,29,leaf_shape,spathulate
leaf_shape,terete,29,leaf_shape,terete
leaf_shape,triangular,29,leaf_shape,triangular
leaf_shape,,29,leaf_shape,
leaf_type,articles,29,leaf_type,article
leaf_type,c,29,LeafCompoundness,compound
leaf_type,l,29,leaf_shape,lobed
leaf_type,s,29,LeafCompoundness,simple
leaf_type,,29,leaf_type,
LeafPhenology,d,29,LeafPhenology,deciduous
LeafPhenology,e,29,LeafPhenology,evergreen
LeafPhenology,,29,LeafPhenology,
lifeHistory,annual,29,lifeHistory,annual
lifeHistory,ephemeral,29,lifeHistory,ephemeral
lifeHistory,perennial,29,lifeHistory,perennial
lifeHistory,,29,lifeHistory,
PlantGrowthForm,liana,29,PlantGrowthForm,climber
PlantGrowthForm,vine,29,PlantGrowthForm,climber
PlantGrowthForm,vine/shrub,29,PlantGrowthForm,climber
PlantGrowthForm,forb,29,PlantGrowthForm,herb
PlantGrowthForm,herb,29,PlantGrowthForm,herb
PlantGrowthForm,parasite,29,PlantGrowthForm,parasite
PlantGrowthForm,s,29,PlantGrowthForm,shrub
PlantGrowthForm,shrub,29,PlantGrowthForm,shrub
PlantGrowthForm,tree/shrub,29,PlantGrowthForm,shrub tree
PlantGrowthForm,subshrub,29,PlantGrowthForm,subshrub
PlantGrowthForm,tree,29,PlantGrowthForm,tree
PlantGrowthForm,,29,PlantGrowthForm,
seed_shape,angular,29,seed_shape,angular
seed_shape,broadly obovoid,29,seed_shape,broadly obovoid
seed_shape,circular,29,seed_shape,circular
seed_shape,comma shaped,29,seed_shape,comma shaped
seed_shape,compressed obovoid,29,seed_shape,compressed obovoid
seed_shape,compressed-ellipsoid,29,seed_shape,compressed-ellipsoid
seed_shape,compressed-obovoid,29,seed_shape,compressed-obovoid
seed_shape,cordiform,29,seed_shape,cordiform
seed_shape,cylindrical,29,seed_shape,cylindrical
seed_shape,discoidal,29,seed_shape,discoidal
seed_shape,ellipsoid,29,seed_shape,ellipsoid
seed_shape,fusiform,29,seed_shape,fusiform
seed_shape,globular,29,seed_shape,globular
seed_shape,lanceolate,29,seed_shape,lanceolate
seed_shape,lenticular,29,seed_shape,lenticular
seed_shape,obclavate,29,seed_shape,obclavate
seed_shape,oblong,29,seed_shape,oblong
seed_shape,obovate,29,seed_shape,obovate
seed_shape,obovoid,29,seed_shape,obovoid
seed_shape,orbicular,29,seed_shape,orbicular
seed_shape,ovate,29,seed_shape,ovate
seed_shape,ovoid,29,seed_shape,ovoid
seed_shape,pea shape,29,seed_shape,pea shape
seed_shape,reniform,29,seed_shape,reniform
seed_shape,rhombic,29,seed_shape,rhombic
seed_shape,round,29,seed_shape,round
seed_shape,segment shaped,29,seed_shape,segment shaped
seed_shape,semicircular,29,seed_shape,semicircular
seed_shape,spherical,29,seed_shape,spherical
seed_shape,spheroidal,29,seed_shape,spheroidal
seed_shape,square,29,seed_shape,square
seed_shape,subcircular,29,seed_shape,subcircular
seed_shape,subcylindrical,29,seed_shape,subcylindrical
seed_shape,subglobular,29,seed_shape,subglobular
seed_shape,suborbicular,29,seed_shape,suborbicular
seed_shape,subtriangular,29,seed_shape,subtriangular
seed_shape,triangular,29,seed_shape,triangular
seed_shape,wedge-shaped,29,seed_shape,wedge-shaped
seed_shape,,29,seed_shape,
succulent,y,29,succulent,yes
succulent,,29,succulent,
leaf_type,C,31,LeafCompoundness,compound
leaf_type,S,31,LeafCompoundness,simple
LeafPhenology,E,31,LeafPhenology,evergreen
nitrogenFixing,N,31,nitrogenFixing,0
nitrogenFixing,Y,31,nitrogenFixing,1
PlantGrowthForm,S,31,PlantGrowthForm,shrub
PlantGrowthForm,S/T,31,PlantGrowthForm,shrub tree
PlantGrowthForm,T,31,PlantGrowthForm,tree
leaf_type,B,32,leaf_type,broadleaf
leaf_type,N,32,leaf_type,needle
leaf_type,,32,leaf_type,
LeafCompoundness,C,32,LeafCompoundness,compound
LeafCompoundness,S,32,LeafCompoundness,simple
LeafCompoundness,s,32,LeafCompoundness,simple
LeafCompoundness,,32,LeafCompoundness,
LeafPhenology,d,32,LeafPhenology,deciduous
LeafPhenology,D,32,LeafPhenology,deciduous
LeafPhenology,E,32,LeafPhenology,evergreen
LeafPhenology,,32,LeafPhenology,
nitrogenFixing,n,32,nitrogenFixing,0
nitrogenFixing,N,32,nitrogenFixing,0
nitrogenFixing,y,32,nitrogenFixing,1
nitrogenFixing,Y,32,nitrogenFixing,1
nitrogenFixing,,32,nitrogenFixing,
photosynthetic_pathway,C3,32,photosynthetic_pathway,C3
photosynthetic_pathway,C4,32,photosynthetic_pathway,C4
photosynthetic_pathway,,32,photosynthetic_pathway,
PlantGrowthForm,Climber,32,PlantGrowthForm,climber
PlantGrowthForm,vine,32,PlantGrowthForm,climber
PlantGrowthForm,Fern,32,PlantGrowthForm,fern
PlantGrowthForm,grass,32,PlantGrowthForm,graminoid
PlantGrowthForm,Grass,32,PlantGrowthForm,graminoid
PlantGrowthForm,herb,32,PlantGrowthForm,herb
PlantGrowthForm,shrub,32,PlantGrowthForm,shrub
PlantGrowthForm,Shrub,32,PlantGrowthForm,shrub
PlantGrowthForm,tree,32,PlantGrowthForm,tree
PlantGrowthForm,,32,PlantGrowthForm,
leaf_shape,B,35,leaf_type,broadleaf
leaf_shape,N,35,leaf_type,needle
LeafPhenology,E,35,LeafPhenology,evergreen
nitrogenFixing,N,35,nitrogenFixing,0
nitrogenFixing,Y,35,nitrogenFixing,1
PlantGrowthForm,G,35,PlantGrowthForm,graminoid
PlantGrowthForm,S,35,PlantGrowthForm,shrub
PlantGrowthForm,T,35,PlantGrowthForm,tree
PlantGrowthForm,,35,PlantGrowthForm,
dispersal_syndrome,Ants,44,dispersal_syndrome,invertebrate
dispersal_syndrome,Unassisted,44,dispersal_syndrome,unassisted
dispersal_syndrome,Fleshy-fruited,44,dispersal_syndrome,vertebrate
dispersal_syndrome,Vertebrates,44,dispersal_syndrome,vertebrate
dispersal_syndrome,Wind,44,dispersal_syndrome,wind
PlantGrowthForm,Grass,44,PlantGrowthForm,graminoid
PlantGrowthForm,Forb,44,PlantGrowthForm,herb
PlantGrowthForm,Shrub,44,PlantGrowthForm,shrub
PlantGrowthForm,Sub-shrub,44,PlantGrowthForm,subshrub
PlantGrowthForm,Tree,44,PlantGrowthForm,tree
lifeHistory,Annual,48,lifeHistory,annual
lifeHistory,Perennial,48,lifeHistory,perennial
nitrogenFixing,no,48,nitrogenFixing,0
nitrogenFixing,yes,48,nitrogenFixing,1
regen_strategy,Fleshy organ,48,regen_strategy,Fleshy organ
regen_strategy,Seed,48,regen_strategy,Seed
regen_strategy,Woody rootstock,48,regen_strategy,Woody rootstock
root_structure,Arbuscular mycorrhizal,48,root_structure,Arbuscular mycorrhizal
root_structure,Ectomycorrhizal,48,root_structure,Ectomycorrhizal
root_structure,Ericoid mycorrhizal,48,root_structure,Ericoid mycorrhizal
root_structure,Orchid mycorrhizal,48,root_structure,Orchid mycorrhizal
root_structure,Other non-mycorrhizal,48,root_structure,Other non-mycorrhizal
root_structure,Proteoid root,48,root_structure,Proteoid root
leaf_lobed,yes,49,leaf_shape,lobed
leaf_lobed,no,49,leaf_shape,NA
leaf_lobed,,49,leaf_shape,
leaf_type,compound,49,LeafCompoundness,compound
leaf_type,simple,49,leaf_type,simple
leaf_type,,49,LeafCompoundness,
LeafPhenology,deciduous,49,LeafPhenology,deciduous
LeafPhenology,evergreen,49,LeafPhenology,evergreen
LeafPhenology,,49,LeafPhenology,
PlantGrowthForm,vine,49,PlantGrowthForm,climber
PlantGrowthForm,shrub,49,PlantGrowthForm,shrub
PlantGrowthForm,tree,49,PlantGrowthForm,tree
PlantGrowthForm,,49,PlantGrowthForm,
seed_size_lessThan10mm,0,49,seed_size_lessThan10mm,0
seed_size_lessThan10mm,1,49,seed_size_lessThan10mm,1
seed_size_lessThan10mm,,49,seed_size_lessThan10mm,
seed_size_over10mm,0,49,seed_size_over10mm,0
seed_size_over10mm,1,49,seed_size_over10mm,1
seed_size_over10mm,,49,seed_size_over10mm,
LeafPhenology,D,50,LeafPhenology,deciduous
LeafPhenology,E,50,LeafPhenology,evergreen
LeafPhenology,facultative-D,50,LeafPhenology,facultative
nitrogenFixing,N,50,nitrogenFixing,0
nitrogenFixing,Y,50,nitrogenFixing,1
photosynthetic_pathway,C3,50,photosynthetic_pathway,C3
photosynthetic_pathway,C4,50,photosynthetic_pathway,C4
photosynthetic_pathway,,50,photosynthetic_pathway,
PlantGrowthForm,V,50,PlantGrowthForm,climber
PlantGrowthForm,O (Fern),50,PlantGrowthForm,fern
PlantGrowthForm,G,50,PlantGrowthForm,graminoid
PlantGrowthForm,G?,50,PlantGrowthForm,graminoid
PlantGrowthForm,H,50,PlantGrowthForm,herb
PlantGrowthForm,S,50,PlantGrowthForm,shrub
PlantGrowthForm,S or T,50,PlantGrowthForm,shrub tree
PlantGrowthForm,T or S,50,PlantGrowthForm,shrub tree
PlantGrowthForm,T,50,PlantGrowthForm,tree
PlantGrowthForm,H or S,50,PlantGrowthForm,
PlantGrowthForm,H or S?,50,PlantGrowthForm,
PlantGrowthForm,S or H,50,PlantGrowthForm,
LeafPhenology,deciduous,51,LeafPhenology,deciduous
LeafPhenology,evergreen,51,LeafPhenology,evergreen
LeafPhenology,,51,LeafPhenology,
lifeHistory,annual,51,lifeHistory,annual
lifeHistory,perennial,51,lifeHistory,perennial
lifeHistory,,51,lifeHistory,
nitrogenFixing,no,51,nitrogenFixing,0
nitrogenFixing,yes,51,nitrogenFixing,1
nitrogenFixing,,51,nitrogenFixing,
photosynthetic_pathway,C3,51,photosynthetic_pathway,C3
photosynthetic_pathway,C4,51,photosynthetic_pathway,C4
photosynthetic_pathway,,51,photosynthetic_pathway,
LeafCompoundness,1,52,LeafCompoundness,compound
LeafCompoundness,0,52,LeafCompoundness,simple
leafPhenology,0,52,LeafPhenology,deciduous
leafPhenology,1,52,LeafPhenology,evergreen
nitrogenFixing,0,52,nitrogenFixing,0
nitrogenFixing,1,52,nitrogenFixing,1
woodiness,0,52,woodiness,0
woodiness,1,52,woodiness,1
flowering_time,after fire,54,flowering_time,after fire
flowering_time,all year,54,flowering_time,all year
flowering_time,apr,54,flowering_time,apr
flowering_time,apr-aug,54,flowering_time,apr-aug
flowering_time,apr-dec,54,flowering_time,apr-dec
flowering_time,apr-feb,54,flowering_time,apr-feb
flowering_time,apr-jan,54,flowering_time,apr-jan
flowering_time,apr-jul,54,flowering_time,apr-jul
flowering_time,apr-jun,54,flowering_time,apr-jun
flowering_time,apr-may,54,flowering_time,apr-may
flowering_time,apr-oct,54,flowering_time,apr-oct
flowering_time,apr-sep,54,flowering_time,apr-sep
flowering_time,aug,54,flowering_time,aug
flowering_time,aug-dec,54,flowering_time,aug-dec
flowering_time,aug-feb,54,flowering_time,aug-feb
flowering_time,aug-jan,54,flowering_time,aug-jan
flowering_time,aug-jul,54,flowering_time,aug-jul
flowering_time,aug-nov,54,flowering_time,aug-nov
flowering_time,aug-oct,54,flowering_time,aug-oct
flowering_time,aug-sep,54,flowering_time,aug-sep
flowering_time,autumn,54,flowering_time,autumn
flowering_time,dec,54,flowering_time,dec
flowering_time,dec-apr,54,flowering_time,dec-apr
flowering_time,dec-aug,54,flowering_time,dec-aug
flowering_time,dec-feb,54,flowering_time,dec-feb
flowering_time,dec-feb/ephemeral,54,flowering_time,dec-feb/ephemeral
flowering_time,dec-jan,54,flowering_time,dec-jan
flowering_time,dec-jul,54,flowering_time,dec-jul
flowering_time,dec-jun,54,flowering_time,dec-jun
flowering_time,dec-mar,54,flowering_time,dec-mar
flowering_time,dec-may,54,flowering_time,dec-may
flowering_time,dec-oct,54,flowering_time,dec-oct
flowering_time,dec-sep,54,flowering_time,dec-sep
flowering_time,ephemeral,54,flowering_time,ephemeral
flowering_time,Feb,54,flowering_time,Feb
flowering_time,feb,54,flowering_time,feb
flowering_time,feb-apr,54,flowering_time,feb-apr
flowering_time,feb-april,54,flowering_time,feb-apr
flowering_time,feb-aug,54,flowering_time,feb-aug
flowering_time,feb-jul,54,flowering_time,feb-jul
flowering_time,feb-jun,54,flowering_time,feb-jun
flowering_time,feb-mar,54,flowering_time,feb-mar
flowering_time,feb-may,54,flowering_time,feb-may
flowering_time,feb-nov,54,flowering_time,feb-nov
flowering_time,feb-oct,54,flowering_time,feb-oct
flowering_time,feb-sep,54,flowering_time,feb-sep
flowering_time,jan,54,flowering_time,jan
flowering_time,jan/june,54,flowering_time,jan/jun
flowering_time,jan-apr,54,flowering_time,jan-apr
flowering_time,jan-aug,54,flowering_time,jan-aug
flowering_time,jan-feb,54,flowering_time,jan-feb
flowering_time,jan-feb/jun-jul,54,flowering_time,jan-feb/jun-jul
flowering_time,jan-jul,54,flowering_time,jan-jul
flowering_time,jan-july,54,flowering_time,jan-jul
flowering_time,jan-jun,54,flowering_time,jan-jun
flowering_time,jan-mar,54,flowering_time,jan-mar
flowering_time,jan-may,54,flowering_time,jan-may
flowering_time,jan-nov,54,flowering_time,jan-nov
flowering_time,jan-oct,54,flowering_time,jan-oct
flowering_time,jan-sep,54,flowering_time,jan-sep
flowering_time,jul,54,flowering_time,jul
flowering_time,july,54,flowering_time,jul
flowering_time,jul-apr,54,flowering_time,jul-apr
flowering_time,jul-aug,54,flowering_time,jul-aug
flowering_time,jul-dec,54,flowering_time,jul-dec
flowering_time,jul-jan,54,flowering_time,jul-jan
flowering_time,jul-may,54,flowering_time,jul-may
flowering_time,jul-nov,54,flowering_time,jul-nov
flowering_time,jul-oct,54,flowering_time,jul-oct
flowering_time,jul-sep,54,flowering_time,jul-sep
flowering_time,jun,54,flowering_time,jun
flowering_time,june,54,flowering_time,jun
flowering_time,jun-aug,54,flowering_time,jun-aug
flowering_time,jun-jul,54,flowering_time,jun-jul
flowering_time,jun-nov,54,flowering_time,jun-nov
flowering_time,jun-oct,54,flowering_time,jun-oct
flowering_time,mar,54,flowering_time,mar
flowering_time,"mar,sep",54,flowering_time,"mar,sep"
flowering_time,mar-apr,54,flowering_time,mar-apr
flowering_time,mar-aug,54,flowering_time,mar-aug
flowering_time,mar-aug/ephemeral,54,flowering_time,mar-aug/ephemeral
flowering_time,mar-aug/nov-jan,54,flowering_time,mar-aug/nov-jan
flowering_time,mar-jul,54,flowering_time,mar-jul
flowering_time,mar-jun,54,flowering_time,mar-jun
flowering_time,mar-may,54,flowering_time,mar-may
flowering_time,mar-may/aug-oct,54,flowering_time,mar-may/aug-oct
flowering_time,mar-nov,54,flowering_time,mar-nov
flowering_time,mar-oct,54,flowering_time,mar-oct
flowering_time,mar-sep,54,flowering_time,mar-sep
flowering_time,may,54,flowering_time,may
flowering_time,may-aug,54,flowering_time,may-aug
flowering_time,may-dec,54,flowering_time,may-dec
flowering_time,may-jul,54,flowering_time,may-jul
flowering_time,may-july,54,flowering_time,may-jul
flowering_time,may-jun,54,flowering_time,may-jun
flowering_time,may-nov,54,flowering_time,may-nov
flowering_time,may-oct,54,flowering_time,may-oct
flowering_time,may-sep,54,flowering_time,may-sep
flowering_time,nov,54,flowering_time,nov
flowering_time,nov-apr,54,flowering_time,nov-apr
flowering_time,nov-aug,54,flowering_time,nov-aug
flowering_time,nov-dec,54,flowering_time,nov-dec
flowering_time,nov-feb,54,flowering_time,nov-feb
flowering_time,nov-jan,54,flowering_time,nov-jan
flowering_time,nov-jul,54,flowering_time,nov-jul
flowering_time,nov-jun,54,flowering_time,nov-jun
flowering_time,nov-mar,54,flowering_time,nov-mar
flowering_time,"nov-mar, jul-aug",54,flowering_time,"nov-mar, jul-aug"
flowering_time,nov-may,54,flowering_time,nov-may
flowering_time,nov-sep,54,flowering_time,nov-sep
flowering_time,oct,54,flowering_time,oct
flowering_time,october,54,flowering_time,oct
flowering_time,oct-apr,54,flowering_time,oct-apr
flowering_time,oct-dec,54,flowering_time,oct-dec
flowering_time,oct-feb,54,flowering_time,oct-feb
flowering_time,oct-jan,54,flowering_time,oct-jan
flowering_time,oct-mar,54,flowering_time,oct-mar
flowering_time,oct-may,54,flowering_time,oct-may
flowering_time,oct-nov,54,flowering_time,oct-nov
flowering_time,sep,54,flowering_time,sep
flowering_time,sep-dec,54,flowering_time,sep-dec
flowering_time,sep-feb,54,flowering_time,sep-feb
flowering_time,sep-jan,54,flowering_time,sep-jan
flowering_time,sep-jul,54,flowering_time,sep-jul
flowering_time,sep-jen,54,flowering_time,sep-jun
flowering_time,sep-mar,54,flowering_time,sep-mar
flowering_time,sep-may,54,flowering_time,sep-may
flowering_time,sep-nov,54,flowering_time,sep-nov
flowering_time,sep-oct,54,flowering_time,sep-oct
flowering_time,spring,54,flowering_time,spring
flowering_time,spring/autumn,54,flowering_time,spring/autumn
flowering_time,spring/ephemeral,54,flowering_time,spring/ephemeral
flowering_time,spring-autumn,54,flowering_time,spring-autumn
flowering_time,spring-summer,54,flowering_time,spring-summer
flowering_time,summer,54,flowering_time,summer
flowering_time,summer or ephemeral,54,flowering_time,summer or ephemeral
flowering_time,summer/ephemeral,54,flowering_time,summer/ephemeral
flowering_time,summer-autumn,54,flowering_time,summer-autumn
flowering_time,,54,flowering_time,
growth_habit,both rhizatomous and tufted,54,growth_habit,both rhizatomous and tufted
growth_habit,both stoloniferous and rhizatomous,54,growth_habit,both stoloniferous and rhizatomous
growth_habit,both tufted and rhizatomous,54,growth_habit,both tufted and rhizatomous
growth_habit,rhizomatous,54,growth_habit,rhizomatous
growth_habit,stoloniferous,54,growth_habit,stoloniferous
growth_habit,tufted,54,growth_habit,tufted
growth_habit,,54,growth_habit,
lifeHistory,annual,54,lifeHistory,annual
lifeHistory,annual || perennial,54,lifeHistory,annual/perennial
lifeHistory,annual/perennial,54,lifeHistory,annual/perennial
lifeHistory,perennial/annual,54,lifeHistory,annual/perennial
lifeHistory,perennial,54,lifeHistory,perennial
lifeHistory,,54,lifeHistory,
photosynthetic_pathway,C3,54,photosynthetic_pathway,C3
photosynthetic_pathway,c3,54,photosynthetic_pathway,C3
photosynthetic_pathway,c4,54,photosynthetic_pathway,C4
photosynthetic_pathway,?c4,54,photosynthetic_pathway,
photosynthetic_pathway,,54,photosynthetic_pathway,
leaf_shape,articles,55,leaf_type,article
leaf_shape,circular,55,leaf_shape,circular
leaf_shape,elliptic,55,leaf_shape,elliptic
leaf_shape,linear,55,leaf_shape,linear
leaf_shape,lobed,55,leaf_shape,lobed
leaf_shape,needle,55,leaf_type,needle
leaf_shape,oblong,55,leaf_shape,oblong
leaf_shape,obovate,55,leaf_shape,obovate
leaf_shape,orbicular,55,leaf_shape,orbicular
leaf_shape,ovate,55,leaf_shape,ovate
leaf_shape,reniform,55,leaf_shape,reniform
leaf_shape,spathulate,55,leaf_shape,spathulate
leaf_shape,triangular,55,leaf_shape,triangular
leaf_shape,,55,leaf_shape,
leaf_type,compound,55,LeafCompoundness,compound
leaf_type,lobed,55,leaf_shape,lobed
leaf_type,simple,55,LeafCompoundness,simple
leaf_type,,55,LeafCompoundness,
lifeHistory,annual,55,lifeHistory,annual
lifeHistory,perennial,55,lifeHistory,perennial
PlantGrowthForm,aquatic,55,PlantGrowthForm,aquatic
PlantGrowthForm,climber,55,PlantGrowthForm,climber
PlantGrowthForm,vine,55,PlantGrowthForm,climber
PlantGrowthForm,grass,55,PlantGrowthForm,graminoid
PlantGrowthForm,herb,55,PlantGrowthForm,herb
PlantGrowthForm,parasitic,55,PlantGrowthForm,parasite
PlantGrowthForm,shrub,55,PlantGrowthForm,shrub
PlantGrowthForm,subshrub,55,PlantGrowthForm,subshrub
PlantGrowthForm,tree,55,PlantGrowthForm,tree
flowering_time,apr-aug,56,flowering_time,apr-aug
flowering_time,apr-dec,56,flowering_time,apr-dec
flowering_time,apr-jun,56,flowering_time,apr-jun
flowering_time,apr-may,56,flowering_time,apr-may
flowering_time,apr-nov,56,flowering_time,apr-nov
flowering_time,apr-oct,56,flowering_time,apr-oct
flowering_time,apr-sep,56,flowering_time,apr-sep
flowering_time,aug-dec,56,flowering_time,aug-dec
flowering_time,aug-feb,56,flowering_time,aug-feb
flowering_time,aug-jan,56,flowering_time,aug-jan
flowering_time,aug-nov,56,flowering_time,aug-nov
flowering_time,aug-oct,56,flowering_time,aug-oct
flowering_time,aug-sep,56,flowering_time,aug-sep
flowering_time,dec-apr,56,flowering_time,dec-apr
flowering_time,dec-feb,56,flowering_time,dec-feb
flowering_time,dec-jan,56,flowering_time,dec-jan
flowering_time,dec-jul,56,flowering_time,dec-jul
flowering_time,dec-jun,56,flowering_time,dec-jun
flowering_time,dec-mar,56,flowering_time,dec-mar
flowering_time,dec-may,56,flowering_time,dec-may
flowering_time,ephemeral,56,flowering_time,ephemeral
flowering_time,feb-apr,56,flowering_time,feb-apr
flowering_time,feb-aug,56,flowering_time,feb-aug
flowering_time,feb-dec,56,flowering_time,feb-dec
flowering_time,feb-jun,56,flowering_time,feb-jun
flowering_time,feb-mar,56,flowering_time,feb-mar
flowering_time,feb-may,56,flowering_time,feb-may
flowering_time,feb-nov,56,flowering_time,feb-nov
flowering_time,feb-oct,56,flowering_time,feb-oct
flowering_time,feb-sep,56,flowering_time,feb-sep
flowering_time,jan-apr,56,flowering_time,jan-apr
flowering_time,jan-aug,56,flowering_time,jan-aug
flowering_time,jan-jul,56,flowering_time,jan-jul
flowering_time,jan-jun,56,flowering_time,jan-jun
flowering_time,jan-mar,56,flowering_time,jan-mar
flowering_time,jan-may,56,flowering_time,jan-may
flowering_time,jan-oct,56,flowering_time,jan-oct
flowering_time,jan-sep,56,flowering_time,jan-sep
flowering_time,jul,56,flowering_time,jul
flowering_time,jul-aug,56,flowering_time,jul-aug
flowering_time,jul-dec,56,flowering_time,jul-dec
flowering_time,jul-nov,56,flowering_time,jul-nov
flowering_time,jul-oct,56,flowering_time,jul-oct
flowering_time,jul-sep,56,flowering_time,jul-sep
flowering_time,jun-dec,56,flowering_time,jun-dec
flowering_time,jun-feb,56,flowering_time,jun-feb
flowering_time,jun-jan,56,flowering_time,jun-jan
flowering_time,jun-nov,56,flowering_time,jun-nov
flowering_time,jun-oct,56,flowering_time,jun-oct
flowering_time,jun-sep,56,flowering_time,jun-sep
flowering_time,mar-apr,56,flowering_time,mar-apr
flowering_time,mar-aug,56,flowering_time,mar-aug
flowering_time,mar-jul,56,flowering_time,mar-jul
flowering_time,mar-may,56,flowering_time,mar-may
flowering_time,mar-nov,56,flowering_time,mar-nov
flowering_time,mar-oct,56,flowering_time,mar-oct
flowering_time,mar-sep,56,flowering_time,mar-sep
flowering_time,may-aug,56,flowering_time,may-aug
flowering_time,may-feb,56,flowering_time,may-feb
flowering_time,may-jul,56,flowering_time,may-jul
flowering_time,may-jun,56,flowering_time,may-jun
flowering_time,may-nov,56,flowering_time,may-nov
flowering_time,may-oct,56,flowering_time,may-oct
flowering_time,may-sep,56,flowering_time,may-sep
flowering_time,nov-apr,56,flowering_time,nov-apr
flowering_time,nov-dec,56,flowering_time,nov-dec
flowering_time,nov-feb,56,flowering_time,nov-feb
flowering_time,nov-jan,56,flowering_time,nov-jan
flowering_time,nov-jun,56,flowering_time,nov-jun
flowering_time,nov-mar,56,flowering_time,nov-mar
flowering_time,nov-may,56,flowering_time,nov-may
flowering_time,oct,56,flowering_time,oct
flowering_time,oct-apr,56,flowering_time,oct-apr
flowering_time,oct-dec,56,flowering_time,oct-dec
flowering_time,oct-feb,56,flowering_time,oct-feb
flowering_time,oct-jan,56,flowering_time,oct-jan
flowering_time,oct-mar,56,flowering_time,oct-mar
flowering_time,oct-may,56,flowering_time,oct-may
flowering_time,oct-nov,56,flowering_time,oct-nov
flowering_time,sep-apr,56,flowering_time,sep-apr
flowering_time,sep-dec,56,flowering_time,sep-dec
flowering_time,sep-feb,56,flowering_time,sep-feb
flowering_time,sep-jan,56,flowering_time,sep-jan
flowering_time,sep-mar,56,flowering_time,sep-mar
flowering_time,sep-may,56,flowering_time,sep-may
flowering_time,sep-nov,56,flowering_time,sep-nov
flowering_time,sep-oct,56,flowering_time,sep-oct
flowering_time,periodic,56,flowering_time,periodic
flowering_time,,56,flowering_time,
leaf_shape,palm,56,LeafCompoundness,compound
leaf_shape,elliptical,56,leaf_shape,elliptical
leaf_shape,linear,56,leaf_shape,linear
leaf_shape,lobed,56,leaf_shape,lobed
leaf_shape,orbicular,56,leaf_shape,orbicular
leaf_shape,ovate,56,leaf_shape,ovate
leaf_shape,,56,leaf_shape,
leaf_type,articles,56,leaf_type,article
leaf_type,compound,56,LeafCompoundness,compound
leaf_type,palm,56,LeafCompoundness,compound
leaf_type,palmate,56,LeafCompoundness,compound
leaf_type,no leaves,56,leaf_type,no leaves
leaf_type,simple,56,LeafCompoundness,simple
leaf_type,,56,leaf_type,
LeafPhenology,deciduous,56,LeafPhenology,deciduous
LeafPhenology,evergreen,56,LeafPhenology,evergreen
LeafPhenology,semi-deciduous,56,LeafPhenology,semi-deciduous
LeafPhenology,,56,LeafPhenology,
lifeHistory,annual,56,lifeHistory,annual
lifeHistory,perennial,56,lifeHistory,perennial
PlantGrowthForm,climber,56,PlantGrowthForm,climber
PlantGrowthForm,liana,56,PlantGrowthForm,climber
PlantGrowthForm,vine,56,PlantGrowthForm,climber
PlantGrowthForm,fern,56,PlantGrowthForm,graminoid
PlantGrowthForm,grass,56,PlantGrowthForm,graminoid
PlantGrowthForm,herb,56,PlantGrowthForm,herb
PlantGrowthForm,palm,56,PlantGrowthForm,palm
PlantGrowthForm,parasite,56,PlantGrowthForm,parasite
PlantGrowthForm,cycad,56,PlantGrowthForm,shrub
PlantGrowthForm,shrub,56,PlantGrowthForm,shrub
PlantGrowthForm,tree,56,PlantGrowthForm,tree
seed_shape,flat,56,seed_shape,flat
seed_shape,,56,seed_shape,
dispersal_syndrome,Ant,57,dispersal_syndrome,invertebrate
dispersal_syndrome,Undefined,57,dispersal_syndrome,unassisted
dispersal_syndrome,Adhesion,57,dispersal_syndrome,vertebrate
dispersal_syndrome,Animal vector,57,dispersal_syndrome,vertebrate
dispersal_syndrome,Ingestion,57,dispersal_syndrome,vertebrate
dispersal_syndrome,Wind,57,dispersal_syndrome,wind
dispersal_syndrome,wind,57,dispersal_syndrome,wind
dispersal_syndrome,-,57,dispersal_syndrome,
dispersal_syndrome,Mobile,57,dispersal_syndrome,
dispersal_syndrome,Unassisted,57,dispersal_syndrome,
dispersal_syndrome,,57,dispersal_syndrome,
lifeHistory,annual,57,lifeHistory,annual
lifeHistory,perennial,57,lifeHistory,perennial
