narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2
0,0,1,0,Asteraceae,Ozothamnus ericifolius,3,7,2,simple,shrub,,
0,0,1,0,Asteraceae,Ozothamnus expansifolius,2,2,1,scale,shrub,,
0,0,1,0,Asteraceae,Ozothamnus hookeri,2,2,1,scale,shrub,,
0,0,1,0,Asteraceae,Ozothamnus ledifolius,1,15,1.5,simple,shrub,,
0,0,1,0,Asteraceae,Ozothamnus reflexifolius,1,3.5,0.8,simple,shrub,,
0,0,1,0,Asteraceae,Ozothamnus reticulatus,3,60,5,simple,shrub,,
0,0,1,0,Asteraceae,Ozothamnus rodwayi,1,12,1.2,simple,shrub,,
0,0,1,0,Asteraceae,Ozothamnus rosmarinifolius,3,32,1,simple,shrub,,
0,0,1,0,Asteraceae,Ozothamnus scutellifolius,1,1.5,1.5,scale,shrub,,
0,0,1,0,Asteraceae,Ozothamnus turbinatus,2,25,2,simple,shrub,,
0,0,1,0,Casuarinaceae,Allocasuarina monilifera,4,1,1,scale,shrub,,
0,0,1,0,Dilleniaceae,Hibbertia hirsuta,0.8,12,5,simple,shrub,,
0,0,1,0,Ericaceae,Archeria comberi,1,4,3,simple,shrub,,
0,0,1,0,Ericaceae,Archeria minor,0.15,3,1.5,simple,shrub,,
0,0,1,0,Ericaceae,Dracophyllum minimum,0.05,4,1.5,simple,shrub,,
0,0,1,0,Ericaceae,Epacris corymbiflora,0.5,4,3,simple,shrub,,
1,0,1,0,Ericaceae,Epacris curtisiae,1,10,3,simple,shrub,,
0,0,1,0,Ericaceae,Epacris grandis,1.2,14,3,simple,shrub,,
1,0,1,0,Ericaceae,Epacris limbata,1.1,11,3,simple,shrub,,
0,0,1,0,Ericaceae,Epacris mucronulata,2,12,3,simple,shrub,,
0,0,1,0,Ericaceae,Epacris myrtifolia,0.6,9,4,simple,shrub,,
0,0,1,0,Ericaceae,Epacris navicularis,0.3,3,1,simple,shrub,,
1,0,1,0,Ericaceae,Epacris stuartii,0.7,7,5,simple,shrub,,
0,0,1,0,Ericaceae,Epacris tasmanica,1.2,10,2.5,simple,shrub,,
0,0,1,0,Ericaceae,Leptecophylla abietina,2,15,2.5,simple,shrub,,
0,0,1,0,Ericaceae,Leptecophylla pogonocalyx,1.2,12,1.5,simple,shrub,,
0,0,1,0,Ericaceae,Leucopogon stuartii,0.3,8,3,simple,shrub,,
0,0,1,0,Ericaceae,Pentachondra ericaefolia,0.6,6,2,simple,shrub,,
1,0,1,0,Ericaceae,Planocarpa nitida,0.3,7,2.5,simple,shrub,,
0,0,1,0,Ericaceae,Planocarpa petiolaris,0.3,7,2.5,simple,shrub,,
0,0,1,0,Ericaceae,Planocarpa sulcata,0.3,7,2.5,simple,shrub,,
0,0,1,0,Ericaceae,Richea acerosa,1.2,14,6,simple,shrub,,
0,0,1,0,Ericaceae,Richea alpina,0.7,140,20,simple,shrub,,
0,0,1,0,Fabaceae,Phyllota diffusa,0.5,8,0.8,simple,shrub,,
1,0,1,0,Fabaceae,Stonesiella selaginoides,2,10,2,simple,shrub,,
0,0,1,0,Gyrostemonaceae,Gyrostemon thesioides,0.8,70,2,simple,shrub,,
0,0,1,0,Malvaceae,Lasiopetalum discolor,1.5,80,10,simple,shrub,,
0,0,1,0,Myrtaceae,Baeckea leptocaulis,2,12,1,simple,shrub,,
0,0,1,0,Myrtaceae,Melaleuca pustulata,2.5,8,1.5,simple,shrub,,
0,0,1,0,Podocarpaceae,Microcachrys tetragona,0.3,1,1,scale,shrub,,
0,0,1,0,Proteaceae,Conospermum hookeri,2,30,1.5,simple,shrub,,
0,0,1,0,Proteaceae,Hakea megadenia,3,75,1,simple,shrub,,
0,0,1,0,Proteaceae,Persoonia moscalii,0.2,8,4,simple,shrub,,
0,0,1,0,Rhamnaceae,Cryptandra alpina,0.4,4,1,simple,shrub,,
0,0,1,0,Rhamnaceae,Cryptandra exilis,0.4,8,1,simple,shrub,,
0,0,1,0,Rhamnaceae,Stenanthemum pimeleoides,0.1,6,6,simple,shrub,,
0,0,1,0,Rutaceae,Boronia rhomboidea,0.9,12,8,simple,shrub,,
0,0,1,0,Rutaceae,Leionema montanum,0.4,12,1.5,simple,shrub,,
0,0,1,0,Rutaceae,Leionema oldfieldii,0.9,15,4,simple,shrub,,
0,0,1,0,Santalaceae,Exocarpos humifusus,0.4,0.5,0.5,scale,shrub,,
0,0,1,0,Santalaceae,Leptomeria glomerata,0.3,1,1,scale,shrub,,
0,0,1,0,Thymeleaceae,Pimelea filiformis,0.1,15,4,simple,shrub,,
0,0,1,0,Thymeleaceae,Pimelea milliganii,0.5,12,8,simple,shrub,,
0,0,1,0,Thymeleaceae,Pimelea sericea,0.7,12,8,simple,shrub,,
1,0,1,0,Tremandraceae,Tetratheca gunnii,0.3,5.5,2.5,simple,shrub,,
1,0,1,1,Araliaceae,Polyscias aff.,6,70,25,compound,shrub,,
1,0,1,1,Asteraceae,Brachyglottis brunonis,5,90,15,simple,shrub,,
0,0,1,1,Asteraceae,Odixia angusta,3,9,1.5,simple,shrub,,
0,0,1,1,Asteraceae,Olearia archeri,3,65,15,simple,shrub,,
0,0,1,1,Asteraceae,Olearia ericoides,1,5,1,scale,shrub,,
0,0,1,1,Asteraceae,Olearia persoonioides,3,5,2.2,simple,shrub,,
0,0,1,1,Asteraceae,Olearia pinifolia,3,45,4,simple,shrub,,
0,0,1,1,Asteraceae,Olearia tasmanica,1,20,8,simple,shrub,,
0,0,1,1,Asteraceae,Ozothamnus antennaria,1.5,30,10,simple,shrub,,
0,0,1,1,Asteraceae,Ozothamnus costatifructus,3,30,1.5,simple,shrub,,
0,0,1,1,Asteraceae,Ozothamnus lycopodioides,1,7,1.1,simple,shrub,,
0,0,1,1,Asteraceae,Ozothamnus purpurascens,2,18,1.5,simple,shrub,,
0,0,1,1,Elaeocarpaceae,Aristotelia peduncularis,4,70,35,simple,shrub,,
0,0,1,1,Ericaceae,Archeria eriocarpa,4,9,4,simple,shrub,,
0,0,1,1,Ericaceae,Archeria hirtella,6,10,5,simple,shrub,,
0,0,1,1,Ericaceae,Archeria serpyllifolia,0.6,8,4,simple,shrub,,
0,0,1,1,Ericaceae,Cyathodes platystoma,4,65,10,simple,shrub,,
0,0,1,1,Ericaceae,Cyathodes straminea,1.2,15,4,simple,shrub,,
0,0,1,1,Ericaceae,Dracophyllum milliganii,1.8,1000,30,simple,shrub,,
0,0,1,1,Ericaceae,Epacris acuminata,1,10,7,simple,shrub,,
1,0,1,1,Ericaceae,Epacris apsleyensis,1.1,12,3,simple,shrub,,
1,0,1,1,Ericaceae,Epacris barbata,1.2,10,5,simple,shrub,,
1,0,1,1,Ericaceae,Epacris exserta,1,7,3,simple,shrub,,
0,0,1,1,Ericaceae,Epacris franklinii,1.4,12,3,simple,shrub,,
0,0,1,1,Ericaceae,Epacris glabella,1,10,3,simple,shrub,,
0,0,1,1,Ericaceae,Epacris heteronema,1.5,12,8,simple,shrub,,
0,0,1,1,Ericaceae,Epacris marginata,1.4,15,5,simple,shrub,,
0,0,1,1,Ericaceae,Epacris serpyllifolia,1,5,3,simple,shrub,,
0,0,1,1,Ericaceae,Epacris virgata,0.6,6,2,simple,shrub,,
0,0,1,1,Ericaceae,Leptecophylla divaricata,0.9,10,1,simple,shrub,,
0,0,1,1,Ericaceae,Leptecophylla pendulosa,1.5,12,1.5,simple,shrub,,
0,0,1,1,Ericaceae,Pentachondra involucrata,2,18,6,simple,shrub,,
0,0,1,1,Ericaceae,Richea gunnii,1,40,15,simple,shrub,,
0,0,1,1,Ericaceae,Richea milliganii,2.5,45,12,simple,shrub,,
0,0,1,1,Ericaceae,Richea procera,3,35,12,simple,shrub,,
0,0,1,1,Ericaceae,Richea scoparia,3,60,15,simple,shrub,,
0,0,1,1,Ericaceae,Richea sprengelioides,1.2,12,8,simple,shrub,,
0,0,1,1,Ericaceae,Trochocarpa cunninghamii,1,10,4,simple,shrub,,
0,0,1,1,Ericaceae,Trochocarpa disticha,4,20,5,simple,shrub,,
0,0,1,1,Ericaceae,Trochocarpa gunnii,3,10,4,simple,shrub,,
0,0,1,1,Ericaceae,Trochocarpa thymifolia,0.9,2,1,simple,shrub,,
0,0,1,1,Euphorbiaceae,Bertya tasmanica,3,25,1.5,simple,shrub,,
0,0,1,1,Fabaceae,Hovea tasmanica,3,50,7,simple,shrub,,
0,0,1,1,Lamiaceae,Westringia angustifolia,3,35,2,simple,shrub,,
0,0,1,1,Lamiaceae,Westringia brevifolia,1,10,3,simple,shrub,,
0,0,1,1,Lamiaceae,Westringia rubiaefolia,1,12,2,simple,shrub,,
1,0,1,1,Malvaceae,Lasiopetalum micranthum,0.5,60,15,simple,shrub,,
0,0,1,1,Myrtaceae,Callistemon viridiflorus,2,30,7,simple,shrub,,
0,0,1,1,Myrtaceae,Eucalyptus barberi,5,125,25,simple,shrub,,size of adult leaves
0,0,1,1,Myrtaceae,Eucalyptus vernicosa,4,50,25,simple,shrub,,size of adult leaves
0,0,1,1,Myrtaceae,Leptospermum grandiflorum,5,20,5,simple,shrub,,
0,0,1,1,Myrtaceae,Leptospermum riparium,4,25,4,simple,shrub,,
0,0,1,1,Myrtaceae,Leptospermum rupestre,1.5,8,3,simple,shrub,,
0,0,1,1,Nothofagaceae,Nothofagus gunnii,8,20,20,simple,shrub,,
0,0,1,1,Picrodendraceae,Micrantheum serpentinum,3,8,2,compound,shrub,,
0,0,1,1,Podocarpaceae,Phaerosphaera hookeriana,2.5,1,1,scale,shrub,,
0,0,1,1,Proteaceae,Agastachys odorata,8,80,15,simple,shrub,,
0,0,1,1,Proteaceae,Bellendena montana,0.6,30,25,simple,shrub,,
0,0,1,1,Proteaceae,Hakea epiglottis,4,100,1,simple,shrub,,
1,0,1,1,Proteaceae,Lomatia tasmanica,5,40,15,compound,shrub,compound/deeply lobed,
0,0,1,1,Proteaceae,Lomatia tinctoria,1.5,70,5,compound,shrub,compound/deeply lobed,
0,0,1,1,Proteaceae,Orites acicularis,1.5,30,1,simple,shrub,,
0,0,1,1,Proteaceae,Orites milliganii,2.5,30,20,simple,shrub,,
0,0,1,1,Proteaceae,Orites revoluta,2,20,3,simple,shrub,,
0,0,1,1,Proteaceae,Persoonia gunnii,3,30,10,simple,shrub,,
0,0,1,1,Proteaceae,Telopea truncata,8,180,40,simple,shrub,,
0,0,1,1,Rhamnaceae,Spyridium gunnii,4,35,15,simple,shrub,,
0,0,1,1,Rhamnaceae,Spyridium lawrencei,0.6,4,2,simple,shrub,,
0,0,1,1,Rhamnaceae,Spyridium obcordatum,0.4,10,6,simple,shrub,,
0,0,1,1,Rhamnaceae,Spyridium ulicinum,3,10,3,simple,shrub,,
0,0,1,1,Rutaceae,Boronia citriodora,0.6,15,1.5,compound,shrub,,
1,0,1,1,Rutaceae,Boronia elisabethiae,0.7,8,1,compound,shrub,,
0,0,1,1,Rutaceae,Boronia gunnii,1.2,17,2.5,compound,shrub,,
1,0,1,1,Rutaceae,Boronia hemichiton,1.2,8,1,compound,shrub,,
1,0,1,1,Rutaceae,Boronia hippopala,2.5,9,1.75,compound,shrub,,
1,0,1,1,Rutaceae,Boronia rozefeldsii,1,12,2,compound,shrub,,
0,0,1,1,Rutaceae,Phebalium daviesii,2,15,2.5,simple,shrub,,
1,0,1,1,Rutaceae,Philotheca freyciana,0.4,13,13,simple,shrub,,
0,0,1,1,Sapindaceae,Dodonaea filiformis,2,20,1,simple,shrub,,
0,0,1,1,Solanaceae,Cyphanthera tasmanica,4,40,12,simple,shrub,,
0,0,1,1,Thymeleaceae,Pimelea cinerea,2,40,10,simple,shrub,,
0,0,1,1,Thymeleaceae,Pimelea nivea,2.5,15,10,simple,shrub,,
0,0,1,1,Veronicaceae (Veroniceae),Veronica formosa,2,15,3,simple,shrub,,
1,0,1,,Asteraceae,Ozothamnus selaginoides,1,3.5,1,simple,shrub,,
0,1,0,0,Aviceniaceae,Avicennia marina,4,120,40,simple,shrub,,
0,1,0,0,Chenopodiaceae,Echylaena tomentosa,1.5,20,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia halocnemoides,0.3,5,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia indica,0.4,10,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia lylei,1,3,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia pergranulata,0.5,5,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia pruinosa,0.5,8,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia pterygosperma,1,5,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Halosarcia syncarpa,1,8,3,scale,shrub,,
0,1,0,0,Chenopodiaceae,Maireana aphylla,1,4,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana appressa,0.7,8,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana brevifolia,1.3,5,2,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana decalvans,0.4,11,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana erioclada,0.6,15,2.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana georgei,0.8,13,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana microphylla,1,4,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana oppositifolia,0.8,3,2,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana pentatropis,0.6,15,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana pyramidata,1,6,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana radiata,0.75,4,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana rohrlachii,1,8,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana sedifolia,1,9,2,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana trichoptera,0.5,12,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana triptera,0.5,20,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Maireana turbinata,0.5,8,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Pachycornia triandra,0.5,5,2,scale,shrub,,
0,1,0,0,Chenopodiaceae,Sclerolaena birchii,1,15,6,simple,shrub,,
0,1,0,0,Chenopodiaceae,Sclerolaena decurrens,0.3,10,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Sclerolaena divaricata,0.7,10,1.5,simple,shrub,,
0,1,0,0,Chenopodiaceae,Sclerolaena muricata,1.5,15,3,simple,shrub,,
0,1,0,0,Chenopodiaceae,Sclerolaena tricuspis,0.8,15,1,simple,shrub,,
0,1,0,0,Chenopodiaceae,Sclerostegia moniliformis,1,6,3,scale,shrub,,
0,1,0,0,Ericaceae,Astroloma conostephioides,1,25,2,simple,shrub,,
0,1,0,0,Ericaceae,Epacris glacialis,0.3,3.5,2.5,simple,shrub,,
0,1,0,0,Ericaceae,Richea continentis,1,40,7,simple,shrub,,
1,1,0,0,Ericaceae,Richea victoriana,2,100,11,simple,shrub,,
0,1,0,0,Frankeniaceae,Frankenia foliosa,0.15,5,1.4,simple,shrub,,
0,1,0,0,Frankeniaceae,Frankenia sessilis,0.15,4,1.7,simple,shrub,,
0,1,0,0,Proteaceae,Banksia canei,3,50,10,simple,shrub,,
0,1,0,0,Proteaceae,Banksia ornata,3,100,25,simple,shrub,,
0,1,0,0,Rhamnaceae,Discaria nitida,5,20,7,simple,shrub,,
0,1,0,1,Alseuosmiaceae,Wittsteinia vaccinacea,0.4,52,30,simple,shrub,,
0,1,0,1,Aphanopetalaceae,Aphanopetalum resinosum,5,100,40,simple,shrub,often scandent or sprawling,
1,1,0,1,Araliaceae,Polyscias sambucifolia,6,200,170,compound,shrub,,
0,1,0,1,Asteraceae,Cassinia longifolia,3,95,5,simple,shrub,,
0,1,0,1,Ericaceae,Gaultheria apressa,1.6,90,25,simple,shrub,,
0,1,0,1,Ericaceae,Trochocarpa clarkei,0.3,11,3.5,simple,shrub,,
0,1,0,1,Proteaceae,Banksia spinulosa,5,70,5,simple,shrub,,
0,1,0,1,Santalaceae,Choretrum spicatum,2,3,1,scale,shrub,,
0,1,0,1,Malvaceae,Howittia trilocularis,3,120,80,simple,shrub,,
0,1,0,,Adoxaceae,Sambucus australasica,5,100,30,compound,shrub,,
0,1,0,,Araliaceae,Astrotricha asperifolia,2.5,120,7,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha asperifolia,2.5,120,7,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha ledifolia,1,35,8,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha linearis,2,71,2,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha parvifolia,1.8,31,2,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha sp 2,4.2,133,18,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha sp. 1,2,70,7,simple,shrub,,
1,1,0,,Araliaceae,Astrotricha sp. 3,1.5,42,3,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha sp. 4,1.5,35,1.5,simple,shrub,,
0,1,0,,Araliaceae,Astrotricha sp. 5,1,40,2,simple,shrub,,
0,1,0,,Asteraceae,Cassinia arcuata,2,12,0.5,simple,shrub,,
1,1,0,,Asteraceae,Cassinia rugata,3,25,4.5,simple,shrub,,
0,1,0,,Asteraceae,Cassinia uncata,3,30,1.5,simple,shrub,,
0,1,0,,Asteraceae,Cratostylis conocephala,1.8,10,5,simple,shrub,,
0,1,0,,Asteraceae,Haeckeria ozothamnoides,3,85,2,simple,shrub,,
0,1,0,,Asteraceae,Ixodia achilleoides,2,100,10,simple,shrub,,
0,1,0,,Asteraceae,Kippistis suaedifolia,0.4,10,1,simple,shrub,,
0,1,0,,Asteraceae,Olearia adenophora,1,35,2.5,simple,shrub,,
0,1,0,,Asteraceae,Olearia aglossa,2.5,90,27,simple,shrub,,
0,1,0,,Asteraceae,Olearia alpicola,2,130,12,simple,shrub,,
1,1,0,,Asteraceae,Olearia astroloba,0.5,18,10,simple,shrub,,
0,1,0,,Asteraceae,Olearia astrotricha,2,30,6,simple,shrub,,
0,1,0,,Asteraceae,Olearia calcarea,0.8,15,10,simple,shrub,,
0,1,0,,Asteraceae,Olearia decurrens,1.8,30,5,simple,shrub,,
1,1,0,,Asteraceae,Olearia frostii,0.4,30,13,simple,shrub,,
0,1,0,,Asteraceae,Olearia iodochroa,1,12,3.5,simple,shrub,,
0,1,0,,Asteraceae,Olearia lanuginosa,1,2,1.3,simple,shrub,,
0,1,0,,Asteraceae,Olearia magniflora,1,25,10,simple,shrub,,
0,1,0,,Asteraceae,Olearia megalophylla,1.5,130,35,simple,shrub,,
0,1,0,,Asteraceae,Olearia minor,1,8,2.5,simple,shrub,,
0,1,0,,Asteraceae,Olearia muelleri,1,14,8,simple,shrub,,
0,1,0,,Asteraceae,Olearia pannosa,1,120,65,simple,shrub,,
0,1,0,,Asteraceae,Olearia passerinoides,2,25,1,simple,shrub,,
0,1,0,,Asteraceae,Olearia picridifolia,0.5,65,9,simple,shrub,,
0,1,0,,Asteraceae,Olearia pimeleoides,1,15,6,simple,shrub,,
0,1,0,,Asteraceae,Olearia rudis,1.3,45,18,simple,shrub,,
0,1,0,,Asteraceae,Olearia rugosa,2.5,80,25,simple,shrub,,
0,1,0,,Asteraceae,Olearia sp. 1,2.5,8,2,simple,shrub,,
0,1,0,,Asteraceae,Olearia sp. 2,0.5,4.5,1.5,simple,shrub,,
0,1,0,,Asteraceae,Olearia speciosa,1,80,40,simple,shrub,,
0,1,0,,Asteraceae,Olearia subspicata,1.5,22,2,simple,shrub,,
0,1,0,,Asteraceae,Olearia tenuifolia,2,25,2,simple,shrub,,
0,1,0,,Asteraceae,Olearia teretifolia,1.5,5,0.5,simple,shrub,,
0,1,0,,Asteraceae,Olearia tomentosa,2,70,45,simple,shrub,,
0,1,0,,Asteraceae,Olearia tubuliflora,2.5,8,2,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus adnatus,2,4,1,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus alpinus,1,10,3,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus conditus,2.5,28,2.5,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus cuneifolius,2,35,9.5,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus decurrens,0.5,8,1,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus pholitotus,2,4,1.5,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus retusus,1.5,18,2.5,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus rogersianus,2.5,28,2,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus secundiflorus,2,25,3.5,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus sp. 1,1.2,4,2,simple,shrub,,
0,1,0,,Asteraceae,Ozothamnus stirlingii,2,120,30,simple,shrub,,
0,1,0,,Asteraceae,Senecio cunninghamii,1.2,150,4,simple,shrub,,
0,1,0,,Boraginaceae,Halgania andromedifolia,1.3,25,6,simple,shrub,,
0,1,0,,Boraginaceae,Halgania cyanea,0.6,25,5,simple,shrub,,
0,1,0,,Brassicaceae,Arabidella trisecta,0.3,40,3,simple,shrub,,
0,1,0,,Brassicaceae,Lepidium leptopetalum,0.6,50,1.5,simple,shrub,,
0,1,0,,Brassicaceae,Lepidium pseudopapillosum,0.15,40,3,simple,shrub,,
1,1,0,,Casuarinaceae,Allocasuarina grampiana,4,0.5,0.5,scale,shrub,,
0,1,0,,Casuarinaceae,Allocasuarina mackliniana,3,2,1,scale,shrub,,
1,1,0,,Casuarinaceae,Allocasuarina media,3,0.5,0.5,scale,shrub,,
0,1,0,,Casuarinaceae,Allocasuarina misera,2,0.8,0.8,scale,shrub,,
0,1,0,,Casuarinaceae,Allocasuarina muelleriana,3,0.6,0.5,scale,shrub,,
0,1,0,,Casuarinaceae,Allocasuarina nana,2,0.6,0.5,scale,shrub,,
0,1,0,,Casuarinaceae,Allocasuarina paradoxa,2,2,1,scale,shrub,,
0,1,0,,Casuarinaceae,Allocasuarina pusilla,2,0.5,0.5,scale,shrub,,
0,1,0,,Chenopodiaceae,Atriplex acutibractea,0.5,30,20,simple,shrub,,
0,1,0,,Chenopodiaceae,Atriplex nummularia,3,40,40,simple,shrub,,
0,1,0,,Chenopodiaceae,Atriplex pseudocampanulata,0.3,20,20,simple,shrub,,
0,1,0,,Chenopodiaceae,Atriplex rhagodioides,2.5,40,30,simple,shrub,,
0,1,0,,Chenopodiaceae,Atriplex stipitata,1,20,15,simple,shrub,,
0,1,0,,Chenopodiaceae,Rhagodia crassifolia,1.5,25,2.5,simple,shrub,,
0,1,0,,Chenopodiaceae,Rhagodia parabolica,2,40,25,simple,shrub,,
0,1,0,,Chenopodiaceae,Rhagodia spinescens,1,20,15,simple,shrub,,
0,1,0,,Chenopodiaceae,Rhagodia ulicina,1,5,3,simple,shrub,,
0,1,0,,Chenopodiaceae,Sclerochlamys brachyptera,0.15,12,1,simple,shrub,,
0,1,0,,Chenopodiaceae,Stelligera endecaspinis,0.5,10,1,simple,shrub,,
0,1,0,,Cunoniaceae,Bauera sessiliflora,2,15,5,compound,shrub,,
0,1,0,,Dilleniaceae,Hibbertia cistiflora,1.5,18,1.1,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia diffusa,0.2,28,14,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia exutacies,0.5,10.4,1.3,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia hermanniifolia,0.5,15.4,7.6,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia humifusa,0.1,14,3,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia incana,0.8,13.6,3.3,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia pedunculata,0.4,5.8,1.3,simple,shrub,,
