region ,Family,Species,Dormancy,threatened
SA,Fabaceae,Acacia spilleriana,py,yes
SA,Fabaceae,Acacia spinescens,py,no
SA,Fabaceae,Acacia triquetra,py,no
SA,Fabaceae,Acacia uncifolia,py,no
SA,Fabaceae,Acacia whibleyana,py,yes
TAS,Fabaceae,Acacia axillaris,py,yes
TAS,Fabaceae,Acacia floribunda,py,no
TAS,Fabaceae,Acacia gonoclada,py,no
TAS,Fabaceae,Acacia leprosa,py,no
TAS,Fabaceae,Acacia mucronata,py,no
TAS,Fabaceae,Acacia provincialis,py,no
TAS,Fabaceae,Acacia siculiformis,py,no
TAS,Fabaceae,Acacia stricta,py,no
TAS,Fabaceae,Acacia verniciflua,py,no
TAS,Fabaceae,Acacia verticillata,py,no
NSW,Fabaceae,Acacia baueri,py,yes
NSW,Fabaceae,Acacia binervata,py,no
NSW,Fabaceae,Acacia brownii,py,no
NSW,Fabaceae,Acacia buxifolia,py,no
NSW,Fabaceae,Acacia cultriformis,py,no
NSW,Fabaceae,Acacia decora,py,no
NSW,Fabaceae,Acacia dorothea,py,no
NSW,Fabaceae,Acacia echinula,py,no
NSW,Fabaceae,Acacia elongata,py,no
NSW,Fabaceae,Acacia falcata,py,no
NSW,Fabaceae,Acacia farnesiana,py,no
NSW,Fabaceae,Acacia fimbriata,py,no
NSW,Fabaceae,Acacia genistifolia,py,no
NSW,Fabaceae,Acacia gladiiformis,py,no
NSW,Fabaceae,Acacia gunnii,py,no
NSW,Fabaceae,Acacia hamiltoniana,py,no
NSW,Fabaceae,Acacia hispidula,py,no
NSW,Fabaceae,Acacia implexa,py,no
NSW,Fabaceae,Acacia jonesii,py,no
NSW,Fabaceae,Acacia juncifolia,py,no
NSW,Fabaceae,Acacia linifolia,py,no
NSW,Fabaceae,Acacia longissima,py,no
NSW,Fabaceae,Acacia myrtifolia,py,no
NSW,Fabaceae,Acacia obtusifolia,py,no
NSW,Fabaceae,Acacia oxycedrus,py,no
NSW,Fabaceae,Acacia parramattensis,py,no
NSW,Fabaceae,Acacia ptychoclada,py,no
NSW,Fabaceae,Acacia pycnantha,py,no
NSW,Fabaceae,Acacia quadrilateralis,py,no
NSW,Fabaceae,Acacia rubida,py,no
NSW,Fabaceae,Acacia saliciformis,py,no
NSW,Fabaceae,Acacia schinoides,py,no
NSW,Fabaceae,Acacia spectabilis,py,no
NSW,Fabaceae,Acacia suaveolens,py,no
NSW,Fabaceae,Acacia subtilinervis,py,no
NSW,Fabaceae,Acacia terminalis,py,no
NSW,Fabaceae,Acacia ulicifolia,py,no
NSW,Fabaceae,Acacia uncinata,py,no
NSW,Fabaceae,Acacia amblygona,py,no
NSW,Fabaceae,Acacia amoena,py,no
NSW,Fabaceae,Acacia bynoeana,py,yes
NSW,Fabaceae,Acacia clunies-rossiae,py,yes
NSW,Fabaceae,Acacia filicifolia,py,no
NSW,Fabaceae,Acacia gordonii,py,yes
NSW,Fabaceae,Acacia lunata,py,no
NSW,Fabaceae,Acacia paradoxa,py,no
NSW,Fabaceae,Acacia pubescens,py,yes
NSW,Fabaceae,Acacia sophorae,py,no
NSW,Fabaceae,Acacia trinervata,py,no
WA,Proteaceae,Acidonia microcarpa,pd,no
NSW,Cunoniaceae,Acrophyllum australe,nd,yes
TAS,Ericaceae,Acrothamnus hookeri,mpd,no
WA,Ericaceae,Acrotriche lancifolia,mpd,no
WA,Ericaceae,Acrotriche parviflora,mpd,no
WA,Ericaceae,Acrotriche ramiflora,mpd,no
SA,Ericaceae,Acrotriche cordata,mpd,no
SA,Ericaceae,Acrotriche patula,mpd,no
TAS,Ericaceae,Acrotriche serrulata,mpd,no
NSW,Ericaceae,Acrotriche divaricata,mpd,no
NSW,Ericaceae,Acrotriche aggregata,mpd,no
WA,Myrtaceae,Actinodium cunninghamii,pd,no
SA,Proteaceae,Adenanthos macropodianus,pd,no
SA,Proteaceae,Adenanthos terminalis,pd,no
WA,Proteaceae,Adenanthos apiculatus,py,no
WA,Proteaceae,Adenanthos argyreus,py,no
WA,Proteaceae,Adenanthos barbiger,py,no
WA,Proteaceae,Adenanthos cuneatus,py,no
WA,Proteaceae,Adenanthos cygnorum,py,no
WA,Proteaceae,Adenanthos detmoldii,py,no
WA,Proteaceae,Adenanthos drummondii,py,no
WA,Proteaceae,Adenanthos filifolius,py,no
WA,Proteaceae,Adenanthos flavidiflorus,py,no
WA,Proteaceae,Adenanthos forrestii,py,no
WA,Proteaceae,Adenanthos linearis,py,no
WA,Proteaceae,Adenanthos meisneri,py,no
WA,Proteaceae,Adenanthos obovatus,py,no
WA,Proteaceae,Adenanthos pungens,py,no
WA,Proteaceae,Adenanthos sericeus,py,no
WA,Proteaceae,Adenanthos stictus,py,no
WA,Proteaceae,Adenanthos velutinus,py,yes
WA,Myrtaceae,Agonis baxteri,nd,no
WA,Myrtaceae,Agonis flexuosa,nd,no
WA,Myrtaceae,Agonis theiformis,nd,no
WA,Myrtaceae,Agonis undulata,nd,no
TAS,Casuarinaceae,Allocasuarina littoralis,nd,no
TAS,Casuarinaceae,Allocasuarina monilifera,nd,no
TAS,Casuarinaceae,Allocasuarina paludosa,nd,no
TAS,Casuarinaceae,Allocasuarina verticillata,nd,no
NSW,Casuarinaceae,Allocasuarina glareicola,nd,yes
NSW,Casuarinaceae,Allocasuarina portuensis,nd,yes
TAS,Fabaceae,Almaleea subumbellata,py,no
NSW,Fabaceae,Almaleea paludosa,py,no
NSW,Fabaceae,Almaleea incurvata,py,no
WA,Myrtaceae,Aluta appressa,pd,no
WA,Myrtaceae,Aluta aspera,pd,no
WA,Myrtaceae,Aluta maisonneuvei,pd,no
WA,Malvaceae,Alyogyne hakeifolia,py,no
WA,Malvaceae,Alyogyne pinoniana,py,no
SA,Malvaceae,Alyogyne huegelii,py,no
SA,Apocynaceae,Alyxia buxifolia,pd,no
WA,Ericaceae,Andersonia annelsii,mpd,yes
WA,Ericaceae,Andersonia aristata,mpd,no
WA,Ericaceae,Andersonia auriculata,mpd,no
WA,Ericaceae,Andersonia barbata,mpd,no
WA,Ericaceae,Andersonia bifida,mpd,no
WA,Ericaceae,Andersonia brevifolia,mpd,no
WA,Ericaceae,Andersonia caerulea,mpd,no
WA,Ericaceae,Andersonia carinata,mpd,no
WA,Ericaceae,Andersonia depressa,mpd,no
WA,Ericaceae,Andersonia echinocephala,mpd,no
WA,Ericaceae,Andersonia ferricola,mpd,no
WA,Ericaceae,Andersonia geniculata,mpd,no
WA,Ericaceae,Andersonia gracilis,mpd,yes
WA,Ericaceae,Andersonia grandiflora,mpd,no
WA,Ericaceae,Andersonia hammersleyana,mpd,no
WA,Ericaceae,Andersonia heterophylla,mpd,no
WA,Ericaceae,Andersonia involucrata,mpd,no
WA,Ericaceae,Andersonia latiflora,mpd,no
WA,Ericaceae,Andersonia lehmanniana,mpd,no
WA,Ericaceae,Andersonia longifolia,mpd,no
WA,Ericaceae,Andersonia micrantha,mpd,no
WA,Ericaceae,Andersonia parvifolia,mpd,no
WA,Ericaceae,Andersonia pinaster,mpd,yes
WA,Ericaceae,Andersonia redolens,mpd,no
WA,Ericaceae,Andersonia setifolia,mpd,no
WA,Ericaceae,Andersonia simplex,mpd,no
WA,Ericaceae,Andersonia sprengelioides,mpd,no
WA,Malvaceae,Androcalva adenothalia,py,yes
WA,Malvaceae,Androcalva aphrix,py,no
WA,Malvaceae,Androcalva cuneata,py,no
WA,Malvaceae,Androcalva fragifolia,py,no
WA,Malvaceae,Androcalva incilis,py,no
WA,Malvaceae,Androcalva luteiflora,py,no
WA,Malvaceae,Androcalva microphylla,py,no
WA,Malvaceae,Androcalva pulchella,py,no
WA,Malvaceae,Androcalva stowardii,py,no
SA,Malvaceae,Androcalva tatei,py,no
WA,Asteraceae,Angianthus cunninghamii,pd,no
WA,Solanaceae,Anthocercis genistoides,pd,no
WA,Solanaceae,Anthocercis gracilis,pd,yes
WA,Solanaceae,Anthocercis ilicifolia,pd,no
WA,Solanaceae,Anthocercis intricata,pd,no
WA,Solanaceae,Anthocercis littorea,pd,no
WA,Solanaceae,Anthocercis sylvicola,pd,no
WA,Solanaceae,Anthocercis viscosa,pd,no
SA,Solanaceae,Anthocercis anisantha,pd,no
WA,Solanaceae,Anthotroche myoporoides,pd,no
WA,Solanaceae,Anthotroche pannosa,pd,no
WA,Solanaceae,Anthotroche walcottii,pd,no
WA,Fabaceae,Aotus carinata,py,no
WA,Fabaceae,Aotus cordifolia,py,no
WA,Fabaceae,Aotus franklandii,py,no
WA,Fabaceae,Aotus gracillima,py,no
WA,Fabaceae,Aotus intermedia,py,no
WA,Fabaceae,Aotus passerinoides,py,no
WA,Fabaceae,Aotus procumbens,py,no
WA,Fabaceae,Aotus tietkensii,py,no
SA,Fabaceae,Aotus subspinescens,py,no
NSW,Fabaceae,Aotus ericoides,py,no
NSW,Fabaceae,Aotus subglauca,py,no
WA,Aphanopetalaceae,Aphanopetalum clematideum,nd,no
WA,Myrtaceae,Astartea affinis,pd,no
WA,Myrtaceae,Astartea arbuscula,pd,no
WA,Myrtaceae,Astartea aspera,pd,no
WA,Myrtaceae,Astartea astarteoides,pd,no
WA,Myrtaceae,Astartea corniculata,pd,no
WA,Myrtaceae,Astartea fascicularis,pd,no
WA,Myrtaceae,Astartea glomerulosa,pd,no
WA,Myrtaceae,Astartea granitica,pd,no
WA,Myrtaceae,Astartea laricifolia,pd,no
WA,Myrtaceae,Astartea leptophylla,pd,no
WA,Myrtaceae,Astartea middletonii,pd,no
WA,Myrtaceae,Astartea montana,pd,no
WA,Myrtaceae,Astartea muricata,pd,no
WA,Myrtaceae,Astartea onycis,pd,no
WA,Myrtaceae,Astartea schaueri,pd,no
WA,Myrtaceae,Astartea scoparia,pd,no
WA,Myrtaceae,Astartea transversa,pd,no
WA,Myrtaceae,Astartea zephyra,pd,no
WA,Asteraceae,Asteridea nivea,pd,no
WA,Rutaceae,Asterolasia drummondii,pd,no
WA,Rutaceae,Asterolasia grandiflora,pd,no
WA,Rutaceae,Asterolasia nivea,pd,yes
WA,Rutaceae,Asterolasia pallida,pd,no
WA,Rutaceae,Asterolasia squamuligera,pd,no
NSW,Rutaceae,Asterolasia correifolia,pd,no
NSW,Rutaceae,Asterolasia elegans,pd,yes
NSW,Rutaceae,Asterolasia rivularis,pd,yes
WA,Ericaceae,Astroloma acervatum,mpd,no
WA,Ericaceae,Astroloma baxteri,mpd,no
WA,Ericaceae,Astroloma ciliatum,mpd,no
