flora,taxon_name,simplified_phrase,fire,description,fire_intensity,fire_severity,fire_season,fire_response,fire_response_source,post_fire_recruitment,post_fire_recruitment_source,site,habitat_conditions,bud_bank_location,bud_bank_location_source,canopy_seedbank,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersal_syndrome_source,dispersers,dispersers_source,fire_and_establishing,fire_ephemeral,fire_exposure_level,fire_response_juvenile,fire_response_juvenile_source,fire_response_on_maturity,fire_tolerance,life_history,life_history_ephemeral,post_fire_flowering,post_fire_flowering_source,reproductive_maturity,reproductive_maturity_secondary_after_fire,seed_longevity_categorical,seed_release,seed_storage_location,seed_storage_location_source,serotiny,soil_seedbank,soil_seedbank_source,storage_organ,threats,time_from_fire_to_fruit,original_text
Florabase_long,Acacia melanoxylon,resprouts from root suckers and regenerates from seed after fire; soil-stored seedbank,fire response. fire stimulates mass germination of soil stored seed. adult plants will resprout and produce root suckers following fire.,"general biology. growth form. tree. reproduction. seed, root suckers. dispersal. birds, water, ants, garden refuse, soil movement. time to first flowering. 5 years. vegetative regeneration strategy. resprouts, produces root suckers. woody structure. diffuse porous. seedbank persistence. soil, long, 50+ years. fire response. fire stimulates mass germination of soil stored seed. adult plants will resprout and produce root suckers following fire. ;",NA,NA,NA,resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,bud-bearing_root,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. Seed, root suckers. Dispersal. Birds, water, ants, garden refuse, soil movement. Time to first flowering. 5 years. Vegetative regeneration strategy. Resprouts, produces root suckers. Woody structure. Diffuse porous. Seedbank persistence. Soil, long, 50+ years. Fire response. Fire stimulates mass germination of soil stored seed. Adult plants will resprout and produce root suckers following fire."
Florabase_long,Acacia microbotrya,resprouts from base and root suckers and regenerates from seed after fire; soil seedbank,fire response. fire stimulates mass germination of soil stored seed. adult plants can resprout from base and from root suckers following fire.,"general biology. growth form. shrub/small tree. reproduction. seed. dispersal. water, bird, ants, soil movement, garden refuse. vegetative regeneration strategy. resprouts, produces root suckers. seedbank persistence. long, 5+ years. fire response. fire stimulates mass germination of soil stored seed. adult plants can resprout from base and from root suckers following fire. ;",NA,NA,NA,resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,basal_buds bud-bearing_root,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Water, bird, ants, soil movement, garden refuse. Vegetative regeneration strategy. Resprouts, produces root suckers. Seedbank persistence. Long, 5+ years. Fire response. Fire stimulates mass germination of soil stored seed. Adult plants can resprout from base and from root suckers following fire."
Florabase_long,Acacia podalyriifolia,killed by fire; regenerates from seed,fire response. fire stimulates mass germination of soil stored seed and kills adult plants.,"general biology. growth form. shrub/small tree. reproduction. seed. dispersal. water, bird, ants, soil movement, garden refuse. time to first flowering. 2 years. vegetative regeneration strategy. does not resprout or produce root suckers. seedbank persistence. long, 5+ years. fire response. fire stimulates mass germination of soil stored seed and kills adult plants. ;",NA,NA,NA,fire_killed,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Water, bird, ants, soil movement, garden refuse. Time to first flowering. 2 years. Vegetative regeneration strategy. Does not resprout or produce root suckers. Seedbank persistence. Long, 5+ years. Fire response. Fire stimulates mass germination of soil stored seed and kills adult plants."
Florabase_long,Acacia pycnantha,resprouts and regenerates from seed after fire; soil seedbank,fire response. fire stimulates mass germination of soil stored seed. adult plants can resprout following fire.,"general biology. growth form. shrub/small tree. reproduction. seed. dispersal. water, birds, ants, wind, garden refuse, soil movement. time to first flowering. 3 years. vegetative regeneration strategy. resprouts. seedbank persistence. long, 5+ years. fire response. fire stimulates mass germination of soil stored seed. adult plants can resprout following fire. ;",NA,NA,NA,resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Water, birds, ants, wind, garden refuse, soil movement. Time to first flowering. 3 years. Vegetative regeneration strategy. Resprouts. Seedbank persistence. Long, 5+ years. Fire response. Fire stimulates mass germination of soil stored seed. Adult plants can resprout following fire."
Florabase_long,Agapanthus praecox subsp. orientalis,fire-retardant; changes fire regimes,"can change fire regimes in natural areas since plants are likely to be fire retardant, making heavily infested areas of bushland difficult to burn.","general biology. growth form. herb. life form. perennial. reproduction. primarily seed, also rhizomes. dispersal. water, garden waste, wind, contaminated soil. toxicity. the leaves, roots and sap are poisonous and irritant, and can cause mouth ulceration. notes. naturalised in new zealand, the british isles, canary islands and other parts of southern australia, where it invades forest edges, open forest and woodland. forms dense stands which can dominate and displace groundcover vegetation, prevent regeneration of native plant species and reduce habitat for native fauna. can change fire regimes in natural areas since plants are likely to be fire retardant, making heavily infested areas of bushland difficult to burn. sheds old outer leaves every year, replacing them with new leaves from the apex of the growing shoot. is one of 3 subspecies: subsp praecox, subsp orientalis and subsp minimus. subsp orientalis originates in the eastern cape region of south africa and southern kwazulu-natal. distinguished from subsp praecox by its shorter perianth segments (less than 50 mm) and more leaves (up to 20 per plant) which are not leathery and have an arching habit. species readily hybridise with each other. survives in poor soils, but must receive some water in summer. spreads rapidly along drainage lines, but will also gradually spread in dry areas. numerous small seeds are produced in a 3-sided capsule toward the end of summer into autumn. spreads gradually from underground rhizomes. these are dense, fleshy, crowded, strong and aggressive, and form large continually extending clumps. experience in tasmania has shown the exotic european bumblebee may be an effective pollinator of this subspecies, increasing its seed production and invasiveness. additional information. origin. south africa. history of use/introduction. ornamental. similar exotic species. agapanthus praecox. suggested method of management and control. small infestations can be dug out. all of the rhizome must be removed and destroyed off-site, as any remaining rhizomes will regrow even if up turned upside down. remove small younger plants as early as possible. cut flower heads to prevent seed set. moderately resistant to herbicides, surfactants may help improve penetration into the waxy-coated leaves. use cut and paint treatment. alternatively spray with 1% grazon® just before flowering. try cutting leaves off to stimulate new growth then spray regrowth. follow-up weeding of seedlings and shoots from rhizomes will be necessary. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,decreases_fire_risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fire_retardant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Primarily seed, also rhizomes. Dispersal. Water, garden waste, wind, contaminated soil. Toxicity. The leaves, roots and sap are poisonous and irritant, and can cause mouth ulceration. Notes. Naturalised in New Zealand, the British Isles, Canary Islands and other parts of southern Australia, where it invades forest edges, open forest and woodland. Forms dense stands which can dominate and displace groundcover vegetation, prevent regeneration of native plant species and reduce habitat for native fauna. Can change fire regimes in natural areas since plants are likely to be fire retardant, making heavily infested areas of bushland difficult to burn. Sheds old outer leaves every year, replacing them with new leaves from the apex of the growing shoot. Is one of 3 subspecies: subsp. praecox, subsp. orientalis and subsp. minimus. Subsp. orientalis originates in the eastern Cape region of South Africa and southern KwaZulu-Natal. Distinguished from subsp. praecox by its shorter perianth segments (less than 50 mm) and more leaves (up to 20 per plant) which are not leathery and have an arching habit. Species readily hybridise with each other. Survives in poor soils, but must receive some water in summer. Spreads rapidly along drainage lines, but will also gradually spread in dry areas. Numerous small seeds are produced in a 3-sided capsule toward the end of summer into autumn. Spreads gradually from underground rhizomes. These are dense, fleshy, crowded, strong and aggressive, and form large continually extending clumps. Experience in Tasmania has shown the exotic European bumblebee may be an effective pollinator of this subspecies, increasing its seed production and invasiveness. Additional information. Origin. South Africa. History of use/introduction. Ornamental. Similar exotic species. Agapanthus praecox. Suggested method of management and control. Small infestations can be dug out. All of the rhizome must be removed and destroyed off-site, as any remaining rhizomes will regrow even if up turned upside down. Remove small younger plants as early as possible. Cut flower heads to prevent seed set. Moderately resistant to herbicides, surfactants may help improve penetration into the waxy-coated leaves. Use cut and paint treatment. Alternatively spray with 1% Grazon® just before flowering. Try cutting leaves off to stimulate new growth then spray regrowth. Follow-up weeding of seedlings and shoots from rhizomes will be necessary. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Ailanthus altissima,resprouts after fire,fire response. will resprout vigorously following fire.,"general biology. growth form. tree. reproduction. seed, root suckers, stem layering. dispersal. wind, water, birds, machinery, soil movement, garden refuse. time to first flowering. 2+ years. toxicity. bark, leaves and flowers are poisonous to humans and livestock. also known to cause dermatitis in humans. vegetative regeneration strategy. resprouts, produces root suckers, stem layering. woody structure. ring porous. fire response. will resprout vigorously following fire. notes. is an aggressive competitor due to its allelopathic properties, ability to tolerate a wide range of soils and the abundant suckers it produces from shallow roots. will shade out smaller plants and create monospecific stands. spreads rapidly via highly viable wind dispersed seed. additional information. origin. china. history of use/introduction. garden escape, widely planted as a street tree. suggested method of management and control. apply 250 ml access® in 15 l of diesel to basal 50 cm of trunk (basal bark). for larger trees (greater than 30cm diameter) with thick bark stem inject 100% glyphosate. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. Seed, root suckers, stem layering. Dispersal. Wind, water, birds, machinery, soil movement, garden refuse. Time to first flowering. 2+ years. Toxicity. Bark, leaves and flowers are poisonous to humans and livestock. Also known to cause dermatitis in humans. Vegetative regeneration strategy. Resprouts, produces root suckers, stem layering. Woody structure. Ring porous. Fire response. Will resprout vigorously following fire. Notes. Is an aggressive competitor due to its allelopathic properties, ability to tolerate a wide range of soils and the abundant suckers it produces from shallow roots. Will shade out smaller plants and create monospecific stands. Spreads rapidly via highly viable wind dispersed seed. Additional information. Origin. China. History of use/introduction. Garden escape, widely planted as a street tree. Suggested method of management and control. Apply 250 ml Access® in 15 L of diesel to basal 50 cm of trunk (basal bark). For larger trees (greater than 30cm diameter) with thick bark stem inject 100% glyphosate. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Albuca canadensis,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. bulb. reproduction. primarily bulbils and seed, occasionally offsets. time to first flowering. 2-3 years. seedbank persistence. short, days-1 year. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Bulb. Reproduction. Primarily bulbils and seed, occasionally offsets. Time to first flowering. 2-3 years. Seedbank persistence. Short, days-1 year. Fire response. Generally survives fire."
Florabase_long,Allium triquetrum,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. bulb. reproduction. offsets, seed. dispersal. water, soil, possibly ants. time to first flowering. 2 years. seedbank persistence. medium, 1-5 years. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Bulb. Reproduction. Offsets, seed. Dispersal. Water, soil, possibly ants. Time to first flowering. 2 years. Seedbank persistence. Medium, 1-5 years. Fire response. Generally survives fire."
Florabase_long,Alopecurus myosuroides,regenerates from seed after fire; soil seedbank,"fire response. seed on the soil surface is killed by fire, while seed covered by shallow soil is protected and stimulated to germinate.","general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. mammals, agricultural harvesting equipment, soil movement. photosynthetic pathway. c3. seedbank persistence. medium, 4 to 9 years. fire response. seed on the soil surface is killed by fire, while seed covered by shallow soil is protected and stimulated to germinate. notes. one of the most important grass weeds in winter cereal production in europe and is common on cultivated ground, although uncommon in bushland. can produce prolific seed. prefers moist soils. responds positively to higher nitrogen levels by increased tillers and greater seed production. germination can vary seasonally and is stimulated by light. herbicide resistance has been recorded. additional information. origin. mediterranean, temperate asia. history of use/introduction. unknown. similar exotic species. alopecurus pratensis. suggested method of management and control. a combination of cultural and herbicide control is recommended. hand remove small infestations of mature plants, ensuring all plant parts are removed. try careful application of 1% glyphosate on seedlings. early application of glyphosate while actively growing or at the start of flowering will reduce seed set. late spraying toward the end of flowering and/or mowing does not prevent seed set. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Grass. Life form. Annual, caespitose. Reproduction. Seed. Dispersal. Mammals, agricultural harvesting equipment, soil movement. Photosynthetic Pathway. C3. Seedbank persistence. Medium, 4 to 9 years. Fire response. Seed on the soil surface is killed by fire, while seed covered by shallow soil is protected and stimulated to germinate. Notes. One of the most important grass weeds in winter cereal production in Europe and is common on cultivated ground, although uncommon in bushland. Can produce prolific seed. Prefers moist soils. Responds positively to higher nitrogen levels by increased tillers and greater seed production. Germination can vary seasonally and is stimulated by light. Herbicide resistance has been recorded. Additional information. Origin. Mediterranean, temperate Asia. History of use/introduction. Unknown. Similar exotic species. Alopecurus pratensis. Suggested method of management and control. A combination of cultural and herbicide control is recommended. Hand remove small infestations of mature plants, ensuring all plant parts are removed. Try careful application of 1% glyphosate on seedlings. Early application of glyphosate while actively growing or at the start of flowering will reduce seed set. Late spraying toward the end of flowering and/or mowing does not prevent seed set. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_short,Alstroemeria psittacina,common/found after fire,"edge of disturbed swamp, open burnt paddock.","clumping tuberous, perennial, herb, to 1 m high. fl. red, dec. wet black sand. edge of disturbed swamp, open burnt paddock. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clumping tuberous, perennial, herb, to 1 m high. Fl. red, Dec. Wet black sand. Edge of disturbed swamp, open burnt paddock."
