Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality ,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA
4,1,0,Lilaeopsis polyantha,APIACEAE,,,,,,,1,,,,,19,7,0.25,3,a,7,2,0,,1,1,
4,1,0,Platysace heterophylla,APIACEAE,1,,,,,,,,,,,3,2,0.4,1,,1,2,0,,1,1,
,1,,Sium latifolium,APIACEAE,,,,,,,,,,1,,4,3,1,1,,1,2,0,,1,1,
,1,,Trachymene cyanopetala,APIACEAE,,1,,,1,,,,,,,3,5,0.25,1,,1,2,0,,1,1,
,1,,Trachymene pilosa,APIACEAE,,1,,,,,,,,,,3,5,0.15,1,,1,2,0,,1,1,
4,0,0,Xanthosia huegelii,APIACEAE,,1,,1,,,,,,,,3,2,0.15,1,,6,2,0,,1,1,
4,1,0,Alyxia buxifolia,APOCYNACEAE,1,,,,,1,,,,,,8,1,2.5,1,,3,2,0,,2,1,
2,1,0,Asplenium flabellifolium,ASPLENIACEAE,1,1,,,,,,,,1,,1,3,0.5,3,a,2,2,0,0.0001,0,1,16.81
2,1,0,Pleurosorus rutifolius,ASPLENIACEAE,,1,1,,,,,,,,,1,3,0.17,3,a,2,,0,0.0001,0,1,
,0,,Actinobole uliginosum,ASTERACEAE,,1,,,,,,,,,,1,5,0.01,1,,2,,0,,1,,
4,0,0,Actites megalocarpa,ASTERACEAE,,,,,,1,,,,,,3,3,0.6,3,a,2,2,0,,1,,
4,1,0,Angianthus preissianus,ASTERACEAE,,,,,,1,,,,,,3,5,0.3,1,,2,2,0,,1,,
,1,,Angianthus tomentosus,ASTERACEAE,,1,,,,,,,,,,4,5,0.35,1,,2,2,0,,1,,
4,1,0,Apalochlamys spectabilis,ASTERACEAE,,,1,,,1,,,,,,3,1,2,1,,2,,0,,1,,
,0,,Asteridea athrixioides ,ASTERACEAE,,1,1,,1,,,,,,,3,3,0.2,1,,2,,0,,1,,
,1,,Blennospora drummondii,ASTERACEAE,1,1,,,,,,,,,,4,5,0.1,1,,1,3,0,,1,,
,1,,Brachyscome ciliaris,ASTERACEAE,1,1,1,,,,,,,,,4,2,0.45,1,,2,2,0,,1,,
,0,,Brachyscome cuneifolia,ASTERACEAE,,1,,,,,,,,,,1,3,0.6,1,,1,2,0,,1,,
4,0,0,Brachyscome debilis,ASTERACEAE,,1,,,,,,,,,,1,5,0.25,1,,2,2,0,,1,,
4,1,0,Brachyscome diversifolia,ASTERACEAE,1,1,,1,,1,,,,,,1,3,0.5,1,,1,2,0,,1,,
,1,,Brachyscome exilis,ASTERACEAE,,,,,,,,,,,,1,5,0.18,1,,1,2,0,,1,,
4,0,0,Brachyscome graminea,ASTERACEAE,,,,1,,,,,,1,,3,3,0.7,2,a,4,2,0,,1,,
,0,,Brachyscome leptocarpa,ASTERACEAE,1,1,1,1,,,,,,,,1,5,0.25,1,,1,2,0,,1,,
,1,,Brachyscome lineariloba,ASTERACEAE,,1,1,,1,,,,,,,3,5,0.15,1,,2,2,0,,1,,
,0,,Brachyscome muelleri,ASTERACEAE,,,,,,,,,,,,1,5,0.2,1,,1,2,0,,1,,
4,1,0,Brachyscome parvula,ASTERACEAE,,,,,,1,,,,,,3,3,0.45,1,,1,2,0,,1,,
4,1,0,Brachyscome perpusilla,ASTERACEAE,,,,,,,,,,,,3,5,0.12,1,,2,2,0,,1,,
,0,,Bracteantha bracteata ,ASTERACEAE,,,1,,1,,,,,,,4,5,0.8,1,,2,,0,,1,,
,1,,Calocephalus brownii,ASTERACEAE,,,,,,1,,,,,,8,1,1,1,,2,2,0,,1,,
4,1,0,Calocephalus citreus,ASTERACEAE,,1,,,1,,,,,,,3,2,0.6,1,,2,2,0,0.2,1,,
,1,,Calotis erinacea,ASTERACEAE,,1,,,,1,,,,,,8,1,0.9,1,,4,2,0,,1,,
,1,,Calotis hispidula,ASTERACEAE,1,1,1,,1,,,,,,,8,1,0.1,1,,4,2,0,,1,,
,0,,Calotis lappulacea,ASTERACEAE,,1,,,1,,,,,,,3,3,0.5,1,,6,2,0,,1,,
4,0,0,Calotis scapigera,ASTERACEAE,,1,,,,,1,,,,,3,3,0.5,2,a,4,2,0,1.3,1,,
4,1,0,Cassinia arcuata,ASTERACEAE,1,1,,,,,,,,,,8,1,3,1,,2,2,0,0.026,1,,13.17
,1,,Cassinia laevis,ASTERACEAE,,1,1,1,1,,,,,,,8,1,1.5,1,,2,2,0,,1,,
,1,,Cassinia uncata,ASTERACEAE,1,,,,,,,,,,,8,1,1.5,1,,2,2,0,,1,,
4,1,0,Centipeda cunninghamii,ASTERACEAE,1,,,,1,,,,,1,,3,2,0.5,1,,1,2,0,,1,,
4,1,0,Chrysocephalum apiculatum,ASTERACEAE,1,1,,,1,,,,,,,3,3,0.6,3,a,2,2,0,0.12,1,,15.35
,1,,Chrysocephalum baxteri,ASTERACEAE,1,,,,,,,,,,,4,2,0.4,1,,2,2,0,,1,,
4,1,0,Chrysocephalum semipapposum,ASTERACEAE,1,1,,,1,,,,,,,3,3,1,3,a,2,2,0,0.04,1,,40.23
4,1,0,Cotula australis,ASTERACEAE,1,1,1,1,,,,,,1,,3,5,0.2,1,,1,2,0,,1,,
,1,,Cotula vulgaris,ASTERACEAE,1,1,1,1,,,,,,,,4,5,0.2,1,,1,2,0,,1,,
,1,,Craspedia glauca,ASTERACEAE,1,1,,,,,,,,,,3,5,0.8,1,,2,2,0,,1,,
,1,,Cymbonotus lawsonianus,ASTERACEAE,1,1,,,,,,,,,,1,3,0.3,1,,6,2,0,,1,,
4,1,0,Cymbonotus preissianus,ASTERACEAE,1,1,,,,,,,,,,1,3,0.1,1,,1,2,0,2.28,1,,35.68
4,1,0,Eclipta platyglossa,ASTERACEAE,,,,,1,,1,,,,,1,5,0.25,2,a,7,2,0,,1,,
,1,,Elachanthus pusillus,ASTERACEAE,,1,1,,,1,,,,,,3,5,0.15,1,,2,,0,,1,,
,1,,Epaltes australis,ASTERACEAE,,,,,,,,,,1,,1,3,0.3,1,,1,12,0,,1,,
,1,,Euchiton gymnocephalus,ASTERACEAE,1,,1,1,,,,,,,,4,2,0.3,2,a,2,2,0,,1,,
4,1,0,Euchiton involucratus,ASTERACEAE,1,1,1,1,,,,,,1,,3,3,0.5,2,a,2,2,0,,1,,
4,1,0,Euchiton sphaericus,ASTERACEAE,1,1,,,1,,,,,,,3,5,1,1,,2,2,0,,1,,
4,1,0,Gnaphalium indutum,ASTERACEAE,,1,,,,,,,,,,1,5,0.05,1,,1,2,0,,1,,
,1,,Gnaphalium involucratum,ASTERACEAE,1,1,,,,,,,,,,1,2,0.5,2,a,3,2,0,,1,,
,1,,Helichrysum apiculatum,ASTERACEAE,1,1,,,1,,,,,,,4,3,0.6,1,,2,2,0,,1,,
,1,,Helichrysum baxteri,ASTERACEAE,1,1,,1,,,,,,,,4,3,0.4,1,,2,2,0,,1,,
,1,,Helichrysum blandowskianum,ASTERACEAE,,,,1,,,,,,,,4,3,0.5,1,,2,2,0,,1,,
,1,,Helichrysum leucopsideum,ASTERACEAE,1,,,,,1,,,,,,4,3,0.3,1,,2,2,0,,1,,
4,1,0,Helichrysum rutidolepis,ASTERACEAE,1,1,,,1,,,,,,,3,3,0.5,3,a,2,2,0,,1,,
4,1,0,Helichrysum scorpioides,ASTERACEAE,1,1,,,,,,,,,,3,3,0.5,3,a,2,2,0,0.12,1,,26.11
,1,,Hyalosperma australe,ASTERACEAE,,1,,,,,,,,,,4,5,0.12,1,,2,2,0,,1,,
,1,,Hyalosperma corymbiflorum,ASTERACEAE,,1,,,,,,,,,,4,5,0.3,1,,2,2,0,,1,,
4,1,0,Hyalosperma demissum,ASTERACEAE,1,1,1,,1,,,,,,,1,5,0.02,1,,2,2,0,,1,,
,0,,Hyalosperma glutinosum ssp. glutinosum ,ASTERACEAE,,1,,,,,,,,,,4,3,0.15,1,,2,2,0,,1,,
,0,,Hyalosperma semisterile,ASTERACEAE,,1,,,,,,,,,,4,3,0.15,1,,2,2,0,,1,,
4,1,0,Isoetopsis graminifolia,ASTERACEAE,,1,,,1,,,,,,,1,5,0.1,1,,1,2,0,0.9,1,,
,1,,Ixiolaena leptolepis,ASTERACEAE,,1,1,,1,,,,,1,,4,2,0.4,1,,2,2,0,,1,,
,1,,Ixiolaena supina,ASTERACEAE,,,,,,,,,,,,1,2,0.4,1,,2,2,0,,1,,
,1,,Ixodia achillaeoides ssp. achillaeoides,ASTERACEAE,1,1,,,,1,,,,,,7,2,0.8,1,,1,2,0,,1,,
,1,,Ixodia achillaeoides ssp. alata,ASTERACEAE,1,1,1,,,,,,,,,1,1,2,1,,1,2,0,,1,,
4,1,0,Lagenophora gracilis,ASTERACEAE,1,,1,1,,,,,,,,1,3,0.25,3,a,1,2,0,,1,,
4,0,0,Lagenophora huegelii,ASTERACEAE,1,1,,,,,,,,,,1,3,0.35,2,a,1,2,0,0.66,1,,29.26
4,1,0,Lagenophora stipitata,ASTERACEAE,1,,1,1,,,,,,,,1,3,0.25,3,a,1,2,0,0.23,1,,30.68
4,1,0,Leiocarpa panaetioides,ASTERACEAE,,1,,,1,,,,,,,3,3,0.6,1,,2,2,0,,1,,
,0,,Leptorhynchos elongatus,ASTERACEAE,,1,,,1,,,,,,,3,3,0.4,1,,2,2,0,,1,,
4,1,0,Leptorhynchos squamatus ssp squamatus,ASTERACEAE,1,1,,,1,,,,,,,3,3,0.4,1,,2,2,0,0.1,1,,12.983
,1,,Leptorhynchos tetrachaetus,ASTERACEAE,,1,,,,,,,,,,4,5,0.15,1,,2,2,0,,1,,
,1,,Microseris lanceolata,ASTERACEAE,1,1,,,,,1,,,,,1,4,0.4,3,b,2,2,0,,1,,
,1,,Microseris scapigera spp. agg.,ASTERACEAE,,,,,,,,,,1,,1,4,0.2,3,b,2,2,0,,1,,
4,1,0,Microseris sp 1 sensu Fl. Victoria 4:701 (1999),ASTERACEAE,,,,,1,,,,,1,,3,3,0.25,3,b,2,2,0,,1,,
,1,,Millotia muelleri,ASTERACEAE,,,1,1,,,,,,,,1,5,0.03,1,,2,2,0,,1,,
,1,,Millotia myosotidifolia,ASTERACEAE,,1,1,1,,,,,,,,4,5,0.2,1,,2,2,0,,1,,
4,1,0,Millotia tenuifolia,ASTERACEAE,,,,,,,,,,,,3,5,0.15,1,,2,2,0,0.13,1,,32.58
4,1,0,Minuria leptophylla,ASTERACEAE,,,,,1,,,,,,,3,3,0.3,1,,2,2,0,0.86,1,,
4,1,0,Olearia axillaris,ASTERACEAE,,,,,,1,,,,,,9,1,2,1,,2,2,0,,1,,
,1,,Olearia ciliata,ASTERACEAE,,,,,,1,,,,,,7,2,0.4,1,,2,2,0,,1,,
,1,,Olearia floribunda,ASTERACEAE,,1,,,,,,,,,,8,1,2,1,,2,2,0,,1,,
,1,,Olearia grandiflora,ASTERACEAE,1,1,,,,,,,,,,8,1,0.9,3,d,2,2,0,,1,,
,1,,Olearia lanuginosa,ASTERACEAE,,,,,,1,,,,,,8,1,1.5,1,,2,2,0,,1,,
,1,,Olearia pannosa ssp. cardiophylla,ASTERACEAE,1,1,,,,,,,,,,8,1,1.5,3,d,2,2,0,,1,,
,1,,Olearia pannosa ssp. pannosa,ASTERACEAE,1,1,,,,,,,,,,8,1,1.5,3,d,2,2,0,,1,,
,0,,Olearia passerinoides ssp. glutescens,ASTERACEAE,1,,1,,,,,,,,,8,1,2.5,1,,2,2,0,,1,,
4,1,0,Olearia ramulosa,ASTERACEAE,1,1,1,,,1,,,,,,8,1,2.5,1,,2,2,0,,1,,
,1,,Olearia teretifolia,ASTERACEAE,,,,,,,,,,,,8,1,2,1,,2,2,0,,1,,
,1,,Olearia tubuliflora,ASTERACEAE,1,1,,,,,,,,,,8,1,2,1,,2,2,0,,1,,
,1,,Ozothamnus retusum,ASTERACEAE,,1,1,,,,,,,,,7,2,1.5,1,,2,2,0,,1,,
,1,,Picris angustifolia ssp. angustifolia,ASTERACEAE,,,,,,1,,,,,,3,5,1,1,,2,2,0,,1,,
,1,,Picris squarrosa,ASTERACEAE,,,,,,1,,,,1,,2,2,0.8,1,,2,2,0,,1,,
,0,,Podolepis acuminata,ASTERACEAE,,1,,,1,,,,,,,1,3,0.7,1,,2,2,0,,1,,
,1,,Podolepis muelleri,ASTERACEAE,,1,1,,1,,,,,,,1,5,0.22,1,,2,2,0,,1,,
,1,,Podolepis rugata,ASTERACEAE,,1,,,,1,,,,,,1,3,0.6,1,,2,2,0,,1,,
,1,,Podolepis tepperi,ASTERACEAE,,,,,,,,,,,,1,5,0.15,1,,2,2,0,,1,,
4,1,0,Podotheca angustifolia,ASTERACEAE,,1,,,,,,,,,,3,5,0.3,1,,2,2,0,,1,,
,1,,Pogonolepis muelleriana,ASTERACEAE,,,,,,,,,,,,1,5,0.09,1,,1,2,0,,1,,
4,1,0,Pseudognaphalium luteoalbum,ASTERACEAE,1,,1,1,1,,,,,,,4,5,0.55,1,,2,2,0,0.003,1,,66.37
,1,,Quinetia urvillei,ASTERACEAE,,1,,,,,,,,,,3,5,0.12,1,,2,,0,,1,,
,0,,Rhodanthe corymbiflora,ASTERACEAE,,,,,,,,,,,,4,5,0.25,1,,2,2,0,,1,,
,0,,Rhodanthe laevis,ASTERACEAE,,1,1,,,,,,,,,4,5,0.12,1,,2,2,0,,1,,
,1,,Rhodanthe pygmaea,ASTERACEAE,1,1,1,1,1,,,,,,,4,5,0.15,1,,2,2,0,,1,,
,1,,Rutidosis multiflora,ASTERACEAE,,,,,,,,,,,,4,5,0.05,1,,2,2,0,,1,,
4,1,0,Senecio glomeratus,ASTERACEAE,1,1,,,,,,,,,,3,5,1.2,1,,2,2,0,,1,,
,1,,Senecio glossanthus,ASTERACEAE,,,,,,,,,,,,4,5,0.4,1,,2,2,0,,1,,
4,1,0,Senecio hispidulus,ASTERACEAE,1,1,,,1,,,,,,,3,1,1.3,1,,2,2,0,0.05,1,,19.68
,1,,Senecio hypoleucus,ASTERACEAE,1,1,,,,,,,,,,8,1,1.2,1,,2,2,0,,1,,
,1,,Senecio lautus,ASTERACEAE,,,,,,1,,,,,,8,1,0.8,1,,2,2,0,,1,,
4,1,0,Senecio minimus,ASTERACEAE,1,1,1,1,,,,,,,,3,5,1.2,1,,2,2,0,0.17,1,,25.8
4,1,0,Senecio odoratus,ASTERACEAE,1,,,,,,,,,,,3,1,2,1,,2,2,0,,1,,
4,1,0,Senecio picridioides,ASTERACEAE,,1,,,,,,,,,,3,5,0.6,1,,2,2,0,,1,,
4,1,0,Senecio quadridentatus,ASTERACEAE,1,1,,,1,,,,,1,,3,1,1.2,1,,2,2,0,0.18,1,,31.89
4,1,0,Senecio squarrosus,ASTERACEAE,1,,,,1,,,,,,,3,2,0.6,1,,2,2,0,0.296,1,,
4,1,0,Senecio tenuiflorus,ASTERACEAE,1,,,,1,,,,,,,3,5,0.7,1,,2,2,0,0.28,1,,41.45
4,0,0,Solenogyne dominii,ASTERACEAE,1,1,,,1,,,,,,,1,3,0.2,3,a,1,2,0,0.25,1,,29.44
4,1,0,Sonchus hydrophilus,ASTERACEAE,,,,,,,,,,1,,3,5,1.7,1,,2,2,0,,1,,
4,1,0,Stuartina muelleri,ASTERACEAE,,,1,1,,1,,,,,,1,5,0.12,1,,2,2,0,0.13,1,,58.32
4,0,0,Triptilodiscus pygmaeus,ASTERACEAE,1,1,,,,,,,,,,3,5,0.12,1,,2,2,0,,1,,
,1,,Vittadinia australasica,ASTERACEAE,,1,,,,,,,,,,4,2,0.25,1,,2,2,0,,1,,
,1,,Vittadinia blackii,ASTERACEAE,,1,,,,,,,,,,7,2,0.3,1,,2,2,0,,1,,
4,1,0,Vittadinia cervicularis,ASTERACEAE,,1,,,,,,,,,,3,3,0.4,1,,2,2,0,,1,,
,0,,Vittadinia conyloides,ASTERACEAE,,1,,,,,,,,,,7,2,0.3,1,,2,1,0,,1,,
4,1,0,Vittadinia cuneata,ASTERACEAE,,1,,,1,,,,,,,3,3,0.4,1,,2,2,0,1.54,1,,
4,0,0,Vittadinia dissecta,ASTERACEAE,,1,,,1,,,,,,,3,3,0.35,1,,2,2,0,,1,,
4,1,0,Vittadinia gracilis,ASTERACEAE,,1,,,1,,,,,,,3,3,0.4,1,,2,2,0,0.987,1,,
,1,,Vittadinia megacephala,ASTERACEAE,,1,,,,,,,,,,4,2,0.25,1,,2,2,0,,1,,
2,1,0,Azolla filiculoides,AZOLLACEAE,,,,,,,1,,,,,19,6,0.015,2,c,7,12,0,0.0001,0,1,
2,1,0,Blechnum minus,BLECHNACEAE,1,,,,,,,,,1,,2,1,2,3,a,2,2,0,0.0001,0,1,
2,1,0,Blechnum nudum,BLECHNACEAE,1,,,,,,,,,1,,2,1,0.6,3,a,2,2,0,0.0001,0,1,
2,1,0,Blechnum wattsii,BLECHNACEAE,1,,1,,,,,,,1,,2,1,1.25,3,a,2,2,0,0.0001,0,1,
4,1,0,Cynoglossum australe,BORAGINACEAE,,,,,1,,,,,,,3,3,1,1,,4,2,0,,1,1,
4,1,0,Cynoglossum suaveolens,BORAGINACEAE,1,1,,,1,,,,,,,3,3,1,3,a,6,2,0,4.44,1,1,13.88
,1,,Halgania andromedifolia,BORAGINACEAE,,,,,,,,,,,,8,1,1.3,1,,1,2,0,,1,1,
,1,,Halgania cyanea,BORAGINACEAE,,,,,,,,,,,,8,1,0.3,1,,1,2,0,,1,1,
4,0,0,Myosotis australis,BORAGINACEAE,1,,,,,,,,,,,1,5,0.3,1,,4,2,0,,1,1,
,0,,Myosotis discolor,BORAGINACEAE,,,,,,,,,,,,1,5,0.22,1,,4,2,0,,1,1,
4,1,0,Cardamine paucijuga,BRASSICACEAE,,,1,,,,,,,,,3,5,0.4,1,,8,12,0,,1,1,
,1,,Lepidium hyssopifolium,BRASSICACEAE,,1,,,1,,,,,,,4,5,0.4,1,,2,12,0,,1,1,
4,0,0,Lepidium pseudohyssopifolium,BRASSICACEAE,,1,1,,1,,,,,,,3,1,0.6,1,,2,12,0,,1,1,
4,0,0,Rorippa laciniata,BRASSICACEAE,,,,,,,,,,1,,1,2,0.4,1,,1,12,0,,1,1,
,0,,Stenopetalum lineare,BRASSICACEAE,,,,,,,,,,,,3,5,0.5,1,,2,12,0,,1,1,
4,0,0,Brunonia australis,BRUNONIACEAE,1,1,,,1,,,,,,,1,2,0.1,2,a,2,3,0,0.74,1,1,31.18
4,1,0,Senna artemisioides,CAESALPINIACEAE,,1,,,,,,,,,,8,1,3,1,,2,2,0,,1,1,3.21
,1,,Senna Artemisioides ssp. filifolia,CAESALPINIACEAE,1,1,1,1,1,,,,,,,8,1,3,1,,2,2,0,,1,1,
,1,,Senna Artemisioides ssp. petiolaris,CAESALPINIACEAE,1,1,1,1,1,,,,,,,8,1,3,1,,2,2,0,,1,1,
4,1,0,Callitriche umbonata,CALLITRICHACEAE,,,,,,,1,,,,,18,5,0.1,1,,2,2,0,,1,1,
,1,,Lobelia alata,CAMPANULACEAE,,,,,,,,,,,,4,2,0.5,1,,1,2,0,,1,1,
4,1,0,Lobelia gibbosa,CAMPANULACEAE,,,,1,,,,,,,,3,5,0.6,1,,2,2,0,,1,1,
4,1,0,Lobelia pedunculata,CAMPANULACEAE,1,1,1,,1,,,,,,,1,3,0.05,2,a,1,2,0,,1,1,
4,0,0,Lobelia rhombifolia,CAMPANULACEAE,1,,,,,,,,,,,1,5,0.4,1,,1,2,0,,1,1,
4,1,0,Wahlenbergia communis,CAMPANULACEAE,,1,,,1,,,,,1,,3,3,0.75,1,,2,2,0,0.01,1,1,
4,1,0,Wahlenbergia gracilenta,CAMPANULACEAE,1,1,,,1,,,,,,,3,5,0.5,1,,2,2,0,0.003,1,1,49.15
4,1,0,Wahlenbergia gracilis,CAMPANULACEAE,1,,1,1,,,,,,1,,3,3,0.5,1,,2,2,0,0.03,1,1,
,1,,Wahlenbergia litticola,CAMPANULACEAE,,1,1,,1,,,,,,,4,1,0.8,1,,2,2,0,,1,1,
4,1,0,Wahlenbergia luteola,CAMPANULACEAE,,1,,,1,,,,,,,3,3,0.6,1,,2,2,0,0.0104,1,1,
4,1,0,Wahlenbergia multicaulis,CAMPANULACEAE,1,1,,,,,,,,,,3,3,0.75,3,d,2,2,0,0.008,1,1,44.27
,1,,Wahlenbergia preissii,CAMPANULACEAE,,,1,,,,,,,,,4,2,0.4,1,,2,2,0,,1,1,
,1,,Wahlenbergia quadrifida,CAMPANULACEAE,1,1,1,,1,,,,,,,4,1,0.8,1,,2,2,0,,1,1,
,1,,Wahlenbergia sieberi,CAMPANULACEAE,1,1,,,1,,,,,,,3,5,0.35,1,,2,2,0,,1,1,
4,1,0,Wahlenbergia stricta ssp stricta,CAMPANULACEAE,1,1,,,1,,,,,,,3,3,0.9,3,d,2,2,0,0.005,1,1,30.3
,1,,Scleranthus pungens,CARYOPHYLLACEAE,,,1,,,1,,,,,,3,3,0.3,1,,1,2,0,,1,2,
,1,,Spergularia media,CARYOPHYLLACEAE,,,,,,,,,,,,3,3,0.4,1,,1,2,0,0.01,1,2,
,1,,Allocasuarina muelleriana ssp. muelleriana,CASUARINACEAE,,,,,,,,,,,,8,1,4,1,,2,1,0,,0,1,
,1,,Allocasuarina pauper,CASUARINACEAE,,1,,,,,,,,,,9,1,15,1,,2,1,0,,0,1,
,1,,Allocasuarina pusilla,CASUARINACEAE,,,,1,,,,,,,,8,1,1,1,,2,1,0,,0,1,
,1,,Allocasuarina robusta ,CASUARINACEAE,,,,1,,,,,,,,8,1,1,1,,2,1,0,,0,1,
,1,,Allocasuarina striata,CASUARINACEAE,,,,1,,,,,,,,8,1,4,1,,2,1,0,,0,1,
4,1,0,Allocasuarina verticillata,CASUARINACEAE,,1,1,,,1,,,,,,9,1,11,1,,2,1,0,4.04,0,1,
3,1,0,Aphelia gracilis,CENTROLEPIDACEAE,,,1,,,,,,,,,1,5,0.04,1,,1,,0,,0,1,
3,1,0,Aphelia pumilio,CENTROLEPIDACEAE,,,1,,,,,,,,,1,5,0.03,1,,1,,0,,0,1,
3,1,0,Centrolepis aristata,CENTROLEPIDACEAE,1,1,1,,,,,,,,,1,5,0.06,1,,2,12,0,0.006,0,1,29.27
,1,,Centrolepis cephaloformis ssp. cephaloformis,CENTROLEPIDACEAE,,,1,,,,,,,,,1,5,0.01,1,,1,12,0,,0,1,
