source,taxon_name,original_text,text,category,,l_absolute_min,l_min,l_max,l_absolute_max,l_units,l_f,w_absolute_min,w_min,w_max,w_absolute_max,w_units,w_f,t_min,t_max,t_absolute_max,t_units,b_f,changes,checked seed dimensons
missed_pn,Phlegmatospermum eremaeum,"Description: Slender, prostrate to spreading herb with bifid, appressed hairs. Basal leaves in a rosette, petiolate, obovate, tapered at base, to 4 cm long, pinnately lobed or scalloped, rarely entire; stem leaves obovate, to 2 cm long, toothed. Inflorescence a dense raceme. Sepals 1-2 mm long, sometimes with purple borders; petals 2-3 mm long, white, sometimes with purple bases and veins; stigma flat, not capitate. Silicula elliptic, 5-7 mm long, 3-4 mm wide, apex slightly notched; valves not winged, often with hairs on tuberculate bases; pedicels c. 2 mm long; seeds 5-7 per locule, ellipsoid, c. 1 mm long."," seeds 5-7 per locule, ellipsoid,   1 mm long.",seeds,,,,1,,mm,,,,,,,,,,,,,,checked
missed_pn,Actinidia chinensis,"Description: A scrambling woody, deciduous vine; bristly-pubescent; young branchlets and petioles with persistent brownish-strigose hairs. Broadly ovate to suborbicular, 6-20 cm long, 7-15 cm wide, papery, dark green and sparsely hairy above, pale green and densely white- or brownish-tomentose below; margin serrulat; petiole 3-6 cm long, densely hispid-setose. Inflorescence a 1 to many-flowered cyme. Male and female flowers similar but males with numerous stamens only. Female flowers with many sterile stamens below the 20-40 spreading styles. Sepals usually 5, 1.2-1.5 cm long, brown-tomentose. Petals usually 5, 1.5-3 cm long, white, turning orange-yellow with age. Styles 7-8 mm long. Fruit thin-skinned, ellipsoid, a berry, 4-8 cm long, brown-tomentose; pulp green. Seeds numerous, c. 1.5 mm long, dark brown to black."," seeds numerous,   1.5 mm long, dark brown to black.",seeds,,,,1.5,,mm,,,,,,,,,,,,,,checked
missed_pn,Actinidia chinensis var. deliciosa,"Description: A scrambling woody, deciduous vine; bristly-pubescent; young branchlets and petioles with persistent brownish-strigose hairs. Broadly ovate to suborbicular, 6-20 cm long, 7-15 cm wide, papery, dark green and sparsely hairy above, pale green and densely white- or brownish-tomentose below; margin serrulat; petiole 3-6 cm long, densely hispid-setose. Inflorescence a 1 to many-flowered cyme. Male and female flowers similar but males with numerous stamens only. Female flowers with many sterile stamens below the 20-40 spreading styles. Sepals usually 5, 1.2-1.5 cm long, brown-tomentose. Petals usually 5, 1.5-3 cm long, white, turning orange-yellow with age. Styles 7-8 mm long. Fruit thin-skinned, ellipsoid, a berry, 4-8 cm long, brown-tomentose; pulp green. Seeds numerous, c. 1.5 mm long, dark brown to black."," seeds numerous,   1.5 mm long, dark brown to black.",seeds,,,,1.5,,mm,,,,,,,,,,,,,,checked
missed_pn,Cistus salviifolius,"Description: Dense low shrubs to 1 m high, but often smaller, with dense stellate hairs, some parts with simple hairs. Leaves petiolate or sessile,  ovate, 1.5-4.5 cm long, 6-25 mm wide, dark green above, paler below; apex obtuse, rarely acute; sometimes obscurely 3-nerved at base. Flowers 3(-5) cm diam., mostly solitary in upper axils, sometimes in a 2-5-flowered cyme; peduncles (35-)50-105 mm long; sepals 5, broadly ovate, outer sepals broader and cordate, persistent; petals obovate, c. 1.5 cm long, white, yellow at base; style to c. 0.5 mm long. Capsule c. 6 mm long with scattered appressed silky hairs; seeds c. 1.5 mm long, dark brown, wrinkled."," seeds   1.5 mm long, dark brown, wrinkled.",seeds,,,,1.5,,mm,,,,,,,,,,,,,,checked
missed_pn,Damasonium minus,"Description: Erect, emergent annual or short-lived perennial to 1 m high with floating and/or emergent leaves. Leaves with lamina lanceolate to ovate, 5-10 cm long, 1.5-4 cm wide, base obtuse to cordate, with 3-5 parallel veins connected by numerous finer transverse veins; petiole to c. 30 cm long. Inflorescence to 50 cm long; bracts not persistent. Flowers c. 6 mm diam. Sepals c. 1 mm long, green. Petals ovate, c. 6 mm long, white or pink. Follicles 5-6 mm long, 2-seeded, flattened, forming a star-shaped aggregate fruit 10-12 mm diam.; follicles eventually fall singly; seeds c. 1.5 mm long, partly transversely ridged and tuberculate."," seeds   1.5 mm long, partly transverselyridged and tuberculate.",seeds,,,,1.5,,mm,,,,,,,,,,,,,,checked
missed_pn,Parsonsia howeana,"Description: Vigorous, twining climber. Young stems finely tomentose. Leaves glossy above, elliptic, 4-9 cm long, 1.5-3 cm wide, acute to obtuse at base, acute at apex; venation reticulate, raised above and below, petiole 5-15 mm long. Inflorescences axillary or terminal on short lateral shoots, tomentose, usually many-flowered. Flowers honey-scented. Calyx tomentose; tube c. 1 mm long; lobes triangular, 1.5 mm long. Corolla orange to reddish brown, rarely yellowish; tube 2 mm long; lobes lanceolate, 4 mm long, acute, reflexed at anthesis, tomentose outside, with a tuft of white, straight hairs at base of lobes inside. Anthers exserted, forming a narrow cone around style. Follicles cylindrical, 10-12 cm long, blunt. Seeds numerous, flattened ellipsoidal, 1.5 cm long, ribbed."," seeds numerous, flattenedellipsoidal, 1.5 cm long, ribbed.",seeds,,,,1.5,,cm,,,,,,,,,,,,,,checked
missed_pn,Bulbine bulbosa,"Description: Perennial herb, 27-75 cm high with thick roots, and often with bulb 7-25 mm long, 12-23 mm diam. Leaves 3-7, channelled, 4.5-48 cm long, to 8 mm diam., basal 2-5.5 c. of leaves 10-25 mm wide. Scapes 19-50 cm long, 1-5 mm diam.; raceme 4.5-26 cm long, to 50-flowered; pedicels 5-30 mm long; bracts 0.7-15 mm long, 1.5-4 mm wide. Flowers often fragrant. Tepals 9-22 mm long, 1-3.5 mm wide. Stamens equal, 8-9 mm long; filaments with gold-brown clavate hairs to 1.5 mm long at base of anthers; anthers gold, 2-4 mm long. Ovules 3-8 per loculus; stigma entire. Capsule 3-6 mm long; seeds 0.8-2 mm long, brown to almost black."," seeds 0.8-2 mm long, brown to almost black.",seeds,,,0.8,2,,mm,,,,,,,,,,,,,,checked
missed_pn,Bulbine semibarbata,"Description: Usually annual herb, to 50 cm high, with fibrous roots. Leaves 5-20, 1.5-27 cm long, to 5 mm diam., glabrous, basal 1.5-3.5 c. of leaves 5-10 mm wide. Scapes several-many, terete, 13-17 cm long, 0.5-3 mm diam.; raceme 2-23 cm long, to 35-flowered; pedicels 1-20 mm long; bracts 1-7 mm long, 0.5-2 mm wide. Tepals 4-7 mm long, 1-2.5 mm wide. Stamens unequal, outer ones 2-3 mm long, inner ones 3-4.5 mm long; long filaments red to orange-brown with hairs 0.5-1.5 mm long, gold to crimson with white base; short filaments white, glabrous, broader towards base, to 1 mm diam.; anthers 0.5-1.5 mm long, orange-brown to red-brown. Ovules 2 per loculus; stigma entire or 3-lobed. Capsule 2-5 mm long; seeds c. 2 mm long, silver-grey to black with some white-grey markings, smooth."," seeds   2 mm long, silver-grey to black with some white-grey markings, smooth.",seeds,,,,2,,mm,,,,,,,,,,,,,,checked
missed_pn,Tetragonia eremaea,"Description: Prostrate spreading annual or possibly a short-lived perennial. Leaves rhombic to lanceolate, to 8 cm long, to 3 cm wide, semisucculent, papillose; petiolate. Flowers usually solitary. Perianth lobes 4, 0.5-1 mm long; tube swollen, 4-ribbed from an early stage. Stamens alternating with perianth lobes. Styles and loculi mostly 4 (3-6). Fruit 4-6 mm long, 5-10 mm wide, woody, laterally winged; wings 4, stiff but not woody, one pair slightly larger than the other; seeds 3-8, pyriform, c. 2 mm long, light brown."," seeds 3-8, pyriform,   2 mm long, light brown.",seeds,,,,2,,mm,,,,,,,,,,,,,,checked
missed_pn,Aponogeton queenslandicus,"Description: Rooted, submerged and floating, perennial aquatic. Tubers 1-5 cm long, 1.8-2.6 cm wide, extremely strigose. Leaves submersed and floating; submersed blades uncommon, elliptic to lanceolate, green, 10-13(-70) cm long, 2.9-4.5 cm wide; margins flat; base obtuse, attenuate, or truncate; apex obtuse; 7-9-veined; 0-1 row of lacunae on each side of midvein; petiole to 15 cm long. Floating leaves ovate or elliptic, 2.8-14(-27) cm long, 0.6-4.3 cm wide; light green to green, base mostly cordate, rarely truncate or cuneate; apex obtuse, mucronulate, acuminate, rarely emarginate; 7-9-veined; petiole to 66 cm long. Peduncle to 30(-73) cm long; 1.8-2.5 mm wide at base often only slightly broadening or to 2-4.5 mm wide at base of inflorescence. Spathe to 1.5 cm long, caducous. Inflorescence yellow, emergent or floating, single, usually tightly-flowered; rachis 15-27(-45) mm wide. Flowers turned in all directions. Perianth segments 2, spathulate, 1-veined, 1.4-2 mm long, 0.5-1 mm wide. Stamens 6, up to 3 mm long, slightly broader at base. Carpels (2-)3(-4). Infructescence dense. Fruit 2.5-4.5 mm long, 2.3-3 mm wide, with a terminal, often curved beak. Seeds narrowly elliptic, 4-13 per fruit, 1.7-3 mm long, 0.6-1 mm wide, with a double testa; outer testa loose, transparent and reticulate, inner testa brown and close fitting."," seeds narrowly elliptic, 4-13 per fruit, 1.7-3 mm long, 0.6-1 mm wide, with a double testa; outer testa loose, transparent and reticulate, inner testa brown and close fitting.",seeds,,,1.7,3,,mm,,,0.6,1,,mm,,0.6,1,,mm,,added height,checked
missed_pn,Araucaria heterophylla,"Description: Tree to 70 m tall with trunk to 2 m diam. Bark peeling in thin flakes. Branches horizontal; ultimate shoots horizontal or somewhat pendulous; shoots, including leaves, 7-10 mm diam. Juvenile leaves subulate, 1-1.25 cm long, incurved, transitional to mature leaves. Mature leaves in imbricate series encircling stems, broadly ovate, 4-7 mm long, 3-6 mm wide, minutely ciliolate, with slightly incurved, blunt, horny apex. Male cones solitary, 4-5 cm long, 1-1.3 cm diam. Female cones subglobose, 7.5-10 cm long, 8-10 cm diam.; scales 3.5-4 cm long, upper half with wings 7-10 mm wide, and an upturned, soft, apical spine 5-8 mm long . Seeds 2.5-3 cm long, 1.3-1.5 cm wide."," seeds 2.5-3 cm long, 1.3-1.5 cm wide.",seeds,,,2.5,3,,cm,,,1.3,1.5,,cm,,,,,,,,checked
missed_pn,Bulbine glauca,"Description: Perennial, tufted herb, 25-110 cm high, with thick roots, sometimes with short rhizome. Leaves 3-20, 10-45 cm long, 1-10 mm diam., usually glaucous, glabrous, basal 1-4.5 c. of leaves 0.5-2 cm wide. Scapes glaucous, 12-70 cm long, 1-6 mm diam.; raceme 5-40 cm long, to 75 flowers; pedicels 5-26 mm long; bracts 4-9 mm long, 1.5-4 mm wide. Tepals 9-17 mm long, 2-5 mm wide. Stamens equal, 5-8 mm long; filaments with clavate hairs white with red heads to gold-orange from halfway up filament to c. 1 mm below anther; anthers 2-4 mm long, gold. Ovules 2-4 per loculus; stigma entire to shortly 3-lobed. Capsule 3-6 mm long; seeds 1.5-3 mm long, silver-grey with black markings, pitted."," seeds 1.5-3 mm long, silver-grey with black markings, pitted.",seeds,,,1.5,3,,mm,,,,,,,,,,,,,,checked
missed_pn,Bulbine vagans,"Description: Perennial herb, 20-60 cm high with thick roots. Leaves 4-> 20 channelled, 12-30 cm long, 2-6 mm diam., shiny, glabrous, basal 1.5-2.5 c. of leaves 0.5-1.0 mm wide. Scapes many, erect initially, then procumbent, 6.5-15 cm long, 1-3.5 mm diam.; raceme 11-50 cm long, to 45-flowered; pedicels 6-20 mm long; bracts 3-12 mm long, 1-1.5 mm wide. Tepals 4-13 mm wide. Stamens unequal; outer filaments 3-5 mm long, inner filaments 4.5-7 mm long; anthers gold, c. 1 mm long, anthers on longer filaments with gold clavate hairs 0.1 mm long along back of anthers, anthers on shorter filaments with red clavate hairs at base of anthers. Ovules 2-4 per loculus; stigma 3-lobed. Capsule c. 4 mm long; seeds 2-3 mm long, grey to black with pale brown to black markings."," seeds 2-3 mm long, grey to black with pale brown to black markings.",seeds,,,2,3,,mm,,,,,,,,,,,,,,checked
missed_pn,Hoffmannseggia glauca,"Description: Low-growing, often decumbent perenniall herb, 15-30 cm tall; taprooted and producing tubers to 2 cm diam., shortly pubescent and with glandular trichomes. Leaves impari-bipinnate, 5-15 cm long, glaucous-green, with 5-11 pinnae, 5-20 mm long, area on rachis of pinnae insertion usually strigose with multicellular glandular trichomes; pinnules 4-12 pairs, oblong, 3-11 mm long, glabrous above and strigose below; stipules 1.5-4 mm long, ovate, ciliate. Inflorescence terminal, in racemes to 25 cm long, 4-15-flowered, peduncle to 5 cm longer than the leaves; rachis and pedicels puberulent to strigose mixed with reddish multicellular glandular trichomes; flowers to 14 mm long; pedicels to 5 mm long, recurving after anthesis; sepals 7-9.5 mm long, with simple hairs and reddish multicellular glandular trichomes; petals bright yellow to orange, upper petal yellow with red markings; conspicuous reddish multicellular glandular trichomes on all claw margins and base of dorsal surface; filaments with retrorse flat processes for half the length; style 6 mm long, glabrous; stigma obliquely terminal. Fruit indehiscent, rectangular to arcuate or expanded at the tip, 1.5-4 cm long, 5-8 mm wide; valves lightly tomentose with a few scattered multicellular glandular hairs; seeds up to 10 per fruit, oval in outline, 3 mm long, brown."," seeds up to 10 per fruit, ovoidflattened in outline, 3 mm long, brown.",seeds,,,,3,,mm,,,,,,,,,,,,,,checked
missed_pn,Laxmannia gracilis,"Description: Erect stilted herb to c. 40 cm high. Leaves spreading to decurved, linear, mostly 6-75 mm long, 1-2 mm wide; sheath with ciliate margins, 4-12 mm long. Inflorescences 4-17-flowered; scape erect, c. 1-15 cm long; outer bracts 4-7, oblong-ovate, 1-4 mm long, red-brown; inner bracts 1-3 mm long, white to translucent, with divided margins. Flowers pink to white, opening at night. Outer tepals 4-6 mm long; inner tepals 5-8 mm long, loosely tubular. Stamens 3-5 mm long; anthers 0.5-1 mm long. Capsule ovoid to globose, 2-3 mm diam., seeds 2-3 mm long.", seeds 2-3 mm long.,seed,,,2,3,,mm,,,,,,,,,,,,,,checked
missed_pn,Aloe arborescens,"Description: Erect dense succulent shrub to 3 m high when in flower; stem to 2 m high, woody, branching from base and rebranching. Leaves falcate to lanceolate, to 50 cm long, 4-7 cm wide, margins with pale teeth 3-5 mm long, surfaces without paler blotches, upper surface glaucous to yellow-green, lower surface dull green. Scapes at least 20 cm long, 4-5 mm diam.; raceme 2-4, conical, to 80 cm long, 60-125-flowered; pedicels 8-45 mm long; bracts 5-15 mm long, 3-7 mm wide. Perianth yellow-brown or sometimes red or orange; tube 27-35 mm long, 2-6 mm diam., lobes 10-17 mm long, 2-4 mm wide. Stamens exserted c. 5 mm, 23-35 mm long; anthers 2.5-4 mm long. Stigma exserted c. 5 mm. Capsule linear to narrow-ellipsoid, 10-14 mm long, 1.5-4 mm diam., dark brown to black; seeds linear to elliptic, c. 4 mm long, red-brown."," seeds linear to elliptic,   4 mm long, red-brown.",seeds,,,,4,,mm,,,,,,,,,,,,,,checked
missed_pn,Aloe maculata,"Description: Erect succulent to c. 1.2 m high when in flower, usually without a stem; freely suckering and forming dense clumps. Leaves lanceolate to ovate, 10-30 cm long, 5-10 cm wide, margins with brown-tipped teeth to 4-5 mm long, upper surface pale to darker green with white blotches; lower surface paler green without blotches. Scapes to 1 m high, 2-13 mm diam., simple or branched; raceme capitate 5-10 cm long, 20-65-flowered; pedicels 30-55 mm long; bracts 7-45 mm long, 1.5-11 mm wide. Young buds erect, older flowers pendent. Perianth red to salmon-orange; tube 25-45 mm long, 2-10 mm diam., greatly constricted above ovary; lobes 5-10 mm long, 1.5-3 mm wide. Stamens exserted 1-3 mm, unequal, outer ones 25-30 mm long, inner 30-35 mm long; anthers 4-5 mm long. Stigma exserted 2-5 mm. Capsule oblong, 20-35 mm long, 8-16 mm diam., red-brown; seeds 2-4 mm long, c. 2 mm diam., with membranous wing 2-4 mm wide, blackish brown."," seeds 2-4 mm long,   2 mm diam., with membranous wing 2-4 mm wide, blackish brown.",seeds,,,2,4,,mm,,,,2,,mm,,,2,,mm,inferred_from_diameter,,checked
missed_pn,Asphodelus fistulosus,"Description: Erect herb with flowering stem 20-80 cm high. Leaves usually > 40, hollow, terete, 3-55 cm long, to 8 mm diam. Scape 3-48 cm long, 2.5-7 mm diam.; panicle to 40 cm long, 5-30-flowered; pedicels 1-9 mm long; bracts 3-12 mm long, 1.5-6 mm wide. Tepals 5-11 mm long, 1-3 mm wide, white or sometimes pale pink with red-brown central stripe. Stamens 6-7 mm long; filaments 3-5 mm long, with very short white hairs over basal 2 mm; anthers 1-2.5 mm long. Capsule 4-6 mm long, 4-6 mm diam., pale red-brown to sandy-brown; seeds 3-4 mm long, black."," seeds 3-4 mm long, black.",seeds,,,3,4,,mm,,,,,,,,,,,,,,checked
missed_pn,Thunbergia alata,"Description: Herbaceous perennial twiner. Leaves  ovate, 20-70 mm long, 10-45 mm wide, base hastate to sagittate, margins entire or toothed, both surfaces strigose; petiole 15-40 mm long. Flowers solitary in axils; peduncles 30-60 mm long; bracteoles 12-15 mm long, fused along one margin. Calyx 12-lobed. Corolla orange or yellow, rarely white, usually with black centre; tube 15-25 mm long; lobes 10-15 mm long. Capsule tomentose; with a globose seed-bearing base 5-7 mm long and beak 9-15 mm long; seeds c. 4 mm diam.", with a globose seed-bearing base 5-7 mm long and beak 9-15 mm long; seeds   4 mm diam.,seed,,,,4,,mm,,,,4,,mm,,,4,,mm,inferred_from_shape,,checked
missed_pn,Patersonia rosea,"Description: Loosely tufted rhizomatous perennial herb to c. 50 cm high. Leaves basal, linear to linear-ensiform, 23-66 cm long, 1.4-2.8 (-4.0) mm wide, dull green, with matted appressed fawn-coloured hairs on the faces, longer white hairs on the margins. Scapes (0.5-) 21-60 cm long, pubescent. Spathe pair 35-50 mm long, greyish-brown to mid-brown, with numerous close parallel veins. Perianth tube white 5-20 mm long; outer tepals, broadly elliptic-obovate, 16-25(-30) mm long, 12-20(-25) mm wide pink; inner lobes obovate to obcuneate, c. 2 mm long. Filaments 3.5-5.0 mm long, connate. Ovary  cylindrical, hairy. Capsules narrowly ovoid to ellipsoid or narrowly obovoid, 13-21 mm long. Seeds cylindrical-fusiform to narrowly ovoid, 3.2-4.8 mm long, pale brown, aril extending from the non-attachment to almost the opposite end, linear, cream-stramineous when dry."," seeds cylindrical-fusiform to narrowly ovoid, 3.2-4.8 mm long, pale brown,",seeds,,,3.2,4.8,,mm,,,,,,,,,,,,,,checked
missed_pn,Bertya tasmanica variant Glabrous ovary,"Description: Erect to spreading, multistemmed shrub with a pale yellow indumentum. Leaves narrow-oblong to linear, 8-32 mm long, 1.2-1.6 mm wide; upper surface green to grey-green, sparsely to densely hairy, becoming glabrous with age, scabrous; lower surface white, densely hairy; margins recurved or revolute to midrib concealing lower surface; apex obtuse to acute. Flowers axillary, solitary or sometimes two together; peduncles 0.7-2 mm long; bracts 5-9, 1.2-3.4 mm long. Male flowers  sessile, androecium 1.6-3 mm long; stamens 15-55. Female flowers  sessile; calyx lobes sparsely hairy to glabrous; ovary glabrous; styles shortly united for up to 0.6 mm, limbs 3 or rarely 4, deeply 2-4 lobed. Capsule 6.4-8 mm long. Seed 4.5-5.2 mm long.", seed 4.5-5.2 mm long.,seed,,,4.5,5.2,,mm,,,,,,,,,,,,,,checked
