code,codeStem,unique,Family,Binomial,site,size,trait,trait.val,compositeSample
ALLI,ALLI2,ALLI28,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,47.49367089,FALSE
ALLI,ALLI2,ALLI29,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,46.9268442,FALSE
ALLI,ALLI3,ALLI310,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,42.3002874,FALSE
ALLI,ALLI3,ALLI314,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,42.09390004,FALSE
ALLI,ALLI3,ALLI32,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,40.88934371,FALSE
ALLI,ALLI3,ALLI35,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,42.31785852,FALSE
ALLI,ALLI3,ALLI36,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,42.54095778,FALSE
ALLI,ALLI3,ALLI39,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,waterperc,42.40865506,FALSE
ANBA,ANBA1,ANBA110,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,63.66758704,FALSE
ANBA,ANBA1,ANBA115,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.92913454,FALSE
ANBA,ANBA1,ANBA13,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.26788583,FALSE
ANBA,ANBA1,ANBA18,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.18532519,FALSE
ANBA,ANBA2,ANBA21,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,63.40131251,FALSE
ANBA,ANBA2,ANBA212,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.57617929,FALSE
ANBA,ANBA2,ANBA214,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.99332758,FALSE
ANBA,ANBA2,ANBA22,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,65.07035592,FALSE
ANBA,ANBA2,ANBA28,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.98020494,FALSE
ANBA,ANBA3,ANBA312,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,63.51602769,FALSE
ANBA,ANBA3,ANBA313,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,61.79551784,FALSE
ANBA,ANBA3,ANBA314,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,64.27204344,FALSE
ANBA,ANBA3,ANBA32,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,61.93956369,FALSE
ANBA,ANBA3,ANBA34,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,62.24162757,FALSE
ANBA,ANBA3,ANBA35,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,62.53161537,FALSE
ANBA,ANBA3,ANBA36,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,62.11398812,FALSE
ANBA,ANBA3,ANBA37,Myrtaceae,Angophora bakeri,Castlereagh,large,waterperc,61.61279984,FALSE
BAAE,BAAE1,BAAE11,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.06269943,FALSE
BAAE,BAAE1,BAAE112,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.29387932,FALSE
BAAE,BAAE1,BAAE113,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.52553532,FALSE
BAAE,BAAE1,BAAE14,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,62.47744116,FALSE
BAAE,BAAE1,BAAE17,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.8326813,FALSE
BAAE,BAAE1,BAAE18,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.30672468,FALSE
BAAE,BAAE2,BAAE21,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,59.78703253,FALSE
BAAE,BAAE2,BAAE210,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.18656072,FALSE
BAAE,BAAE2,BAAE213,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.70160705,FALSE
BAAE,BAAE2,BAAE22,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,68.17914461,FALSE
BAAE,BAAE2,BAAE24,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,59.36029825,FALSE
BAAE,BAAE2,BAAE29,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,60.22105454,FALSE
BAAE,BAAE3,BAAE310,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,57.16077307,FALSE
BAAE,BAAE3,BAAE313,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,56.85358699,FALSE
BAAE,BAAE3,BAAE34,Proteaceae,Banksia aemula,Agnes Banks,large,waterperc,56.97887812,FALSE
EUSC,EUSC1,EUSC115,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,56.17851197,FALSE
EUSC,EUSC1,EUSC117,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.4373136,FALSE
EUSC,EUSC1,EUSC118,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.53747684,FALSE
EUSC,EUSC1,EUSC12,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,59.06730627,FALSE
EUSC,EUSC1,EUSC14,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.82636383,FALSE
EUSC,EUSC1,EUSC17,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,56.51898211,FALSE
EUSC,EUSC1,EUSC18,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.94059525,FALSE
EUSC,EUSC2,EUSC211,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,55.26989126,FALSE
EUSC,EUSC2,EUSC212,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,56.95645339,FALSE
EUSC,EUSC2,EUSC214,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.96294341,FALSE
EUSC,EUSC2,EUSC215,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.68273252,FALSE
EUSC,EUSC2,EUSC23,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,55.30995261,FALSE
EUSC,EUSC2,EUSC24,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,56.05423988,FALSE
EUSC,EUSC2,EUSC26,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,54.97633208,FALSE
EUSC,EUSC2,EUSC27,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,55.45002531,FALSE
EUSC,EUSC3,EUSC313,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.89224393,FALSE
EUSC,EUSC3,EUSC315,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.51169558,FALSE
EUSC,EUSC3,EUSC316,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.32171854,FALSE
EUSC,EUSC3,EUSC33,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,57.22615318,FALSE
EUSC,EUSC3,EUSC37,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,waterperc,58.85146013,FALSE
EUTE,EUTE1,EUTE111,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,48.81940631,FALSE
EUTE,EUTE1,EUTE112,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,50.40156095,FALSE
EUTE,EUTE1,EUTE114,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,49.55890109,FALSE
EUTE,EUTE1,EUTE12,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,49.7155684,FALSE
EUTE,EUTE2,EUTE21,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,49.90026307,FALSE
EUTE,EUTE2,EUTE24,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,50.19377787,FALSE
EUTE,EUTE2,EUTE26,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,49.17486635,FALSE
EUTE,EUTE3,EUTE315,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,47.56751227,FALSE
EUTE,EUTE3,EUTE319,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,46.87978814,FALSE
EUTE,EUTE3,EUTE36,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,46.34452547,FALSE
EUTE,EUTE3,EUTE38,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,47.19066782,FALSE
EUTE,EUTE3,EUTE39,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,waterperc,47.28629743,FALSE
EXCU,EXCU2,EXCU210,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,waterperc,46.64185323,FALSE
EXCU,EXCU2,EXCU22,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,waterperc,44.62163714,FALSE
EXCU,EXCU2,EXCU26,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,waterperc,47.89016199,FALSE
EXCU,EXCU3,EXCU36,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,waterperc,47.77740189,FALSE
JASC,JASC1,JASC11,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,42.76219698,FALSE
JASC,JASC1,JASC110,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.37396686,FALSE
JASC,JASC1,JASC112,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.07931783,FALSE
JASC,JASC1,JASC118,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.54494791,FALSE
JASC,JASC1,JASC119,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.89952239,FALSE
JASC,JASC1,JASC12,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,43.60680174,FALSE
JASC,JASC1,JASC14,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.03760515,FALSE
JASC,JASC1,JASC15,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.21716197,FALSE
JASC,JASC1,JASC16,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,45.03372797,FALSE
JASC,JASC1,JASC19,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,44.3985489,FALSE
JASC,JASC2,JASC214,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,43.49719687,FALSE
JASC,JASC2,JASC217,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,43.39132399,FALSE
JASC,JASC2,JASC218,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,43.05896806,FALSE
JASC,JASC2,JASC22,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,43.48359578,FALSE
JASC,JASC2,JASC27,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,43.96648945,FALSE
JASC,JASC3,JASC31,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.38674266,FALSE
JASC,JASC3,JASC310,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.41097637,FALSE
JASC,JASC3,JASC312,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.17956711,FALSE
JASC,JASC3,JASC313,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.34366454,FALSE
JASC,JASC3,JASC315,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,38.36494997,FALSE
JASC,JASC3,JASC317,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.424912,FALSE
JASC,JASC3,JASC32,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.18218049,FALSE
JASC,JASC3,JASC39,Fabaceae,Jacksonia scoparia,UWS Flux,large,waterperc,39.9063706,FALSE
LEPA,LEPA1,LEPA18,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,48.82392473,FALSE
LEPA,LEPA2,LEPA210,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,49.30880476,FALSE
LEPA,LEPA2,LEPA29,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,48.64209505,FALSE
LEPA,LEPA3,LEPA310,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,44.15815396,FALSE
LEPA,LEPA3,LEPA312,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,42.63818786,FALSE
LEPA,LEPA3,LEPA34,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,43.68445506,FALSE
LEPA,LEPA3,LEPA39,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,43.43833875,FALSE
LEPA,LEPA4,LEPA42,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,waterperc,46.0276903,FALSE
MEDE,MEDE1,MEDE11,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,50.75941289,FALSE
MEDE,MEDE1,MEDE110,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,49.87987355,FALSE
MEDE,MEDE1,MEDE113,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,48.50830284,FALSE
MEDE,MEDE1,MEDE114,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,48.38869832,FALSE
MEDE,MEDE1,MEDE116,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,49.41302504,FALSE
MEDE,MEDE1,MEDE12,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,52.01487911,FALSE
MEDE,MEDE1,MEDE13,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,50.96015513,FALSE
MEDE,MEDE1,MEDE15,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,51.97738223,FALSE
MEDE,MEDE1,MEDE17,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,51.23253436,FALSE
MEDE,MEDE2,MEDE210,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,47.45114345,FALSE
MEDE,MEDE2,MEDE212,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,47.55215611,FALSE
MEDE,MEDE2,MEDE25,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,52.13866285,FALSE
MEDE,MEDE2,MEDE26,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,51.83342064,FALSE
MEDE,MEDE2,MEDE29,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,49.72120952,FALSE
MEDE,MEDE3,MEDE315,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,48.14680562,FALSE
MEDE,MEDE3,MEDE35,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,47.17051205,FALSE
MEDE,MEDE3,MEDE37,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,45.90486478,FALSE
MEDE,MEDE3,MEDE38,Myrtaceae,Melaleuca decora,UWS Flux,large,waterperc,45.71097372,FALSE
PELI,PELI1,PELI111,Proteaceae,Persoonia linearis,Castlereagh,large,waterperc,46.97288597,FALSE
PELI,PELI1,PELI112,Proteaceae,Persoonia linearis,Castlereagh,large,waterperc,46.14907749,FALSE
PELI,PELI1,PELI18,Proteaceae,Persoonia linearis,Castlereagh,large,waterperc,43.87958299,FALSE
PELI,PELI1,PELI19,Proteaceae,Persoonia linearis,Castlereagh,large,waterperc,45.90787359,FALSE
PELI,PELI3,PELI310,Proteaceae,Persoonia linearis,Castlereagh,large,waterperc,51.47132955,FALSE
PELI,PELI3,PELI37,Proteaceae,Persoonia linearis,Castlereagh,large,waterperc,46.2290663,FALSE
PEPU,PEPU1,PEPU112,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,45.24101307,FALSE
PEPU,PEPU1,PEPU114,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,44.88041201,FALSE
PEPU,PEPU1,PEPU16,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,49.39571617,FALSE
PEPU,PEPU2,PEPU27,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,48.35941314,FALSE
PEPU,PEPU2,PEPU29,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,46.63417244,FALSE
PEPU,PEPU3,PEPU31,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,47.22681207,FALSE
PEPU,PEPU3,PEPU32,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,46.49671852,FALSE
PEPU,PEPU3,PEPU39,Proteaceae,Petrophile pulchella,Agnes Banks,large,waterperc,46.08279546,FALSE
acel,acel1,acel1i,Fabaceae,Acacia elongata,Agnes Banks,small,barkthick,2.8,FALSE
acel,acel1,acel1j,Fabaceae,Acacia elongata,Agnes Banks,small,barkthick,2.41,FALSE
acel,acel5,acel5b,Fabaceae,Acacia elongata,Agnes Banks,small,barkthick,0.94,FALSE
acpa,acpa3,acpa3g,Fabaceae,Acacia parramattensis,Castlereagh,small,barkthick,1.87,FALSE
acpa,acpa3,acpa3h,Fabaceae,Acacia parramattensis,Castlereagh,small,barkthick,0.97,FALSE
acpa,acpa3,acpa3j,Fabaceae,Acacia parramattensis,Castlereagh,small,barkthick,2.2,FALSE
alli,alli1,alli1k,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,barkthick,1.58,FALSE
alli,alli2,alli2i,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,barkthick,2.92,FALSE
alli,alli3,alli3h,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,barkthick,3.01,FALSE
anba,anba1,anba1d,Myrtaceae,Angophora bakeri,Castlereagh,small,barkthick,0.86,FALSE
anba,anba1,anba1i,Myrtaceae,Angophora bakeri,Castlereagh,small,barkthick,1.97,FALSE
anba,anba3,anba3k,Myrtaceae,Angophora bakeri,Castlereagh,small,barkthick,1.31,FALSE
baae,baae1,baae1d,Proteaceae,Banksia aemula,Agnes Banks,small,barkthick,1.94,FALSE
baae,baae2,baae2p,Proteaceae,Banksia aemula,Agnes Banks,small,barkthick,1.5,FALSE
baae,baae3,baae3g,Proteaceae,Banksia aemula,Agnes Banks,small,barkthick,0.88,FALSE
basp,basp1,basp1b,Proteaceae,Banksia spinulosa,Castlereagh,small,barkthick,1.46,FALSE
basp,basp2,basp2a,Proteaceae,Banksia spinulosa,Castlereagh,small,barkthick,1.07,FALSE
basp,basp3,basp3d,Proteaceae,Banksia spinulosa,Castlereagh,small,barkthick,2.1,FALSE
cali,cali1,cali1b,Myrtaceae,Callistemon linearis,Agnes Banks,small,barkthick,3.21,FALSE
cali,cali1,cali1j,Myrtaceae,Callistemon linearis,Agnes Banks,small,barkthick,3.49,FALSE
cali,cali2,cali2l,Myrtaceae,Callistemon linearis,Agnes Banks,small,barkthick,3.19,FALSE
cota,cota1,cota1j,Proteaceae,Conospermum taxifolium,Agnes Banks,small,barkthick,1.17,FALSE
cota,cota4,cota4b,Proteaceae,Conospermum taxifolium,Agnes Banks,small,barkthick,2.19,FALSE
cota,cota4,cota4c,Proteaceae,Conospermum taxifolium,Agnes Banks,small,barkthick,1.51,FALSE
eusc,eusc1,eusc1e,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,barkthick,1.67,FALSE
eusc,eusc1,eusc1l,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,barkthick,1.49,FALSE
eusc,eusc3,eusc3f,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,barkthick,1.4,FALSE
eute,eute2,eute2h,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,barkthick,2.36,FALSE
eute,eute3,eute3a,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,barkthick,1.41,FALSE
eute,eute3,eute3h,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,barkthick,1.94,FALSE
excu,excu1,excu1l,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,barkthick,1.42,FALSE
excu,excu2,excu2g,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,barkthick,3.66,FALSE
excu,excu3,excu3b,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,barkthick,1.28,FALSE
hase,hase1,hase1a,Proteaceae,Hakea sericea,Castlereagh,small,barkthick,0.41,FALSE
hase,hase2,hase2k,Proteaceae,Hakea sericea,Castlereagh,small,barkthick,0.74,FALSE
hase,hase3,hase3h,Proteaceae,Hakea sericea,Castlereagh,small,barkthick,1.11,FALSE
isan,isan1,isan1h,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,barkthick,1.21,FALSE
isan,isan4,isan4a,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,barkthick,0.33,FALSE
isan,isan5,isan5g,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,barkthick,1.23,FALSE
jasc,jasc2,jasc2l,Fabaceae,Jacksonia scoparia,UWS Flux,small,barkthick,6.88,FALSE
jasc,jasc3,jasc3j,Fabaceae,Jacksonia scoparia,UWS Flux,small,barkthick,3.81,FALSE
jasc,jasc3,jasc3k,Fabaceae,Jacksonia scoparia,UWS Flux,small,barkthick,4.45,FALSE
leer,leer1,leer1b,Ericaceae,Leucopogon ericoides,Agnes Banks,small,barkthick,1.18,FALSE
leer,leer3,leer3b,Ericaceae,Leucopogon ericoides,Agnes Banks,small,barkthick,0.27,FALSE
leer,leer9,leer9a,Ericaceae,Leucopogon ericoides,Agnes Banks,small,barkthick,0.68,FALSE
lepa,lepa1,lepa1i,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,barkthick,3.91,FALSE
lepa,lepa1,lepa1k,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,barkthick,2.44,FALSE
lepa,lepa2,lepa2a,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,barkthick,2.51,FALSE
mede,mede1,mede1h,Myrtaceae,Melaleuca decora,UWS Flux,small,barkthick,3.67,FALSE
mede,mede2,mede2b,Myrtaceae,Melaleuca decora,UWS Flux,small,barkthick,2.69,FALSE
mede,mede2,mede2k,Myrtaceae,Melaleuca decora,UWS Flux,small,barkthick,3.13,FALSE
olst,olst1,olst1f,Olacaceae,Olax stricta,Agnes Banks,small,barkthick,1.12,FALSE
olst,olst3,olst3c,Olacaceae,Olax stricta,Agnes Banks,small,barkthick,0.39,FALSE
olst,olst4,olst4d,Olacaceae,Olax stricta,Agnes Banks,small,barkthick,1.14,FALSE
peli,peli1,peli1g,Proteaceae,Persoonia linearis,Castlereagh,small,barkthick,3.65,FALSE
peli,peli1,peli1h,Proteaceae,Persoonia linearis,Castlereagh,small,barkthick,2.57,FALSE
peli,peli2,peli2b,Proteaceae,Persoonia linearis,Castlereagh,small,barkthick,2.09,FALSE
penu,penu2,penu2e,Proteaceae,Persoonia nutans,Agnes Banks,small,barkthick,1.32,FALSE
penu,penu3,penu3a,Proteaceae,Persoonia nutans,Agnes Banks,small,barkthick,1.33,FALSE
penu,penu4,penu4a,Proteaceae,Persoonia nutans,Agnes Banks,small,barkthick,1.25,FALSE
pepu,pepu2,pepu2k,Proteaceae,Petrophile pulchella,Agnes Banks,small,barkthick,2.25,FALSE
pepu,pepu3,pepu3h,Proteaceae,Petrophile pulchella,Agnes Banks,small,barkthick,3.68,FALSE
pepu,pepu3,pepu3k,Proteaceae,Petrophile pulchella,Agnes Banks,small,barkthick,2.85,FALSE
ripi,ripi1,ripi1e,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,barkthick,-0.15,FALSE
ripi,ripi1,ripi1h,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,barkthick,2.13,FALSE
ripi,ripi1,ripi1l,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,barkthick,1.48,FALSE
acel,acel1,acel1i,Fabaceae,Acacia elongata,Agnes Banks,small,density,0.560200669,FALSE
acel,acel1,acel1j,Fabaceae,Acacia elongata,Agnes Banks,small,density,0.545840407,FALSE
acel,acel5,acel5b,Fabaceae,Acacia elongata,Agnes Banks,small,density,0.57082153,FALSE
acpa,acpa3,acpa3g,Fabaceae,Acacia parramattensis,Castlereagh,small,density,0.703786192,FALSE
acpa,acpa3,acpa3h,Fabaceae,Acacia parramattensis,Castlereagh,small,density,0.730650155,FALSE
acpa,acpa3,acpa3j,Fabaceae,Acacia parramattensis,Castlereagh,small,density,0.665557404,FALSE
alli,alli1,alli1k,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,density,0.656364974,FALSE
alli,alli2,alli2i,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,density,0.552982456,FALSE
