dataset_id,dataset_num,metadata_id,primary_source_id,source_access,compiled_for,data_contributor,contributor_institution_2016,year_collected,primary_data_collector,data_collector_institution_2016,primary_lab_leader_when_collected,primary_lab_leader_institution,data_description,collection_type,sample_age_class,original_file,need_further_checking,notes
dataset_034,34,55,53,"CD ROM: Hong, L.T., Lemmens, R.H.M.J., Prawirohatmodjo, S., Soerianegara, I., Sosef, M.S.M. and Wong, W.C. (Editors). CD-ROM PROSEA Timber trees. http://proseanet.org/prosea/product_details.php?cat=3andid=43anduser_id=.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,unknown,unknown,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,56,54,"Report: Ilic, J., Boland, D., McDonald, M., Downes, G. and Blakemore,  P. 2000. Woody density phase 1 - state of knowledge. National carbon accounting system. Technical Report 18 Australian Greenhouse Office, Canberra, Australia.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,2000,unknown,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,57,55,"Book: Martawijaya, A. et al. 1992. Indonesian Wood Atlas Vol. I. and II AFPRDC AFRD Department of Forestry Bogor Indonesia.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1992,Abdurahim Martawijaya,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,58,56,ISBN: 19996775635,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1996,Nguyen Ngoc Chinh,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,59,57,"Report: Oey Djoen Seng. 1951. in Soewarsono, P.H. 1990. Specific gravity of Indonesian Woods and Its Significance for Practical Use FRPDC Forestry Department, Bogor, Indonesia.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1951,Oey Djoen Seng.,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,60,58,URL: http://dps.plants.ox.ac.uk/ofi/prospect/index.htm,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,unknown,Jeff Burley,unknown,Jeff Burley,Oxford University,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,61,59,"Report: Soerjanegara and Lemmens, R.H.M.J. (Editors), 1994. PROSEA 5(1): Timber trees: Major commercial timbers; Lemmens, R.H.M.J., Soerjanegara, I. and Wong, W.C. (Editors), 1995. PROSEA 5(2): Timber trees: Minor commercial timbers; Sosef, M.S.M., Hong, L.T. and Prawirohatmodjo, S. (Editors), 1998. PROSEA 5(3): Timber trees: Lesser-known timbers.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,Soerjanegara,unknown,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,62,60,NA,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,J. Wells,unknown,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,63,61,URL: http://www.wood-database.com/,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,unknown,unknown,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,64,62,URL: http://www.worldagroforestry.org/output/wood-density-database,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,unknown,unknown,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
