"genus_root","taxon_name","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f"
"Anigozanthos","Anigozanthos manglesii subsp. manglesii","  ","","","","","","","","","","","","","",""
"Anigozanthos","Anigozanthos humilis subsp. humilis","  ","","","","","","","","","","","","","",""
"Anigozanthos","Anigozanthos bicolor subsp. bicolor","  ","","","","","","","","","","","","","",""
"Anigozanthos","Anigozanthos bicolor subsp. decrescens","  ","","","","","","","","","","","","","",""
"Anigozanthos","Anigozanthos humilis subsp. chrysanthus","  ","","","","","","","","","","","","","",""
"Anredera","Anredera cordifolia"," general biology. growth form. vine. reproduction. ","","","","","climber_herbaceous","vine","","","","","","","herbaceous",""
"Anthoxanthum","Anthoxanthum odoratum"," general biology. growth form. grass. life form. perennial, rhizomatous/caespitose. reproduction. seed. dispersal. water, wind, mammals (awns on fur), slashing, mixture with other grass fodder crops. photosynthetic pathway. c3. toxicity. can cause allergies to humans in the form of hay fever. ","perennial","perennial","","","graminoid","grass","","","","","caespitose rhizomatous","caespitose rhizomatous","herbaceous","inferred_from_growth_form"
"Apodasmia","Apodasmia ceramophila"," rhizomes spreading, ","","","","","graminoid","","","","","","rhizomatous spreading","rhizomes spreading","herbaceous","inferred_from_growth_form"
"Arctotheca","Arctotheca calendula"," general biology. growth form. herb. life form. annual. reproduction. seed, stolons. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Arctotheca","Arctotheca populifolia"," general biology. growth form. herb. life form. perennial. reproduction. seed. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous",""
"Arctotis","Arctotis stoechadifolia"," general biology. growth form. herb. life form. perennial. reproduction. root fragments, very rarely by seed. dispersal. often planted in gardens or as a coastal stabilising plant. capable of forming large, dense monocultures that smother and displace native species through shading and competition for resources. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb","herb","","","","","dense","dense","herbaceous",""
"Argyranthemum","Argyranthemum frutescens"," general biology. growth form. herb. life form. perennial. reproduction. seed. dispersal. garden waste. notes. also naturalised in california. additional information. origin. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous",""
"Arundo","Arundo donax"," general biology. growth form. grass. life form. perennial, rhizomatous. reproduction. ","perennial","perennial","","","graminoid","grass","","","","","rhizomatous","rhizomatous","herbaceous","inferred_from_growth_form"
"Asparagopsis","Asparagopsis taxiformis"," habit and structure. thallus (gametophyte) mid to dark brown-red, fading to grey-red, 10-30 cm high. ","","","","","","","","","","","","","",""
"Asparagus","Asparagus asparagoides"," general biology. growth form. geophyte. life form. perennial rhizome/tuber. reproduction. primarily seed, occasionally rhizome/tubers. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","geophyte","geophyte","","","","","rhizomatous","rhizome","woody","inferred_from_growth_form"
"Asparagus","Asparagus declinatus"," general biology. growth form. geophyte. life form. perennial rhizome/tuber. reproduction. primarily seed, occasionally rhizome/tubers. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","geophyte","geophyte","","","","","rhizomatous","rhizome","woody","inferred_from_growth_form"
"Asparagus","Asparagus aethiopicus"," general biology. growth form. geophyte. life form. perennial rhizome/tuber. reproduction. primarily seed, occasionally rhizome/tubers. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","geophyte","geophyte","","","","","rhizomatous","rhizome","woody","inferred_from_growth_form"
"Asparagus","Asparagus scandens"," general biology. growth form. geophyte. life form. perennial rhizome/tuber. reproduction. primarily seed, occasionally rhizome/tubers. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","geophyte","geophyte","","","","","rhizomatous","rhizome","woody","inferred_from_growth_form"
"Asphodelus","Asphodelus fistulosus"," general biology. growth form. herb. life form. perennial. reproduction. seed. dispersal. wind, machinery, water, clothing. toxicity. reported to cause dermatitis. seedbank persistence. several years. notes. may be annual, biennial or a shortlivedperennial. plants growing from seed usually develop flowers at 18 months. declared plant in victoria. additional information. origin. northern africa, southern africa, temperate asia, southeastern europe, mediterranean, southwestern europe. history of use/introduction. ornamental, seed contaminant. similar exotic species. trachyandra divaricata. suggested method of management and control. hand pull small infestations. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual biennial perennial short_lived_perennial","annual biennial perennial shortlivedperennial","","","herb","herb","","","","","","","herbaceous",""
"Asterolasia","Asterolasia drummondii"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Asterolasia","Asterolasia grandiflora"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Asterolasia","Asterolasia pallida"," shrub, , +/- cylindrical in cross-section, ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Asterolasia","Asterolasia squamuligera"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Avena","Avena fatua"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. mammals, agricultural machinery, possibly wind (local disperal only). photosynthetic pathway. c3. seedbank persistence. 6 months to 6 years, shorter if . fire response. mature plants likely killed, but post-fire conditions favour seed germination and growth. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Avena","Avena barbata"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. possibly wind, agricultural machinery, livestock and mammals (on fur). photosynthetic pathway. c3. seedbank persistence. 6 months to 3 years (shorter if ). ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Axonopus","Axonopus fissifolius"," general biology. growth form. grass. life form. perennial, rhizomatous/stoloniferous. reproduction. seed, rhizomes and stolons. ","perennial","perennial","","","graminoid","grass","","","","","rhizomatous stoloniferous","rhizomatous rhizomes stoloniferous","herbaceous","inferred_from_growth_form"
"Axonopus","Axonopus affinis"," general biology. growth form. grass. life form. perennial, rhizomatous/stoloniferous. reproduction. seed, rhizomes and stolons. ","perennial","perennial","","","graminoid","grass","","","","","rhizomatous stoloniferous","rhizomatous rhizomes stoloniferous","herbaceous","inferred_from_growth_form"
"Babiana","Babiana tubulosa"," general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarily seed, occasionally offsets. dispersal. ","perennial","inferred_from_growth_form","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form"
"Babiana","Babiana angustifolia"," general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarily seed, occasionally offsets. dispersal. ","perennial","inferred_from_growth_form","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form"
"Babiana","Babiana nana"," general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarily seed, occasionally offsets. dispersal. ","perennial","inferred_from_growth_form","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form"
"Baeometra","Baeometra uniflora"," general biology. growth form. geophyte. life form. corm. reproduction. seed. fire response. generally survives fire. ","perennial","inferred_from_growth_form","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form"
"Bartsia","Bartsia trixago"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. wind. notes. parasitises native plants to obtain water, nutrients and carbohydrates in order to develop normally and flower. especially abundant in wet years. can displace native vegetation. additional information. origin. mediterranean region. history of use/introduction. hand remove isolated plants before seed set. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Berkheya","Berkheya rigida"," general biology. growth form. herb. life form. perennial. reproduction. in late autumn new rosettes arise from the old crown or rhizome buds. . dig out and destroy single plants before flowering. as much of the rhizome as possible should also be removed. for larger infestations, try lontrel® 10 ml/10 l + wetting agent at early rosette stage otherwise use 0.5% glyphosate. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb","herb","","","","","rosette rhizomatous","rosettes rhizome","herbaceous",""
"Blancoa","Blancoa canescens","  ","","","","","","","","","","","","","",""
"Boronia","Boronia oxyantha var. brevicalyx"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia coerulescens subsp. spinescens"," shrub, spines present, surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ramosa subsp. anethifolia"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ternata var. foliosa"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia inornata subsp. leptophylla"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia crenulata subsp. pubescens"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia adamsiana"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia alata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia albiflora"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia busselliana"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia coriacea"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia crassifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia crassipes"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia cymosa"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia defoliata"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia dichotoma"," shrub, , +/- cylindrical in cross-section, glabrous. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ericifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia fastigiata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia filicifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia gracilipes"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia heterophylla"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia inconspicua"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia lanuginosa"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia megastigma"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia molloyae"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia nematophylla"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia octandra"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ovata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia pauciflora"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia penicillata"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia pulchella"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia revoluta"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia spathulata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia stricta"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia subsessilis"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia tenuis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia tetrandra"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia virgata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ternata var. ternata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia coerulescens subsp. coerulescens"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ternata var. glabrifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ternata var. elongata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia coerulescens subsp. spicata"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ramosa subsp. ramosa"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia oxyantha var. oxyantha"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia anceps"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia exilis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia westringioides"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia acanthoclada","  ","","","","","","","","","","","","","",""
"Boronia","Boronia kalumburuensis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia wilsonii"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia humifusa"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia corynophylla"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ramosa subsp. lesueurana"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia baeckeacea subsp. patula"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia baeckeacea subsp. baeckeacea"," shrub, , surface smooth. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia juncea subsp. juncea"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia scabra subsp. condensata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia scabra subsp. attenuata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia scabra subsp. scabra"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ternata var. austrofoliosa"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia purdieana subsp. calcicola"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia purdieana subsp. purdieana"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia jucunda"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia minutipinna"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia tetragona"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia ternata var. promiscua"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia tenuior"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Boronia","Boronia barrettiorum"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Brachychiton","Brachychiton populneus"," general biology. growth form. tree. reproduction. seed. dispersal. birds, rats and possibly other mammals. ","perennial","inferred_from_growth_form","","","tree","tree","","","","","","","woody",""
"Brachypodium","Brachypodium distachyon"," general biology. growth form. grass. life form. annual, caespitose. reproduction. may limit establishment of native species, and outcompete and completely exclude native herbs and grasses. certain biotypes have developed herbicide resistance. additional information. origin. north africa, mediterranean, temperate and tropical asia. history of use/introduction. unknown. similar exotic species. bromus species. suggested method of management and control. prevent seed set. spray in winter with 1% glyphosate. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb graminoid","herbs grass","","","","","caespitose","caespitose","herbaceous",""
"Briza","Briza minor"," general biology. growth form. grass. life form. annual. reproduction. seed. dispersal. water, wind, mammals, slashing. photosynthetic pathway. c3. seedbank persistence. 3 years. fire response. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","","","herbaceous","inferred_from_growth_form"
