taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Dasypogon bromeliifolius,Dasypogon,NA,NA,Dasypogonaceae,Arecales,Commelinidae,"Rudall, P. J., & Conran, J. G. (2012). Systematic Placement of Dasypogonaceae Among Commelinid Monocots: Evidence from Flowers and Fruits. The Botanical Review, 78(4), 398–415. https://doi.org/10.1007/s12229-012-9103-6",https://doi.org/10.1007/s12229-012-9103-6,insect,animal,no,"""The flowers in Dasypogon and Kingia are small and aggregated into dense long- stalked and “drumstick-like” heads (Fig. 2c, d, g and h). The flowers are relatively inconspicuous, unscented, and nectariferous. Pollination is unspecialized and carried out by a range of small insects, mostly bees, wasps, flies and beetles (Conran pers. obs.).""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,yes,no,"""The flowers are relatively inconspicuous, unscented, and nectariferous. """,explicit from the text (described as such),genus,Ruby Stephens,25/1/2022
Cartonema philydroides,Cartonema,NA,NA,Commelinaceae,Commelinales,Commelinidae,"Western Australian Herbarium, B. and C. S. (2022). Florabase—The Western Australian Flora (State of Western Australia). Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions. Retrieved 25 January 2022, from https://florabase.dpaw.wa.gov.au/browse/profile/22359",https://florabase.dpaw.wa.gov.au/browse/profile/22359,insect,animal,no,"""Fertile flowers hermaphrodite. Unisexual flowers absent. Plants hermaphrodite. Floral nectaries absent (nectaries lacking). Autogamous or entomophilous (but without nectar). Pollination mechanism unspecialized.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,no,NA,"""Floral nectaries absent (nectaries lacking). Autogamous or entomophilous (but without nectar)""",explicit from the text (described as such),genus,Ruby Stephens,25/1/2022
Tradescantia spathacea,Tradescantia,NA,NA,Commelinaceae,Commelinales,Commelinidae,"Kew Science. (2022). Tradescantia spathacea Sw. Plants of the World Online. Retrieved 25 January 2022, from https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173471-1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173471-1,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,no,NA,"""Flowers lack nectar and are open for only a few hours during the day."" Kubitzki Commelinaceae",explicit from the text (described as such),species,Ruby Stephens,25/1/2022
Anigozanthos flavidus,Anigozanthos,NA,NA,Haemodoraceae,Commelinales,Commelinidae,"Western Australian Herbarium, B. and C. S. (2022). Florabase—The Western Australian Flora (State of Western Australia). Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions. Retrieved 25 January 2022, from https://florabase.dpaw.wa.gov.au/browse/profile/21227",https://florabase.dpaw.wa.gov.au/browse/profile/21227,bird and insect,animal,no,"""Fertile flowers hermaphrodite. Unisexual flowers absent. Plants hermaphrodite. Floral nectaries present. Nectar secretion from the gynoecium (via septal nectaries). Entomophilous, or ornithophilous, or pollinated by unusual means.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,NA,"""Floral nectaries present""",explicit from the text (described as such),genus,Ruby Stephens,24/11/2022
Hanguana malayana,Hanguana,NA,NA,Hanguanaceae,Commelinales,Commelinidae,"Bayer, C., Appel, O., & Rudall, P. J. (1998). Hanguanaceae. In K. Kubitzki (Ed.), Flowering Plants · Monocotyledons: Alismatanae and Commelinanae (except Gramineae) (pp. 223–225). Springer. https://doi.org/10.1007/978-3-662-03531-3_21",https://doi.org/10.1007/978-3-662-03531-3_21,insect,animal,no,"""Nectar secretion, which occurs in both male and female flowers, indicates insect pol- lination. According to Maury (1888), insects might be attracted by the more conspicuous yellowish nectaries of male flowers and by the pink ovary of female flowers.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,NA,"""Floral nectaries absent (nectaries lacking). Autogamous or entomophilous (but without nectar)""",explicit from the text (described as such),genus,Ruby Stephens,25/1/2022
Philydrella pygmaea,Philydrella,NA,NA,Philydraceae,Commelinales,Commelinidae,iNaturalist. (2022). Philydrella pygmaea. iNaturalist. https://www.inaturalist.org/taxa/568504-Philydrella-pygmaea,https://www.inaturalist.org/taxa/568504-Philydrella-pygmaea,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,25/1/2022
Pontederia cordata,Pontederia,NA,NA,Pontederiaceae,Commelinales,Commelinidae,"Harder, L. D., & Barrett, S. C. H. (1992). The Energy Cost of Bee Pollination for Pontederia cordata (Pontederiaceae). Functional Ecology, 6(2), 226–233. https://doi.org/10.2307/2389759",http://www.jstor.org/stable/2389759,bee,animal,no,"""Pontederia cordata L. (Pontederiaceae) appears to pay an inordinately large cost of animal pollination...this species requires pollinators only for the first few hours of flowering, because: (1) a diverse pollinator fauna actively visits its flowers (Wolfe & Barrett 1988); (2) pollen tubes reach the ovary within 2h of pollination (Wolfe 1985; Anderson & Barrett 1986); and (3) each flower contains only one ovule. Sur- prisingly, even though fertilization occurs quickly, Pontederia cordata flowers produce nectar until they wilt (Wolfe & Barrett 1987)...During the study period, P. cordata primarily received visits from Melissodes apicata Lovell and Cockerell (Hymenoptera, Anthophoridae) and workers of several bumble-bee species...Less common visitors included an unidentified skipper (Lepidoptera, Hesperiidae), Hemaris diffinus (Boisduval) (Lepidoptera, Sphingidae), Dufourea novae-angliae (Robertson) (Hymenoptera, Halictidae) and an unidentified leaf- cutter bee (Hymenoptera, Megachilidae, Megachile sp.)...pollen dispersal was essentially complete by midday, when Melissoides apicata stopped foraging.""",interpreted from the text,system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""Pontederia cordata L. (Pontederiaceae) appears to pay an inordinately large cost of animal pollination...this species requires pollinators only for the first few hours of flowering, because: (1) a diverse pollinator fauna actively visits its flowers (Wolfe & Barrett 1988); (2) pollen tubes reach the ovary within 2h of pollination (Wolfe 1985; Anderson & Barrett 1986); and (3) each flower contains only one ovule. Sur- prisingly, even though fertilization occurs quickly, Pontederia cordata flowers produce nectar until they wilt (Wolfe & Barrett 1987)...During the study period, P. cordata primarily received visits from Melissodes apicata Lovell and Cockerell (Hymenoptera, Anthophoridae) and workers of several bumble-bee species...Less common visitors included an unidentified skipper (Lepidoptera, Hesperiidae), Hemaris diffinus (Boisduval) (Lepidoptera, Sphingidae), Dufourea novae-angliae (Robertson) (Hymenoptera, Halictidae) and an unidentified leaf- cutter bee (Hymenoptera, Megachilidae, Megachile sp.)...pollen dispersal was essentially complete by midday, when Melissoides apicata stopped foraging.""",explicit from the text (described as such),species,Ruby Stephens,25/1/2022
Ecdeiocolea monostachya,Ecdeiocolea,NA,NA,Ecdeiocoleaceae,Poales,Commelinidae,"Briggs, B. G., Tinker, A., Briggs, B. G., & Tinker, A. (2014). Synchronous monoecy in Ecdeiocoleaceae (Poales), in Western Australia. Australian Journal of Botany, 62(5), 391–402. https://doi.org/10.1071/BT14138",https://www.publish.csiro.au/bt/BT14138,wind,wind,no,"""Ecdeiocoleaceae are monoecious with flowers small and wind-pollinated, arranged in compact spikes with each flower in the axil of a rigid or scarious bract….The pollen is graminoid and operculate (Linder and Ferguson 1985; Linder et al. 1998)...Wind-pollination is associated with a suite of characters (Friedman and Barrett 2008, 2009): many small greenish or whitish flowers, small or absent petals, nectaries absent, flowers unscented, styles feathery, ovules per flower few or one, pollen grains many and not ornamented, protogyny, flowers unisexual, flowering synchronous, open habitats, high conspecific density and low net speciation rates. Ecdeiocoleaceae exhibit all these features. E. monostachya is commonly the dominant plant in large stands in open areas.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,NA,NA,NA,species,Ruby Stephens,8/2/2022
Juncus effusus,Juncus,NA,NA,Juncaceae,Poales,Commelinidae,"TRY- BiolFlor, The Ecological Flora Database",NA,wind and insect,wind&animal,no,"""pollination wind…insects rare…cleistogamy possible…selfing often…wind the rule…insect…wind""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,27/1/2022
Mayaca fluviatilis,Mayaca,NA,NA,Mayacaceae,Poales,Commelinidae,"Oriani, A., & Scatena, V. L. (2012). Floral Anatomy of Xyrids (Poales): Contributions to Their Reproductive Biology, Taxonomy, and Phylogeny. International Journal of Plant Sciences, 173(7), 767–779. https://doi.org/10.1086/666664",http://www.journals.uchicago.edu/doi/full/10.1086/666664,bee,animal,no,"""The flowers of Mayacaceae do not present nectariferous structures; however, characteristics such as their color and size and the presence of poricidal anthers are consistent with pollination by bees. During our field work, bees (Halictidae) were observed visiting flowers of Mayaca sellowiana and vibrating their anthers in a typical pollinator behavior. In Mayaca fluviatilis, the anther pores are inconspicuous and located at the same level as the stigma, favoring self-pollination. The findings presented in this study demonstrate pollen grains germinating within the anthers and pollen tubes growing toward the stigma in closed flowers, indicating cleistogamy...In addition to the absence of nectaries, species of Mayacaceae differ from other xyrids because of the presence of papillose epidermal cells on their petals, a reduced inner whorl of stamens, poricidal anthers, an endothecium lacking thick- enings, a style and stigma that are vascularized by the dorsal and ventral carpellary bundles, and the presence of an obturator in the ovary. The presence of papillose epidermal cells on the petals is probably another floral attribute that serves as an attractant to pollinators.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",pollen,no,NA,"""The flowers of Mayacaceae do not present nectariferous structures; however, characteristics such as their color and size and the presence of poricidal anthers are consistent with pollination by bees. During our field work, bees (Halictidae) were observed visiting flowers of Mayaca sellowiana and vibrating their anthers in a typical pollinator behavior.""",interpreted from the text,genus,Ruby Stephens,9/2/2022
