error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Leishman_1993_175,Williams_2020_1,Cassytha glabella,NA,NA,Williams_2020_1_238,seed_mass,6.8121,mg,NA,site_mean,unknown,Cassytha glabella
Duplicate of Morgan_2011_2_008,Williams_2020_1,Dichopogon fimbriatus,NA,NA,Williams_2020_1_243,seed_mass,1.02,mg,NA,site_mean,unknown,Arthropodium fimbriatum
Duplicate of Morgan_2011_2_009,Williams_2020_1,Arthropodium minus,NA,NA,Williams_2020_1_244,seed_mass,1.571,mg,NA,site_mean,unknown,Arthropodium minus
Duplicate of Morgan_2011_2_010,Williams_2020_1,Dichopogon strictus,NA,NA,Williams_2020_1_245,seed_mass,2.2,mg,NA,site_mean,unknown,Arthropodium strictum
Duplicate of Morgan_2011_2_020,Williams_2020_1,Bulbine bulbosa,NA,NA,Williams_2020_1_246,seed_mass,1.61,mg,NA,site_mean,unknown,Bulbine bulbosa
Duplicate of Ooi_2007_09671,Williams_2020_1,Burchardia umbellata,NA,NA,Williams_2020_1_247,seed_mass,0.88,mg,NA,site_mean,unknown,Burchardia umbellata
Duplicate of Kew_2019_1_13651,Williams_2020_1,Caesia calliantha,NA,NA,Williams_2020_1_248,seed_mass,3.59,mg,NA,site_mean,unknown,Caesia calliantha
Duplicate of Morgan_2011_2_043,Williams_2020_1,Dianella revoluta,NA,NA,Williams_2020_1_252,seed_mass,4.41,mg,NA,site_mean,unknown,Dianella revoluta s.l.
Duplicate of Angevin_2010_76,Williams_2020_1,Tricoryne elatior,NA,NA,Williams_2020_1_257,seed_mass,5,mg,NA,site_mean,unknown,Tricoryne elatior
Duplicate of Morgan_2011_2_076,Williams_2020_1,Linum marginale,NA,NA,Williams_2020_1_259,seed_mass,1.25,mg,NA,site_mean,unknown,Linum marginale
Duplicate of Morgan_2011_2_079,Williams_2020_1,Lythrum hyssopifolia,NA,NA,Williams_2020_1_267,seed_mass,0.112,mg,NA,site_mean,unknown,Lythrum hyssopifolia
Duplicate of Morgan_2011_2_001,Williams_2020_1,Acacia mearnsii,NA,NA,Williams_2020_1_276,seed_mass,13.35,mg,NA,site_mean,unknown,Acacia mearnsii
Duplicate of Morgan_2011_2_002,Williams_2020_1,Acacia melanoxylon,NA,NA,Williams_2020_1_277,seed_mass,12.76,mg,NA,site_mean,unknown,Acacia melanoxylon
Duplicate of Kew_2019_1_05271,Williams_2020_1,Acacia paradoxa,NA,NA,Williams_2020_1_279,seed_mass,14.1,mg,NA,site_mean,unknown,Acacia paradoxa
Duplicate of Morgan_2011_2_004,Williams_2020_1,Acacia pycnantha,NA,NA,Williams_2020_1_280,seed_mass,17.79,mg,NA,site_mean,unknown,Acacia pycnantha
Duplicate of Morgan_2011_2_061,Williams_2020_1,Eucalyptus camaldulensis,NA,NA,Williams_2020_1_287,seed_mass,0.21,mg,NA,site_mean,unknown,Eucalyptus camaldulensis
Duplicate of Kew_2019_1_09300,Williams_2020_1,Eucalyptus viminalis,NA,NA,Williams_2020_1_292,seed_mass,0.55,mg,NA,site_mean,unknown,Eucalyptus viminalis ssp viminalis
Duplicate of Williams_2020_1_297,Williams_2020_1,Epilobium billardierianum,NA,NA,Williams_2020_1_299,seed_mass,0.05,mg,NA,site_mean,unknown,Epilobium billardierianum ssp intermedium
Duplicate of Angevin_2010_12,Williams_2020_1,Caladenia dilatata,NA,NA,Williams_2020_1_305,seed_mass,0.001,mg,NA,site_mean,unknown,Caladenia dilatata
Duplicate of Williams_2020_1_325,Williams_2020_1,Microtis unifolia,NA,NA,Williams_2020_1_327,seed_mass,0.001,mg,NA,site_mean,unknown,Microtis unifolia
Duplicate of Angevin_2010_72,Williams_2020_1,Thelymitra pauciflora,NA,NA,Williams_2020_1_347,seed_mass,0.001,mg,NA,site_mean,unknown,Thelymitra pauciflora
Duplicate of Morgan_2011_2_082,Williams_2020_1,Oxalis perennans,NA,NA,Williams_2020_1_350,seed_mass,0.32,mg,NA,site_mean,unknown,Oxalis perennans
Duplicate of Kew_2019_1_10437,Williams_2020_1,Plantago gaudichaudii,NA,NA,Williams_2020_1_353,seed_mass,2.31,mg,NA,site_mean,unknown,Plantago gaudichaudii
Duplicate of Morgan_2011_2_011,Williams_2020_1,Rytidosperma caespitosum,NA,NA,Williams_2020_1_358,seed_mass,0.9,mg,NA,site_mean,unknown,Austrodanthonia caespitosa
Duplicate of Morgan_2011_2_012,Williams_2020_1,Rytidosperma pilosum,NA,NA,Williams_2020_1_364,seed_mass,0.64,mg,NA,site_mean,unknown,Austrodanthonia pilosa
Duplicate of Morgan_2011_2_013,Williams_2020_1,Rytidosperma racemosum,NA,NA,Williams_2020_1_365,seed_mass,0.636,mg,NA,site_mean,unknown,Austrodanthonia racemosa
Duplicate of Morgan_2011_2_014,Williams_2020_1,Stipa curticoma,NA,NA,Williams_2020_1_370,seed_mass,4.6,mg,NA,site_mean,unknown,Austrostipa curticoma
Duplicate of Kew_2019_1_10574,Williams_2020_1,Bothriochloa macra,NA,NA,Williams_2020_1_383,seed_mass,1.07,mg,NA,site_mean,unknown,Bothriochloa macra
Duplicate of Morgan_2011_2_041,Williams_2020_1,Calamagrostis quadriseta,NA,NA,Williams_2020_1_384,seed_mass,1.56,mg,NA,site_mean,unknown,Deyeuxia quadriseta
Duplicate of Morgan_2011_2_044,Williams_2020_1,Dichanthium sericeum,NA,NA,Williams_2020_1_385,seed_mass,1.384,mg,NA,site_mean,unknown,Dichanthium sericeum ssp sericeum
Duplicate of Morgan_2011_2_045,Williams_2020_1,Dichelachne crinita,NA,NA,Williams_2020_1_386,seed_mass,0.65,mg,NA,site_mean,unknown,Dichelachne crinita
Duplicate of Morgan_2011_2_057,Williams_2020_1,Elymus scabrus,NA,NA,Williams_2020_1_389,seed_mass,5.56,mg,NA,site_mean,unknown,Elymus scaber
Duplicate of Kew_2019_1_10850,Williams_2020_1,Imperata cylindrica,NA,NA,Williams_2020_1_396,seed_mass,0.116,mg,NA,site_mean,unknown,Imperata cylindrica
Duplicate of Morgan_2011_2_080,Williams_2020_1,Ehrharta stipoides,NA,NA,Williams_2020_1_397,seed_mass,3.86,mg,NA,site_mean,unknown,Microlaena stipoides
Duplicate of Morgan_2011_2_083,Williams_2020_1,Panicum effusum,NA,NA,Williams_2020_1_398,seed_mass,0.715,mg,NA,site_mean,unknown,Panicum effusum
Duplicate of Cross_2011_42,Williams_2020_1,Poa labillardierei,NA,NA,Williams_2020_1_402,seed_mass,0.71,mg,NA,site_mean,unknown,Poa labillardierei
Duplicate of Cross_2011_47,Williams_2020_1,Themeda triandra,NA,NA,Williams_2020_1_408,seed_mass,3.85,mg,NA,site_mean,unknown,Themeda triandra
Duplicate of Leishman_1993_094,Williams_2020_1,Comesperma volubile,NA,NA,Williams_2020_1_410,seed_mass,1.6086,mg,NA,site_mean,unknown,Comesperma volubile
Duplicate of Kew_2019_1_11306,Williams_2020_1,Rumex dumosus,NA,NA,Williams_2020_1_419,seed_mass,2.54,mg,NA,site_mean,unknown,Rumex dumosus
Duplicate of Leishman_1993_093,Williams_2020_1,Leptocarpus tenax,NA,NA,Williams_2020_1_436,seed_mass,1.5159,mg,NA,site_mean,unknown,Leptocarpus tenax
Duplicate of Kew_2019_1_12502,Williams_2020_1,Acaena echinata,NA,NA,Williams_2020_1_439,seed_mass,9.68,mg,NA,site_mean,unknown,Acaena echinata
Duplicate of Morgan_2011_2_006,Williams_2020_1,Acaena novae-zelandiae,NA,NA,Williams_2020_1_440,seed_mass,0.06,mg,NA,site_mean,unknown,Acaena novae-zelandiae
Duplicate of Morgan_2011_2_007,Williams_2020_1,Acaena ovina,NA,NA,Williams_2020_1_441,seed_mass,0.03,mg,NA,site_mean,unknown,Acaena ovina
Duplicate of Morgan_2011_2_106,Williams_2020_1,Stylidium graminifolium,NA,NA,Williams_2020_1_465,seed_mass,0.17,mg,NA,site_mean,unknown,Stylidium graminifolium
Duplicate of Morgan_2011_2_085,Williams_2020_1,Pimelea curviflora,NA,NA,Williams_2020_1_467,seed_mass,1.47,mg,NA,site_mean,unknown,Pimelea curviflora
Duplicate of Morgan_2011_2_086,Williams_2020_1,Pimelea glauca,NA,NA,Williams_2020_1_469,seed_mass,2.545,mg,NA,site_mean,unknown,Pimelea glauca
Duplicate of Angevin_2010_55,Williams_2020_1,Pimelea humilis,NA,NA,Williams_2020_1_470,seed_mass,1.84,mg,NA,site_mean,unknown,Pimelea humilis
Duplicate of Leishman_1993_157,Williams_2020_1,Lomandra glauca,NA,NA,Williams_2020_1_481,seed_mass,5.2076,mg,NA,site_mean,unknown,Lomandra glauca
Duplicate of Angevin_2010_49,Williams_2020_1,Lomandra nana,NA,NA,Williams_2020_1_483,seed_mass,0.638,mg,NA,site_mean,unknown,Lomandra nana
Duplicate of Jurado_1993_188,Williams_2020_1,Ptilotus macrocephalus,NA,NA,Williams_2020_1_489,seed_mass,1.297,mg,NA,site_mean,unknown,Ptilotus macrocephalus
Duplicate of Morgan_2011_2_094,Williams_2020_1,Ptilotus spathulatus forma spathulatus,NA,NA,Williams_2020_1_490,seed_mass,3.76,mg,NA,site_mean,unknown,Ptilotus spathulatus forma spathulatus
Duplicate of Leishman_1993_142,Williams_2020_1,Polyscias sambucifolia,NA,NA,Williams_2020_1_497,seed_mass,3.7014,mg,NA,site_mean,unknown,Polyscias sambucifolia
Duplicate of Morgan_2011_2_018,Williams_2020_1,Brachyscome basaltica,NA,NA,Williams_2020_1_502,seed_mass,0.25,mg,NA,site_mean,unknown,Brachyscome basaltica
Duplicate of Morgan_2011_2_025,Williams_2020_1,Calocephalus lacteus,NA,NA,Williams_2020_1_507,seed_mass,0.9625,mg,NA,site_mean,unknown,Calocephalus lacteus
Duplicate of Morgan_2011_2_026,Williams_2020_1,Calotis anthemoides,NA,NA,Williams_2020_1_508,seed_mass,1.06,mg,NA,site_mean,unknown,Calotis anthemoides
Duplicate of Kew_2019_1_01902,Williams_2020_1,Leptorhynchos tenuifolius,NA,NA,Williams_2020_1_521,seed_mass,0.89,mg,NA,site_mean,unknown,Leptorhynchos tenuifolius
Duplicate of Kew_2019_1_02127,Williams_2020_1,Podolepis jaceoides,NA,NA,Williams_2020_1_536,seed_mass,1.37,mg,NA,site_mean,unknown,Podolepis jaceoides
Duplicate of Morgan_2011_2_095,Williams_2020_1,Pycnosorus chrysanthes,NA,NA,Williams_2020_1_538,seed_mass,0.85,mg,NA,site_mean,unknown,Pycnosorus chrysanthes
Duplicate of Morgan_2011_2_098,Williams_2020_1,Rutidosis leptorhynchoides,NA,NA,Williams_2020_1_539,seed_mass,1.37,mg,NA,site_mean,unknown,Rutidosis leptorhynchoides
Duplicate of Morgan_2011_2_101,Williams_2020_1,Senecio macrocarpus,NA,NA,Williams_2020_1_545,seed_mass,0.53,mg,NA,site_mean,unknown,Senecio macrocarpus
Duplicate of Kew_2019_1_02282,Williams_2020_1,Sigesbeckia orientalis,NA,NA,Williams_2020_1_548,seed_mass,1.46,mg,NA,site_mean,unknown,Sigesbeckia orientalis
Duplicate of Morgan_2011_2_118,Williams_2020_1,Vittadinia muelleri,NA,NA,Williams_2020_1_551,seed_mass,0.16,mg,NA,site_mean,unknown,Vittadinia muelleri
Duplicate of Leishman_1993_158,Williams_2020_1,Pandorea pandorana,NA,NA,Williams_2020_1_555,seed_mass,5.2148,mg,NA,site_mean,unknown,Pandorea pandorana
Duplicate of Kew_2019_1_02523,Williams_2020_1,Crassula sieberiana,NA,NA,Williams_2020_1_588,seed_mass,0.01,mg,NA,site_mean,unknown,Crassula sieberiana
Duplicate of Leishman_1993_037,Williams_2020_1,Bauera rubioides,NA,NA,Williams_2020_1_590,seed_mass,0.4137,mg,NA,site_mean,unknown,Bauera rubioides
Duplicate of Leishman_1993_006,Williams_2020_1,Epacris obtusifolia,NA,NA,Williams_2020_1_629,seed_mass,0.03,mg,NA,site_mean,unknown,Epacris obtusifolia
Duplicate of Leishman_1993_262,Williams_2020_1,Ricinocarpos pinifolius,NA,NA,Williams_2020_1_636,seed_mass,48.245,mg,NA,site_mean,unknown,Ricinocarpos pinifolius
Duplicate of Kew_2019_1_05900,Williams_2020_1,Cullen tenax,NA,NA,Williams_2020_1_641,seed_mass,5.26,mg,NA,site_mean,unknown,Cullen tenax
Duplicate of Morgan_2011_2_048,Williams_2020_1,Dillwynia cinerascens,NA,NA,Williams_2020_1_646,seed_mass,4.324,mg,NA,site_mean,unknown,Dillwynia cinerascens
Duplicate of Kew_2019_1_06490,Williams_2020_1,Sphaerolobium vimineum,NA,NA,Williams_2020_1_659,seed_mass,1,mg,NA,site_mean,unknown,Sphaerolobium vimineum
Duplicate of Angevin_2010_54,Williams_2020_1,Pelargonium rodneyanum,NA,NA,Williams_2020_1_668,seed_mass,3.94,mg,NA,site_mean,unknown,Pelargonium rodneyanum
Duplicate of Leishman_1993_075,Williams_2020_1,Gonocarpus teucrioides,NA,NA,Williams_2020_1_676,seed_mass,1.1229,mg,NA,site_mean,unknown,Gonocarpus teucrioides
Duplicate of Morgan_2011_2_042,Williams_2020_1,Dianella amoena,NA,NA,Williams_2020_1_704,seed_mass,5.09,mg,NA,site_mean,unknown,Dianella amoena
Duplicate of Leishman_1993_083,Williams_2020_1,Eucalyptus globoidea,NA,NA,Williams_2020_1_739,seed_mass,1.4184,mg,NA,site_mean,unknown,Eucalyptus globoidea
Duplicate of Williams_2020_1_303,Williams_2020_1,Acianthus exsertus,NA,NA,Williams_2020_1_761,seed_mass,0.001,mg,NA,site_mean,unknown,Acianthus exsertus
Duplicate of Leishman_1993_030,Williams_2020_1,Oxalis exilis,NA,NA,Williams_2020_1_807,seed_mass,0.3397,mg,NA,site_mean,unknown,Oxalis exilis
Duplicate of Leishman_1992_254,Williams_2020_1,Chloris truncata,NA,NA,Williams_2020_1_826,seed_mass,0.108,mg,NA,site_mean,unknown,Chloris truncata
Duplicate of Kew_2019_1_10614,Williams_2020_1,Cynodon dactylon,NA,NA,Williams_2020_1_827,seed_mass,0.3,mg,NA,site_mean,unknown,Cynodon dactylon
Duplicate of Morgan_2011_2_073,Williams_2020_1,Agrostis avenacea,NA,NA,Williams_2020_1_836,seed_mass,0.1,mg,NA,site_mean,unknown,Lachnagrostis filiformis
Duplicate of Morgan_2011_2_089,Williams_2020_1,Poa sieberiana,NA,NA,Williams_2020_1_844,seed_mass,0.07,mg,NA,site_mean,unknown,Poa sieberiana
Duplicate of Leishman_1993_145,Williams_2020_1,Ehrharta juncea,NA,NA,Williams_2020_1_845,seed_mass,3.8258,mg,NA,site_mean,unknown,Tetrarrhena juncea
Duplicate of Leishman_1993_035,Williams_2020_1,Galium propinquum,NA,NA,Williams_2020_1_883,seed_mass,0.3907,mg,NA,site_mean,unknown,Galium propinquum
Duplicate of Leishman_1993_117,Williams_2020_1,Stackhousia viminea,NA,NA,Williams_2020_1_901,seed_mass,2.5605,mg,NA,site_mean,unknown,Stackhousia viminea
Duplicate of Lunt_2012_132,Williams_2020_1,Ptilotus spathulatus,NA,NA,Williams_2020_1_922,seed_mass,3.76,mg,NA,site_mean,unknown,Ptilotus spathulatus
Duplicate of Morgan_2011_2_058,Williams_2020_1,Enchylaena tomentosa,NA,NA,Williams_2020_1_930,seed_mass,4.61,mg,NA,site_mean,unknown,Enchylaena tomentosa
