dataset_id,taxon_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Farrell_2013,Calytrix tetragona,The University of Melbourne Burnley campus,Watered,Farrell_2013_028,specific_leaf_area,0.203971119,mm2/mg,NA,raw_value,1,Calytrix tetragona
Farrell_2013,Calytrix tetragona,The University of Melbourne Burnley campus,Watered,Farrell_2013_029,specific_leaf_area,0.176470588,mm2/mg,NA,raw_value,1,Calytrix tetragona
Farrell_2013,Calytrix tetragona,The University of Melbourne Burnley campus,Watered,Farrell_2013_030,specific_leaf_area,0.153716216,mm2/mg,NA,raw_value,1,Calytrix tetragona
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Drought,Farrell_2013_031,specific_leaf_area,0.140952381,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Drought,Farrell_2013_032,specific_leaf_area,0.141997593,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Drought,Farrell_2013_033,specific_leaf_area,0.152790485,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Drought,Farrell_2013_034,specific_leaf_area,0.134704711,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Drought,Farrell_2013_035,specific_leaf_area,0.15727003,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Watered,Farrell_2013_036,specific_leaf_area,0.107432194,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Watered,Farrell_2013_038,specific_leaf_area,0.125239617,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Watered,Farrell_2013_039,specific_leaf_area,0.147113022,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Chrysocephalum semipapposum,The University of Melbourne Burnley campus,Watered,Farrell_2013_040,specific_leaf_area,0.110573601,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Drought,Farrell_2013_041,specific_leaf_area,0.145881671,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Drought,Farrell_2013_042,specific_leaf_area,0.123863636,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Drought,Farrell_2013_043,specific_leaf_area,0.115232833,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Drought,Farrell_2013_044,specific_leaf_area,0.145281018,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Drought,Farrell_2013_045,specific_leaf_area,0.124623391,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Watered,Farrell_2013_048,specific_leaf_area,0.107227488,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Correa reflexa,The University of Melbourne Burnley campus,Watered,Farrell_2013_049,specific_leaf_area,0.116478798,mm2/mg,NA,raw_value,1,Correa reflexa
Farrell_2013,Veronica perfoliata,The University of Melbourne Burnley campus,Drought,Farrell_2013_053,specific_leaf_area,0.108187135,mm2/mg,NA,raw_value,1,Derwentia perfoliata
Farrell_2013,Veronica perfoliata,The University of Melbourne Burnley campus,Watered,Farrell_2013_056,specific_leaf_area,0.108191654,mm2/mg,NA,raw_value,1,Derwentia perfoliata
Farrell_2013,Veronica perfoliata,The University of Melbourne Burnley campus,Watered,Farrell_2013_058,specific_leaf_area,0.10755104,mm2/mg,NA,raw_value,1,Derwentia perfoliata
Farrell_2013,Veronica perfoliata,The University of Melbourne Burnley campus,Watered,Farrell_2013_060,specific_leaf_area,0.102072741,mm2/mg,NA,raw_value,1,Derwentia perfoliata
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Drought,Farrell_2013_061,specific_leaf_area,0.140350877,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Drought,Farrell_2013_062,specific_leaf_area,0.175,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Drought,Farrell_2013_063,specific_leaf_area,0.171903052,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Drought,Farrell_2013_064,specific_leaf_area,0.142787286,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Drought,Farrell_2013_065,specific_leaf_area,0.133311604,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Watered,Farrell_2013_066,specific_leaf_area,0.111769938,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Watered,Farrell_2013_067,specific_leaf_area,0.12304632,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Watered,Farrell_2013_068,specific_leaf_area,0.150219736,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Watered,Farrell_2013_069,specific_leaf_area,0.108919903,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Dianella revoluta var. revoluta,The University of Melbourne Burnley campus,Watered,Farrell_2013_070,specific_leaf_area,0.118416273,mm2/mg,NA,raw_value,1,Dianella admixta
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Drought,Farrell_2013_071,specific_leaf_area,0.187120859,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Drought,Farrell_2013_072,specific_leaf_area,0.30125523,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Drought,Farrell_2013_073,specific_leaf_area,0.229179331,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Drought,Farrell_2013_074,specific_leaf_area,0.21443299,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Drought,Farrell_2013_075,specific_leaf_area,0.210941906,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Watered,Farrell_2013_076,specific_leaf_area,0.205754615,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Watered,Farrell_2013_077,specific_leaf_area,0.18128453,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Watered,Farrell_2013_078,specific_leaf_area,0.116094987,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Watered,Farrell_2013_079,specific_leaf_area,0.197409733,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Grevillea alpina,The University of Melbourne Burnley campus,Watered,Farrell_2013_080,specific_leaf_area,0.169811321,mm2/mg,NA,raw_value,1,Grevillea alpina
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_081,specific_leaf_area,0.173260573,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_082,specific_leaf_area,0.146120895,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_083,specific_leaf_area,0.16519174,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_084,specific_leaf_area,0.225699068,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_085,specific_leaf_area,0.218373494,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_086,specific_leaf_area,0.112694301,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_087,specific_leaf_area,0.107061503,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_088,specific_leaf_area,0.119344774,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_089,specific_leaf_area,0.116392444,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Hibbertia obtusifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_090,specific_leaf_area,0.117924528,mm2/mg,NA,raw_value,1,Hibbertia obtusifolia
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Drought,Farrell_2013_091,specific_leaf_area,0.148320229,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Drought,Farrell_2013_093,specific_leaf_area,0.122635356,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Drought,Farrell_2013_094,specific_leaf_area,0.133986928,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Drought,Farrell_2013_095,specific_leaf_area,0.10123119,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Watered,Farrell_2013_096,specific_leaf_area,0.116672303,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Watered,Farrell_2013_097,specific_leaf_area,0.103831006,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Watered,Farrell_2013_099,specific_leaf_area,0.112912736,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Isotoma axillaris,The University of Melbourne Burnley campus,Watered,Farrell_2013_100,specific_leaf_area,0.116295765,mm2/mg,NA,raw_value,1,Isotoma axillaris
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_101,specific_leaf_area,0.138925877,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_102,specific_leaf_area,0.148662551,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_103,specific_leaf_area,0.134424603,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_104,specific_leaf_area,0.160714286,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Drought,Farrell_2013_105,specific_leaf_area,0.163148637,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_106,specific_leaf_area,0.148285832,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_107,specific_leaf_area,0.133942766,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_108,specific_leaf_area,0.119337555,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_109,specific_leaf_area,0.124022929,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Lomandra longifolia,The University of Melbourne Burnley campus,Watered,Farrell_2013_110,specific_leaf_area,0.110212336,mm2/mg,NA,raw_value,1,Lomandra longifolia
Farrell_2013,Stypandra glauca,The University of Melbourne Burnley campus,Drought,Farrell_2013_111,specific_leaf_area,0.107769859,mm2/mg,NA,raw_value,1,Stypandra glauca
Farrell_2013,Stypandra glauca,The University of Melbourne Burnley campus,Drought,Farrell_2013_112,specific_leaf_area,0.114866224,mm2/mg,NA,raw_value,1,Stypandra glauca
Farrell_2013,Stypandra glauca,The University of Melbourne Burnley campus,Watered,Farrell_2013_116,specific_leaf_area,0.107096774,mm2/mg,NA,raw_value,1,Stypandra glauca
Fonseca_2000,Lomandra longifolia,Cedar Brush,NA,Fonseca_2000_0129,specific_leaf_area,3.4,mm2/mg,NA,site_mean,5,Lomandra longifolia
Fonseca_2000,Lomandra longifolia,Cumberland,NA,Fonseca_2000_0280,specific_leaf_area,7,mm2/mg,NA,site_mean,5,Lomandra longifolia
Fonseca_2000,Lomandra longifolia,Copeland,NA,Fonseca_2000_0622,specific_leaf_area,1.8,mm2/mg,NA,site_mean,5,Lomandra longifolia
Fonseca_2000,Lomandra longifolia,Coffs Harbour,NA,Fonseca_2000_0782,specific_leaf_area,2.5,mm2/mg,NA,site_mean,5,Lomandra longifolia
Fonseca_2000,Lomandra longifolia,Nambucca Heads,NA,Fonseca_2000_0832,specific_leaf_area,6.4,mm2/mg,NA,site_mean,5,Lomandra longifolia
Fonseca_2000,Lomandra longifolia,Danu,NA,Fonseca_2000_0897,specific_leaf_area,1.7,mm2/mg,NA,site_mean,5,Lomandra longifolia
Knox_2011,Calytrix tetragona,nutrient-poor dry sclerophyll forest,NA,Knox_2011_13,specific_leaf_area,0.604,mm2/mg,NA,site_mean,5,Calytrix tetragona
Leishman_1995,Arthropodium milleflorum,NA,NA,Leishman_1995_025,specific_leaf_area,13.91,mm2/mg,NA,multisite_mean,10,Arthropodium milleflorum
Leishman_1995,Lomandra longifolia,NA,NA,Leishman_1995_068,specific_leaf_area,5.56,mm2/mg,NA,multisite_mean,10,Lomandra longifolia
Leishman_1995,Correa reflexa,NA,NA,Leishman_1995_185,specific_leaf_area,7.11,mm2/mg,NA,multisite_mean,10,Correa reflexa
Leishman_1995,Calytrix tetragona,NA,NA,Leishman_1995_204,specific_leaf_area,7.22,mm2/mg,NA,multisite_mean,10,Calytrix tetragona
Leishman_2007,Lomandra longifolia,Haselhurst,NA,Leishman_2007_057,specific_leaf_area,5.357643624,mm2/mg,NA,site_mean,3-10,Lomandra longifolia
Leishman_2007,Lomandra longifolia,Hawkesbury sandstone,NA,Leishman_2007_332,specific_leaf_area,0.4199141274,mm2/mg,NA,site_mean,3-10,Lomandra longifolia
Meers_2007,Arthropodium milleflorum,Delatite Peninsula,NA,Meers_2007_013,specific_leaf_area,28.33,mm2/mg,NA,site_mean,5,Arthropodium milliflorum
Meers_2007,Chrysocephalum semipapposum,Delatite Peninsula,NA,Meers_2007_030,specific_leaf_area,40.23,mm2/mg,NA,site_mean,5,Chrysocephalum semipapposum
Meers_2007,Correa reflexa,Delatite Peninsula,NA,Meers_2007_032,specific_leaf_area,10.82,mm2/mg,NA,site_mean,5,Correa reflexa
Meers_2007,Veronica perfoliata,Delatite Peninsula,NA,Meers_2007_040,specific_leaf_area,5.9,mm2/mg,NA,site_mean,5,Derwentia perfoliata
Meers_2007,Hibbertia obtusifolia,Delatite Peninsula,NA,Meers_2007_071,specific_leaf_area,8.75,mm2/mg,NA,site_mean,5,Hibbertia obtusifolia
Meers_2007,Lomandra longifolia,Delatite Peninsula,NA,Meers_2007_087,specific_leaf_area,5.05,mm2/mg,NA,site_mean,5,Lomandra longifolia
Mokany_2008,Hibbertia obtusifolia,field site north of Canberra,NA,Mokany_2008_131,specific_leaf_area,14.18860465,mm2/mg,5/11/2005,raw_value,1,Hibbertia obtusiflora
Mokany_2008,Hibbertia obtusifolia,field site north of Canberra,NA,Mokany_2008_132,specific_leaf_area,10.89370968,mm2/mg,5/11/2005,raw_value,1,Hibbertia obtusiflora
Mokany_2008,Hibbertia obtusifolia,field site north of Canberra,NA,Mokany_2008_133,specific_leaf_area,12.39745455,mm2/mg,5/11/2005,raw_value,1,Hibbertia obtusiflora
Moles_2000,Hibbertia obtusifolia,terrace,NA,Moles_2000_22,specific_leaf_area,9.95,mm2/mg,NA,site_mean,4,Hibbertia obtusifolia
Peeters_2002,Correa reflexa,BunyipSP,NA,Peeters_2002_06,specific_leaf_area,11.1111111111111,mm2/mg,NA,site_mean,5,Correa reflexa
Pickering_2014,Arthropodium milleflorum,Dainers Gap SAG3 Site,NA,Pickering_2014_044,specific_leaf_area,21.04600219,mm2/mg,NA,multisite_mean,10,Arthropodium milleflorum
Pickup_2005,Hibbertia obtusifolia,Gosford low P,NA,Pickup_2005_31,specific_leaf_area,10.9,mm2/mg,NA,site_mean,4,Hibbertia obtusifolia
Roderick_1999,Calytrix tetragona,Specht_1988 Dark Island Soak,NA,Roderick_1999_092,specific_leaf_area,4.16666666666667,mm2/mg,NA,site_mean,various,Calytrix tetragona
Smith_1996,Lomandra longifolia,Lumeah,canopy,Smith_1996_4856,specific_leaf_area,3.12429913191974,mm2/mg,NA,site_mean,various,Lomandra cf longifolia
Tng_2013,Correa reflexa,Arve Valley,NA,Tng_2013_117,specific_leaf_area,10.5496360375567,mm2/mg,NA,site_mean,4-5,Correa reflexa
Vesk_2004,Chrysocephalum semipapposum,Hill,NA,Vesk_2004_090,specific_leaf_area,14.85,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Vesk_2004,Chrysocephalum semipapposum,Hill,NA,Vesk_2004_091,specific_leaf_area,13.09,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Vesk_2004,Chrysocephalum semipapposum,Hill,NA,Vesk_2004_092,specific_leaf_area,15.73,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Vesk_2004,Chrysocephalum semipapposum,Hill,NA,Vesk_2004_093,specific_leaf_area,12.98,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Vesk_2004,Chrysocephalum semipapposum,Hill,NA,Vesk_2004_094,specific_leaf_area,16.49,mm2/mg,NA,raw_value,1,Chrysocephalum semipapposum
Williams_2011,Lomandra longifolia,NA,grows in Melbourne,Williams_2011_915,specific_leaf_area,5.05,mm2/mg,NA,site_mean,unknown,Lomandra longifolia ssp exilis
Williams_2011,Lomandra longifolia,NA,grows in Melbourne,Williams_2011_916,specific_leaf_area,5.05,mm2/mg,NA,site_mean,unknown,Lomandra longifolia ssp longifolia
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_107,specific_leaf_area,13.92204,mm2/mg,NA,raw_value,1,Correa reflexa
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_108,specific_leaf_area,12.65172,mm2/mg,NA,raw_value,1,Correa reflexa
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_109,specific_leaf_area,18.35279,mm2/mg,NA,raw_value,1,Correa reflexa
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_110,specific_leaf_area,17.4439,mm2/mg,NA,raw_value,1,Correa reflexa
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_111,specific_leaf_area,15.53716,mm2/mg,NA,raw_value,1,Correa reflexa
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_112,specific_leaf_area,18.20203,mm2/mg,NA,raw_value,1,Correa reflexa
Wright_2002,Correa reflexa,Kuring-gai NP hiP,NA,Wright_2002_113,specific_leaf_area,16.48939,mm2/mg,NA,raw_value,1,Correa reflexa
