dataset_id,taxon_name,trait_name,value_type,value,unit,original_name,value_new
NHNSW_2016,Capparis lucida,leaf_compoundness,mode,simple,NA,Capparis lucida,NA
NHNSW_2016,Capparis sepiaria,leaf_area,mean,1006,mm2,Capparis sepiaria,NA
NHNSW_2016,Capparis sepiaria,leaf_compoundness,mode,simple,NA,Capparis sepiaria,NA
NHNSW_2016,Carissa ovata,leaf_area,mean,4620,mm2,Carissa ovata,NA
NHNSW_2016,Cephalaralia cephalobotrys,dispersal_syndrome,mode,endozoochory,NA,Cephalaralia cephalobotrys,NA
NHNSW_2016,Cissus cardiophylla,dispersal_syndrome,mode,endozoochory,NA,Cissus cardiophylla,NA
NHNSW_2016,Cissus cardiophylla,leaf_area,mean,63175,mm2,Cissus cardiophylla,NA
NHNSW_2016,Cissus cardiophylla,leaf_compoundness,mode,simple,NA,Cissus cardiophylla,NA
NHNSW_2016,Cissus hastata,dispersal_syndrome,mode,endozoochory,NA,Cissus hastata,NA
NHNSW_2016,Cissus hastata,leaf_area,mean,3570,mm2,Cissus hastata,NA
NHNSW_2016,Cissus hastata,leaf_compoundness,mode,simple,NA,Cissus hastata,NA
NHNSW_2016,Cissus repens,dispersal_syndrome,mode,endozoochory,NA,Cissus repens,NA
NHNSW_2016,Cissus repens,leaf_area,mean,84000,mm2,Cissus repens,NA
NHNSW_2016,Cissus repens,leaf_compoundness,mode,simple,NA,Cissus repens,NA
NHNSW_2016,Clematis pubescens,dispersal_syndrome,mode,anemochory,NA,Clematis aristata var. longisepala,NA
NHNSW_2016,Clematis pubescens,leaf_compoundness,mode,compound,NA,Clematis aristata var. longisepala,NA
NHNSW_2016,Clematis pubescens,dispersal_syndrome,mode,anemochory,NA,Clematis aristata var. occidentalis,NA
NHNSW_2016,Clematis pubescens,leaf_compoundness,mode,compound,NA,Clematis aristata var. occidentalis,NA
NHNSW_2016,Coelospermum paniculatum var. paniculatum,dispersal_syndrome,mode,endozoochory,NA,Coelospermum paniculatum var. paniculatum,NA
NHNSW_2016,Coelospermum paniculatum var. paniculatum,leaf_compoundness,mode,simple,NA,Coelospermum paniculatum var. paniculatum,NA
NHNSW_2016,Coelospermum paniculatum var. syncarpum,dispersal_syndrome,mode,endozoochory,NA,Coelospermum paniculatum var. syncarpum,NA
NHNSW_2016,Coelospermum paniculatum var. syncarpum,leaf_compoundness,mode,simple,NA,Coelospermum paniculatum var. syncarpum,NA
NHNSW_2016,Colubrina asiatica,leaf_area,mean,22050,mm2,Colubrina asiatica,NA
NHNSW_2016,Colubrina asiatica,leaf_compoundness,mode,simple,NA,Colubrina asiatica,NA
NHNSW_2016,Colubrina asiatica var. asiatica,leaf_area,mean,22050,mm2,Colubrina asiatica var. asiatica,NA
NHNSW_2016,Colubrina asiatica var. asiatica,leaf_compoundness,mode,simple,NA,Colubrina asiatica var. asiatica,NA
NHNSW_2016,Connarus conchocarpus,leaf_area,mean,2646,mm2,Connarus conchocarpus,NA
NHNSW_2016,Connarus conchocarpus,leaf_compoundness,mode,compound,NA,Connarus conchocarpus,NA
NHNSW_2016,Connarus conchocarpus subsp. conchocarpus,leaf_area,mean,2646,mm2,Connarus conchocarpus subsp. conchocarpus,NA
NHNSW_2016,Vincetoxicum carnosum,dispersal_syndrome,mode,anemochory,NA,Cynanchum carnosum,NA
NHNSW_2016,Vincetoxicum carnosum,leaf_area,mean,6458,mm2,Cynanchum carnosum,NA
NHNSW_2016,Cynanchum elegans,dispersal_syndrome,mode,anemochory,NA,Cynanchum elegans,NA
NHNSW_2016,Cynanchum elegans,leaf_area,mean,490,mm2,Cynanchum elegans,NA
NHNSW_2016,Deeringia amaranthoides,leaf_area,mean,27878,mm2,Deeringia amaranthoides,NA
NHNSW_2016,Deeringia arborescens,dispersal_syndrome,mode,endozoochory,NA,Deeringia arborescens,NA
NHNSW_2016,Deeringia arborescens,leaf_area,mean,24938,mm2,Deeringia arborescens,NA
NHNSW_2016,Derris sp. Daintree (D.E.Boyland+ 469),leaf_area,mean,20475,mm2,Derris sp. Daintree,NA
NHNSW_2016,Derris sp. Daintree (D.E.Boyland+ 469),leaf_compoundness,mode,compound,NA,Derris sp. Daintree,NA
NHNSW_2016,Desmodium rhytidophyllum,leaf_area,mean,6171,mm2,Desmodium rhytidophyllum,NA
NHNSW_2016,Diplocyclos palmatus subsp. affinis,dispersal_syndrome,mode,endozoochory,NA,Diplocyclos palmatus subsp. affinis,NA
NHNSW_2016,Diplocyclos palmatus subsp. affinis,leaf_compoundness,mode,simple,NA,Diplocyclos palmatus subsp. affinis,NA
NHNSW_2016,Diplocyclos palmatus subsp. palmatus,dispersal_syndrome,mode,endozoochory,NA,Diplocyclos palmatus subsp. palmatus,NA
NHNSW_2016,Diplocyclos palmatus subsp. palmatus,leaf_compoundness,mode,simple,NA,Diplocyclos palmatus subsp. palmatus,NA
NHNSW_2016,Hugonia jenkinsii,leaf_area,mean,3001,mm2,Durandea jenkinsii,NA
NHNSW_2016,Hugonia jenkinsii,leaf_compoundness,mode,simple,NA,Durandea jenkinsii,NA
NHNSW_2016,Eustrephus latifolius,dispersal_syndrome,mode,endozoochory,NA,Eustrephus latifolius,NA
NHNSW_2016,Eustrephus latifolius,dispersal_syndrome,mode,endozoochory,NA,Eustrephus latifolius subsp. angustifolius,NA
NHNSW_2016,Eustrephus latifolius,leaf_compoundness,mode,simple,NA,Eustrephus latifolius subsp. angustifolius,NA
NHNSW_2016,Eustrephus latifolius,dispersal_syndrome,mode,endozoochory,NA,Eustrephus latifolius var. angustifolius,NA
NHNSW_2016,Eustrephus latifolius,leaf_compoundness,mode,simple,NA,Eustrephus latifolius var. angustifolius,NA
NHNSW_2016,Freycinetia scandens,leaf_area,mean,19250,mm2,Freycinetia scandens,NA
NHNSW_2016,Freycinetia scandens,leaf_compoundness,mode,simple,NA,Freycinetia scandens,NA
NHNSW_2016,Gymnanthera oblonga,leaf_area,mean,12513,mm2,Gymnanthera oblonga,NA
NHNSW_2016,Gymnanthera oblonga,leaf_compoundness,mode,simple,NA,Gymnanthera oblonga,NA
NHNSW_2016,Gynochthodes sessilis,leaf_compoundness,mode,simple,NA,Gynochthodes sessilis,NA
NHNSW_2016,Hibbertia scandens var. glabra,leaf_compoundness,mode,simple,NA,Hibbertia scandens var glabra,NA
NHNSW_2016,Hibbertia scandens var. oxyphylla,leaf_compoundness,mode,simple,NA,Hibbertia scandens var oxyphylla,NA
NHNSW_2016,Hibbertia scandens var. scandens,leaf_compoundness,mode,simple,NA,Hibbertia scandens var scandens,NA
NHNSW_2016,Hoya australis,dispersal_syndrome,mode,anemochory,NA,Hoya australis,NA
NHNSW_2016,Hoya australis subsp. australis,dispersal_syndrome,mode,anemochory,NA,Hoya australis subsp. australis,NA
NHNSW_2016,Hoya australis subsp. australis,leaf_compoundness,mode,simple,NA,Hoya australis subsp. australis,NA
NHNSW_2016,Hoya australis subsp. oramicola,dispersal_syndrome,mode,anemochory,NA,Hoya australis subsp. ormicola,NA
NHNSW_2016,Hoya australis subsp. oramicola,leaf_compoundness,mode,simple,NA,Hoya australis subsp. ormicola,NA
NHNSW_2016,Hoya australis subsp. rupicola,dispersal_syndrome,mode,anemochory,NA,Hoya australis subsp. rupicola,NA
NHNSW_2016,Hoya australis subsp. rupicola,leaf_compoundness,mode,simple,NA,Hoya australis subsp. rupicola,NA
NHNSW_2016,Hoya australis subsp. sanae,dispersal_syndrome,mode,anemochory,NA,Hoya australis subsp. sanae,NA
NHNSW_2016,Hoya australis subsp. sanae,leaf_compoundness,mode,simple,NA,Hoya australis subsp. sanae,NA
NHNSW_2016,Hoya australis subsp. tenuipes,dispersal_syndrome,mode,anemochory,NA,Hoya australis subsp. tenuipes,NA
NHNSW_2016,Hoya australis subsp. tenuipes,leaf_compoundness,mode,simple,NA,Hoya australis subsp. tenuipes,NA
NHNSW_2016,Hoya australis subsp. australis,dispersal_syndrome,mode,anemochory,NA,Hoya oligotricha,NA
NHNSW_2016,Hoya australis subsp. australis,leaf_area,mean,3080,mm2,Hoya oligotricha,NA
NHNSW_2016,Hydrocotyle acutiloba,dispersal_syndrome,mode,barochory,NA,Hydrocotyle acutiloba,NA
NHNSW_2016,Hydrocotyle acutiloba,leaf_area,mean,5775,mm2,Hydrocotyle acutiloba,NA
NHNSW_2016,Hydrocotyle acutiloba,leaf_compoundness,mode,simple,NA,Hydrocotyle acutiloba,NA
NHNSW_2016,Hypserpa laurina,leaf_area,mean,4239,mm2,Hypserpa laurina,NA
NHNSW_2016,Hypserpa laurina,leaf_compoundness,mode,simple,NA,Hypserpa laurina,NA
NHNSW_2016,Ipomoea aculeata,leaf_area,mean,56000,mm2,Ipomoea aculeata,NA
NHNSW_2016,Ipomoea aculeata,leaf_compoundness,mode,simple,NA,Ipomoea aculeata,NA
NHNSW_2016,Jasminum dallachii,dispersal_syndrome,mode,endozoochory,NA,Jasminum dallachi,NA
NHNSW_2016,Jasminum dallachii,leaf_area,mean,9188,mm2,Jasminum dallachi,NA
NHNSW_2016,Jasminum dallachii,leaf_compoundness,mode,compound,NA,Jasminum dallachi,NA
NHNSW_2016,Jasminum didymum subsp. didymum,leaf_area,mean,18879,mm2,Jasminum didymum subsp didymum,NA
NHNSW_2016,Jasminum didymum subsp. didymum,leaf_compoundness,mode,simple,NA,Jasminum didymum subsp didymum,NA
NHNSW_2016,Jasminum didymum subsp. racemosum,leaf_area,mean,18879,mm2,Jasminum didymum subsp racemosum,NA
NHNSW_2016,Jasminum didymum subsp. racemosum,leaf_compoundness,mode,simple,NA,Jasminum didymum subsp racemosum,NA
NHNSW_2016,Jasminum elongatum,leaf_area,mean,4851,mm2,Jasminum elongatum,NA
NHNSW_2016,Jasminum elongatum,leaf_compoundness,mode,simple,NA,Jasminum elongatum,NA
NHNSW_2016,Mallotus repandus,leaf_area,mean,4015,mm2,Mallotus repandus,NA
NHNSW_2016,Mallotus repandus,leaf_compoundness,mode,simple,NA,Mallotus repandus,NA
NHNSW_2016,Leichhardtia fraseri,leaf_area,mean,488,mm2,Marsdenia fraseri,NA
NHNSW_2016,Leichhardtia racemosa,leaf_compoundness,mode,simple,NA,Marsdenia hemiptera,NA
NHNSW_2016,Leichhardtia lloydii,dispersal_syndrome,mode,anemochory,NA,Marsdenia lloydii,NA
NHNSW_2016,Leichhardtia lloydii,leaf_area,mean,19600,mm2,Marsdenia lloydii,NA
NHNSW_2016,Leichhardtia longiloba,leaf_area,mean,1365,mm2,Marsdenia longiloba,NA
NHNSW_2016,Gymnema pleiadenium,dispersal_syndrome,mode,anemochory,NA,Marsdenia pleiadenia,NA
NHNSW_2016,Gymnema pleiadenium,leaf_area,mean,39900,mm2,Marsdenia pleiadenia,NA
NHNSW_2016,Leichhardtia rostrata,dispersal_syndrome,mode,anemochory,NA,Marsdenia rostrata,NA
NHNSW_2016,Melodinus acutiflorus,leaf_area,mean,47775,mm2,Melodinus acutiflorus,NA
NHNSW_2016,Melodinus australis,dispersal_syndrome,mode,endozoochory,NA,Melodinus australis,NA
NHNSW_2016,Melodinus australis,leaf_area,mean,11025,mm2,Melodinus australis,NA
NHNSW_2016,Uvaria leichhardtii,leaf_area,mean,39690,mm2,Melodorum leichhardtii,NA
NHNSW_2016,Uvaria leichhardtii,leaf_compoundness,mode,simple,NA,Melodorum leichhardtii,NA
NHNSW_2016,Uvaria uhrii,leaf_area,mean,3159,mm2,Melodorum uhrii,NA
NHNSW_2016,Uvaria uhrii,leaf_compoundness,mode,simple,NA,Melodorum uhrii,NA
NHNSW_2016,Neosepicaea jucunda,leaf_area,mean,4686,mm2,Neosepicaea jucunda,NA
NHNSW_2016,Neosepicaea jucunda,leaf_compoundness,mode,compound,NA,Neosepicaea jucunda,NA
NHNSW_2016,Pachygone ovata,dispersal_syndrome,mode,endozoochory,NA,Pachygone ovata,NA
NHNSW_2016,Pachygone ovata,leaf_area,mean,5045,mm2,Pachygone ovata,NA
NHNSW_2016,Pachygone ovata,leaf_compoundness,mode,simple,NA,Pachygone ovata,NA
NHNSW_2016,Aristolochia praevenosa,leaf_area,mean,5880,mm2,Pararistolochia praevenosa,NA
NHNSW_2016,Parsonsia longipetiolata,dispersal_syndrome,mode,endozoochory,NA,Parsonsia longipetiolata,NA
NHNSW_2016,Parsonsia rotata,dispersal_syndrome,mode,endozoochory,NA,Parsonsia rotata,NA
NHNSW_2016,Parsonsia sankowskyana,dispersal_syndrome,mode,anemochory,NA,Parsonsia sankowskyana,NA
NHNSW_2016,Parsonsia sankowskyana,leaf_compoundness,mode,simple,NA,Parsonsia sankowskyana,NA
NHNSW_2016,Parsonsia straminea,dispersal_syndrome,mode,endozoochory,NA,Parsonsia straminea,NA
NHNSW_2016,Parsonsia velutina,dispersal_syndrome,mode,endozoochory,NA,Parsonsia velutina,NA
NHNSW_2016,Piper hederaceum,leaf_compoundness,mode,simple,NA,Piper hederaceum,NA
NHNSW_2016,Piper hederaceum,leaf_area,mean,36575,mm2,Piper novae-hollandiae,NA
NHNSW_2016,Pleogyne australis,dispersal_syndrome,mode,endozoochory,NA,Pleogyne australis,NA
NHNSW_2016,Pleogyne australis,leaf_area,mean,19600,mm2,Pleogyne australis,NA
NHNSW_2016,Pycnarrhena novoguineensis,leaf_area,mean,10579,mm2,Pycnarrhena novoguineensis,NA
NHNSW_2016,Pycnarrhena novoguineensis,leaf_compoundness,mode,simple,NA,Pycnarrhena novoguineensis,NA
NHNSW_2016,Rhagodia candolleana subsp. argentea,dispersal_syndrome,mode,endozoochory,NA,Rhagodia candolleana subsp argentea,NA
NHNSW_2016,Rhagodia candolleana subsp. argentea,leaf_compoundness,mode,simple,NA,Rhagodia candolleana subsp argentea,NA
NHNSW_2016,Rhamnella vitiensis,leaf_area,mean,17360,mm2,Rhamnella vitiensis,NA
NHNSW_2016,Rhamnella vitiensis,leaf_compoundness,mode,simple,NA,Rhamnella vitiensis,NA
NHNSW_2016,Rourea brachyandra,leaf_area,mean,2752,mm2,Rourea brachyandra,NA
NHNSW_2016,Rourea brachyandra,leaf_compoundness,mode,compound,NA,Rourea brachyandra,NA
NHNSW_2016,Rubus moluccanus var. trilobus,leaf_compoundness,mode,simple,NA,Rubus molluccanus var. trilobus,NA
NHNSW_2016,Salacia chinensis,leaf_area,mean,5670,mm2,Salacia chinensis,NA
NHNSW_2016,Salacia chinensis,leaf_compoundness,mode,simple,NA,Salacia chinensis,NA
NHNSW_2016,Salacia disepala,leaf_area,mean,4813,mm2,Salacia disepala,NA
NHNSW_2016,Salacia disepala,leaf_compoundness,mode,simple,NA,Salacia disepala,NA
NHNSW_2016,Cynanchum viminale subsp. brunonianum,leaf_area,mean,28,mm2,Sarcostemma brunonianum,NA
NHNSW_2016,Cynanchum viminale subsp. brunonianum,leaf_compoundness,mode,simple,NA,Sarcostemma brunonianum,NA
NHNSW_2016,Cynanchum viminale subsp. brunonianum,leaf_area,mean,11,mm2,Sarcostemma viminale subsp. brunonianum,NA
NHNSW_2016,Secamone elliptica,dispersal_syndrome,mode,anemochory,NA,Secamone elliptica,NA
NHNSW_2016,Smilax blumei,leaf_area,mean,9188,mm2,Smilax blumei,NA
NHNSW_2016,Smilax blumei,leaf_compoundness,mode,simple,NA,Smilax blumei,NA
NHNSW_2016,Smilax calophylla,leaf_area,mean,30713,mm2,Smilax calophylla,NA
NHNSW_2016,Smilax calophylla,leaf_compoundness,mode,simple,NA,Smilax calophylla,NA
NHNSW_2016,Stephania japonica var. japonica,leaf_compoundness,mode,simple,NA,Stephania japonica var. japonica,NA
NHNSW_2016,Stictocardia tiliifolia,dispersal_syndrome,mode,hydrochory,NA,Stictocardia tiliifolia,NA
NHNSW_2016,Stictocardia tiliifolia,leaf_area,mean,113750,mm2,Stictocardia tiliifolia,NA
NHNSW_2016,Stictocardia tiliifolia,leaf_compoundness,mode,simple,NA,Stictocardia tiliifolia,NA
NHNSW_2016,Tetragonia implexicoma,leaf_area,mean,4200,mm2,Tetragonia implexicoma,NA
NHNSW_2016,Tetragonia implexicoma,leaf_compoundness,mode,simple,NA,Tetragonia implexicoma,NA
NHNSW_2016,Tetrastigma thorsborneorum,leaf_area,mean,2752,mm2,Tetrastigma thorsborneorum,NA
NHNSW_2016,Tetrastigma thorsborneorum,leaf_compoundness,mode,compound,NA,Tetrastigma thorsborneorum,NA
NHNSW_2016,Leichhardtia racemosa,leaf_area,mean,6125,mm2,Thozetia racemosa,NA
NHNSW_2016,Vincetoxicum barbatum,dispersal_syndrome,mode,anemochory,NA,Tylophora barbata,NA
NHNSW_2016,Uvaria concava,leaf_area,mean,7000,mm2,Uvaria concava,NA
NHNSW_2016,Uvaria concava,leaf_compoundness,mode,simple,NA,Uvaria concava,NA
NHNSW_2016,Vandasina retusa,dispersal_syndrome,mode,barochory,NA,Vandasina retusa,NA
NHNSW_2016,Vandasina retusa,leaf_area,mean,3426,mm2,Vandasina retusa,NA
NHNSW_2016,Vandasina retusa,leaf_compoundness,mode,compound,NA,Vandasina retusa,NA
NHNSW_2016,Vigna vexillata var. youngiana,dispersal_syndrome,mode,barochory,NA,Vigna vexillata  var. youngiana,NA
NHNSW_2016,Vigna vexillata var. youngiana,leaf_area,mean,6650,mm2,Vigna vexillata  var. youngiana,NA
NHNSW_2016,Vigna vexillata var. youngiana,leaf_compoundness,mode,compound,NA,Vigna vexillata  var. youngiana,NA
NHNSW_2016,Austrosteenisia blackii,dispersal_syndrome,mode,barochory,NA,Austrosteenisia blackii,NA
NHNSW_2016,Austrosteenisia blackii var. blackii,dispersal_syndrome,mode,barochory,NA,Austrosteenisia blackii var. blackii,NA
NHNSW_2016,Billardiera scandens,dispersal_syndrome,mode,endozoochory,NA,Billardiera scandens,NA
NHNSW_2016,Billardiera scandens,dispersal_syndrome,mode,endozoochory,NA,Billardiera scandens var. brachyantha,NA
NHNSW_2016,Billardiera scandens,dispersal_syndrome,mode,endozoochory,NA,Billardiera scandens var. scandens,NA
NHNSW_2016,Billardiera scandens,dispersal_syndrome,mode,endozoochory,NA,Billardiera scandens var. sericata,NA
NHNSW_2016,Caesalpinia bonduc,dispersal_syndrome,mode,barochory,NA,Caesalpinia bonduc,NA
NHNSW_2016,Mezoneuron scortechinii,dispersal_syndrome,mode,barochory,NA,Caesalpinia scortechinii,NA
NHNSW_2016,Mezoneuron brachycarpum,dispersal_syndrome,mode,barochory,NA,Caesalpinia subtropica,NA
NHNSW_2016,Cassytha filiformis,dispersal_syndrome,mode,endozoochory,NA,Cassytha filiformis,NA
NHNSW_2016,Cayratia clematidea,dispersal_syndrome,mode,endozoochory,NA,Cayratia clematidea,NA
NHNSW_2016,Cissus antarctica,dispersal_syndrome,mode,endozoochory,NA,Cissus antarctica,NA
NHNSW_2016,Cissus hypoglauca,dispersal_syndrome,mode,endozoochory,NA,Cissus hypoglauca,NA
NHNSW_2016,Cissus sterculiifolia,dispersal_syndrome,mode,endozoochory,NA,Cissus sterculiifolia,NA
NHNSW_2016,Clematis aristata,dispersal_syndrome,mode,anemochory,NA,Clematis aristata,NA
NHNSW_2016,Clematis glycinoides,dispersal_syndrome,mode,anemochory,NA,Clematis glycinoides,NA
NHNSW_2016,Clematis glycinoides,dispersal_syndrome,mode,anemochory,NA,Clematis glycinoidesvar. glycinoides,NA
NHNSW_2016,Clematis pickeringii,dispersal_syndrome,mode,anemochory,NA,Clematis glycinoidesvar. submutica,NA
NHNSW_2016,Clerodendrum inerme,dispersal_syndrome,mode,endozoochory,NA,Clerodendrum inerme,NA
NHNSW_2016,Coelospermum paniculatum,dispersal_syndrome,mode,endozoochory,NA,Coelospermum paniculatum,NA
NHNSW_2016,Comesperma volubile,dispersal_syndrome,mode,anemochory,NA,Comesperma volubile,NA
NHNSW_2016,Dioscorea transversa,dispersal_syndrome,mode,anemochory,NA,Dioscorea transversa,NA
NHNSW_2016,Diplocyclos palmatus,dispersal_syndrome,mode,endozoochory,NA,Diplocyclos palmatus,NA
NHNSW_2016,Echinostephia aculeata,dispersal_syndrome,mode,endozoochory,NA,Echinostephia aculeata,NA
NHNSW_2016,Embelia australiana,dispersal_syndrome,mode,endozoochory,NA,Embelia australiana,NA
NHNSW_2016,Flagellaria indica,dispersal_syndrome,mode,endozoochory,NA,Flagellaria indica,NA
NHNSW_2016,Geitonoplesium cymosum,dispersal_syndrome,mode,endozoochory,NA,Geitonoplesium cymosum,NA
NHNSW_2016,Glycine clandestina,dispersal_syndrome,mode,barochory,NA,Glycine clandestina,NA
NHNSW_2016,Glycine clandestina,dispersal_syndrome,mode,barochory,NA,Glycine clandestina var .sericea,NA
NHNSW_2016,Glycine tabacina,dispersal_syndrome,mode,barochory,NA,Glycine tabacina,NA
NHNSW_2016,Hippocratea barbata,dispersal_syndrome,mode,anemochory,NA,Hippocratea barbata,NA
NHNSW_2016,Jasminum simplicifolium subsp. australiense,dispersal_syndrome,mode,endozoochory,NA,Jasminum volubile,NA
NHNSW_2016,Kennedia rubicunda,dispersal_syndrome,mode,barochory,NA,Kennedia rubicunda,NA
NHNSW_2016,Legnephora moorei,dispersal_syndrome,mode,endozoochory,NA,Legnephora moorei,NA
NHNSW_2016,Maclura cochinchinensis,dispersal_syndrome,mode,endozoochory,NA,Maclura cochinchinensis,NA
NHNSW_2016,Gynochthodes jasminoides,dispersal_syndrome,mode,endozoochory,NA,Morinda jasminoides,NA
NHNSW_2016,Mucuna gigantea,dispersal_syndrome,mode,barochory,NA,Mucuna gigantea,NA
NHNSW_2016,Mucuna gigantea subsp. gigantea,dispersal_syndrome,mode,barochory,NA,Mucuna gigantea subsp. gigantea,NA
NHNSW_2016,Muehlenbeckia adpressa,dispersal_syndrome,mode,barochory,NA,Muehlenbeckia adpressa,NA
NHNSW_2016,Muehlenbeckia gracillima,dispersal_syndrome,mode,barochory,NA,Muehlenbeckia gracillima,NA
NHNSW_2016,Passiflora herbertiana subsp. herbertiana,leaf_compoundness,mode,simple,NA,Passiflora herbertiana subsp. herbertiana,NA
NHNSW_2016,Passiflora herbertiana subsp. insulae-howei,leaf_compoundness,mode,simple,NA,Passiflora herbertiana subsp. insulae-howei,NA
NHNSW_2016,Pisonia aculeata,dispersal_syndrome,mode,epizoochory,NA,Pisonia aculeata,NA
NHNSW_2016,Rhagodia candolleana,dispersal_syndrome,mode,endozoochory,NA,Rhagodia candolleana,NA
NHNSW_2016,Rhagodia candolleana subsp. candolleana,dispersal_syndrome,mode,endozoochory,NA,Rhagodia candolleana subsp candolleana,NA
NHNSW_2016,Ripogonum fawcettianum,leaf_compoundness,mode,simple,NA,Ripopgonum fawcetiianum,NA
NHNSW_2016,Rubus nebulosus,dispersal_syndrome,mode,anemochory,NA,Rubus nebulosus,NA
NHNSW_2016,Rubus rosifolius,dispersal_syndrome,mode,anemochory,NA,Rubus rosifolius,NA
NHNSW_2016,Tinospora tinosporoides,dispersal_syndrome,mode,endozoochory,NA,Tinospora tinosporoides,NA
NHNSW_2016,Malaisia scandens subsp. megacarpa,leaf_compoundness,mode,simple,NA,Trophis scandens subsp. megacarpa,NA
NHNSW_2016,Malaisia scandens subsp. scandens,leaf_compoundness,mode,simple,NA,Trophis scandens subsp. scandens,NA
NHNSW_2016,Vigna vexillata,dispersal_syndrome,mode,barochory,NA,Vigna vexillata,NA
NHNSW_2016,Vigna vexillata var. angustifolia,dispersal_syndrome,mode,barochory,NA,Vigna vexillata var. angustifolia,NA
NHNSW_2016,Abrus precatorius subsp. africanus,leaf_area,mean,578,mm2,Abrus precatorius subsp. africanus,NA
NHNSW_2016,Caesalpinia bonduc,leaf_area,mean,7371,mm2,Caesalpinia bonduc,NA
NHNSW_2016,Calystegia marginata,leaf_area,mean,2160,mm2,Calystegia marginata,NA
NHNSW_2016,Canavalia rosea,leaf_area,mean,26068,mm2,Canavalia rosea,NA
NHNSW_2016,Cassytha filiformis,leaf_area,mean,5,mm2,Cassytha filiformis,NA
NHNSW_2016,Cassytha pubescens,leaf_area,mean,28,mm2,Cassytha pubescens,NA
NHNSW_2016,Celastrus australis,leaf_area,mean,1050,mm2,Celastrus australis,NA
NHNSW_2016,Clematicissus opaca,leaf_area,mean,3360,mm2,Cissus opaca,NA
NHNSW_2016,Comesperma volubile,leaf_area,mean,630,mm2,Comesperma volubile,NA
NHNSW_2016,Freycinetia excelsa,leaf_area,mean,10238,mm2,Freycinetia excelsa,NA
NHNSW_2016,Glycine clandestina,leaf_area,mean,1890,mm2,Glycine clandestina,NA
NHNSW_2016,Glycine clandestina,leaf_area,mean,1890,mm2,Glycine clandestina var .sericea,NA
NHNSW_2016,Glycine tabacina,leaf_area,mean,12513,mm2,Glycine tabacina,NA
NHNSW_2016,Jasminum didymum,leaf_area,mean,18879,mm2,Jasminum didymum,NA
NHNSW_2016,Jasminum didymum subsp. lineare,leaf_area,mean,18879,mm2,Jasminum didymum subsp lineare,NA
NHNSW_2016,Jasminum simplicifolium subsp. australiense,leaf_area,mean,10010,mm2,Jasminum simplicifolium subsp. australiense,NA
NHNSW_2016,Kennedia rubicunda,leaf_area,mean,26250,mm2,Kennedia rubicunda,NA
NHNSW_2016,Gynochthodes canthoides,leaf_area,mean,10588,mm2,Morinda canthoides,NA
NHNSW_2016,Muehlenbeckia adpressa,leaf_area,mean,525,mm2,Muehlenbeckia adpressa,NA
NHNSW_2016,Muehlenbeckia gracillima,leaf_area,mean,1531,mm2,Muehlenbeckia gracillima,NA
NHNSW_2016,Pisonia aculeata,leaf_area,mean,14700,mm2,Pisonia aculeata,NA
NHNSW_2016,Ripogonum fawcettianum,leaf_area,mean,17063,mm2,Ripopgonum fawcetiianum,NA
NHNSW_2016,Rubus moluccanus,leaf_area,mean,32480,mm2,Rubus moluccanus,NA
NHNSW_2016,Sicyos australis,leaf_area,mean,25025,mm2,Sicyos australis,NA
