Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA,Melbourne,Adelaide,context,SLA_duplicate,seed_mass_duplicate,plant_height_duplicate,SLA_filtered,Plant height_filtered,Seed Mass_filtered
4,1,0,Apium annuum,APIACEAE,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,4,5,0.2,1,NA,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
4,1,0,Apium prostratum ssp prostratum,APIACEAE,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,3,0.3,1,NA,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Centella cordifolia,APIACEAE,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,3,0.2,3,a,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Daucus glochidiatus,APIACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,5,0.75,1,NA,4,2,0,0.78,1,1,18.45,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.75,NA
4,1,0,Eryngium ovinum,APIACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.6,3,b,1,2,2,1.95,1,1,6.54,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Eryngium vesiculosum,APIACEAE,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6,3,0.2,3,b,1,2,2,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
4,1,0,Hydrocotyle callicarpa,APIACEAE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,5,0.08,1,NA,1,2,0,0.41,1,1,31.14,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Hydrocotyle capillaris,APIACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,5,0.1,1,NA,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Hydrocotyle foveolata,APIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0.15,1,NA,1,2,0,0.22,1,1,31.35,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.15,NA
4,1,0,Hydrocotyle hirta,APIACEAE,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,0.05,2,a,2,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.05,NA
4,1,0,Hydrocotyle laxiflora,APIACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.2,3,a,1,2,0,0.24,1,1,23.34,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.2,NA
4,0,0,Hydrocotyle medicaginoides,APIACEAE,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,5,0.15,1,NA,2,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.15,NA
4,1,0,Hydrocotyle verticillata,APIACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.25,3,a,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,NA
4,1,0,Lilaeopsis polyantha,APIACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.25,3,a,7,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Platysace heterophylla,APIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0.4,1,NA,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.4,NA
4,0,0,Xanthosia huegelii,APIACEAE,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,0.15,1,NA,6,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.15,NA
4,1,0,Alyxia buxifolia,APOCYNACEAE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,2.5,1,NA,3,2,0,NA,2,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,2.5,NA
2,1,0,Asplenium flabellifolium,ASPLENIACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,0.5,3,a,2,2,0,0.001,0,1,16.81,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,NA,NA,NA,0.5,0.001
2,1,0,Pleurosorus rutifolius,ASPLENIACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.17,3,a,2,NA,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.17,0.001
4,0,0,Actites megalocarpa,ASTERACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,0.6,3,a,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.6,NA
4,1,0,Angianthus preissianus,ASTERACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,5,0.3,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
4,0,0,Brachyscome debilis,ASTERACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.25,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,NA
4,0,0,Brachyscome diversifolia,ASTERACEAE,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,3,0.5,1,NA,1,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
4,0,0,Brachyscome graminea,ASTERACEAE,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,3,0.7,2,a,4,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.7,NA
4,1,0,Brachyscome parvula,ASTERACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,0.45,1,NA,1,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.45,NA
4,1,0,Calocephalus citreus,ASTERACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,0.6,1,NA,2,2,0,0.2,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Calotis scapigera,ASTERACEAE,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,0.5,2,a,4,2,0,1.3,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,1.3
4,1,0,Cassinia arcuata,ASTERACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,2,2,0,0.026,1,NA,13.17,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,3,NA
4,1,0,Centipeda cunninghamii,ASTERACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,2,0.5,1,NA,1,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
4,1,0,Chrysocephalum apiculatum,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.6,3,a,2,2,0,0.12,1,NA,15.35,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Chrysocephalum semipapposum,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,3,a,2,2,0,0.04,1,NA,40.23,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,1,NA
4,1,0,Cotula australis,ASTERACEAE,1,1,1,1,NA,NA,NA,NA,NA,1,NA,3,5,0.2,1,NA,1,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Cymbonotus preissianus,ASTERACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.1,1,NA,1,2,0,2.28,1,NA,35.68,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,0,0,Eclipta platyglossa,ASTERACEAE,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,5,0.25,2,a,7,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,NA
4,1,0,Euchiton involucratus,ASTERACEAE,1,1,1,1,NA,NA,NA,NA,NA,1,NA,3,3,0.5,2,a,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Euchiton sphaericus,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,5,1,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1,NA
4,1,0,Gnaphalium indutum,ASTERACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.05,1,NA,1,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.05,NA
4,1,0,Helichrysum rutidolepis,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.5,3,a,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Helichrysum scorpioides,ASTERACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.5,3,a,2,2,0,0.12,1,NA,26.11,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Isoetopsis graminifolia,ASTERACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,0.1,1,NA,1,2,0,0.9,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.1,NA
4,1,0,Lagenophora gracilis,ASTERACEAE,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,0.25,3,a,1,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,NA
4,1,0,Lagenophora huegelii,ASTERACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.35,2,a,1,2,0,0.66,1,NA,29.26,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Lagenophora stipitata,ASTERACEAE,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,0.25,3,a,1,2,0,0.23,1,NA,30.68,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.25,NA
4,1,0,Leiocarpa panaetioides,ASTERACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.6,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.6,NA
4,1,0,Leptorhynchos squamatus ssp squamatus,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.4,1,NA,2,2,0,0.1,1,NA,12.983,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Millotia tenuifolia,ASTERACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0.15,1,NA,2,2,0,0.13,1,NA,32.58,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Minuria leptophylla,ASTERACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.3,1,NA,2,2,0,0.86,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.3,NA
4,1,0,Olearia axillaris,ASTERACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,1,2,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Olearia ramulosa,ASTERACEAE,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,8,1,2.5,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,2.5,NA
4,0,0,Podotheca angustifolia,ASTERACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0.3,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
4,1,0,Pseudognaphalium luteoalbum,ASTERACEAE,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,4,5,0.55,1,NA,2,2,0,0.003,1,NA,66.37,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.55,NA
4,1,0,Senecio hispidulus,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,1.3,1,NA,2,2,0,0.05,1,NA,19.68,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,1.3,NA
4,1,0,Senecio minimus,ASTERACEAE,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,5,1.2,1,NA,2,2,0,0.17,1,NA,25.8,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,1.2,NA
4,1,0,Senecio odoratus,ASTERACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,2,NA
4,1,0,Senecio quadridentatus,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,3,1,1.2,1,NA,2,2,0,0.18,1,NA,31.89,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Senecio squarrosus,ASTERACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,0.6,1,NA,2,2,0,0.296,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.6,NA
4,1,0,Senecio tenuiflorus,ASTERACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,5,0.7,1,NA,2,2,0,0.28,1,NA,41.45,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.7,NA
4,1,0,Solenogyne dominii,ASTERACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.2,3,a,1,2,0,0.25,1,NA,29.44,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.2,NA
4,1,0,Sonchus hydrophilus,ASTERACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5,1.7,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.7,NA
4,1,0,Stuartina muelleri,ASTERACEAE,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,5,0.12,1,NA,2,2,0,0.13,1,NA,58.32,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Triptilodiscus pygmaeus,ASTERACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0.12,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,0,0,Vittadinia cervicularis,ASTERACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.4,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.4,NA
4,1,0,Vittadinia cuneata,ASTERACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.4,1,NA,2,2,0,1.54,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Vittadinia dissecta,ASTERACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.35,1,NA,2,2,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Vittadinia gracilis,ASTERACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.4,1,NA,2,2,0,0.987,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
2,1,0,Azolla filiculoides,AZOLLACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,6,0.015,2,c,7,12,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.015,0.001
2,1,0,Blechnum minus,BLECHNACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,3,a,2,2,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,2,0.001
2,1,0,Blechnum nudum,BLECHNACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,0.6,3,a,2,2,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.6,0.001
2,1,0,Blechnum wattsii,BLECHNACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1,1.25,3,a,2,2,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.25,0.001
4,1,0,Cynoglossum australe,BORAGINACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,4,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Cynoglossum suaveolens,BORAGINACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,3,a,6,2,0,4.44,1,1,13.88,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,1,NA
4,0,0,Myosotis australis,BORAGINACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.3,1,NA,4,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
4,1,0,Cardamine paucijuga,BRASSICACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0.4,1,NA,8,12,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Lepidium pseudohyssopifolium,BRASSICACEAE,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,3,1,0.6,1,NA,2,12,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Rorippa laciniata,BRASSICACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,0.4,1,NA,1,12,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Brunonia australis,BRUNONIACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,0.1,2,a,2,3,0,0.74,1,1,31.18,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.1,NA
4,0,0,Senna artemisioides,CAESALPINIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,2,2,0,NA,1,1,3.21,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,3.21,3,NA
4,0,0,Callitriche umbonata,CALLITRICHACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,5,0.1,1,NA,2,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.1,NA
4,1,0,Lobelia gibbosa,CAMPANULACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0.6,1,NA,2,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.6,NA
4,1,0,Lobelia pedunculata,CAMPANULACEAE,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.05,2,a,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.05,NA
4,1,0,Wahlenbergia communis,CAMPANULACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,3,3,0.75,1,NA,2,2,0,0.01,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Wahlenbergia gracilenta,CAMPANULACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,5,0.5,1,NA,2,2,0,0.003,1,1,49.15,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.5,NA
4,1,0,Wahlenbergia gracilis,CAMPANULACEAE,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,3,3,0.5,1,NA,2,2,0,0.03,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Wahlenbergia luteola,CAMPANULACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.6,1,NA,2,2,0,0.0104,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.6,NA
4,1,0,Wahlenbergia multicaulis,CAMPANULACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.75,3,d,2,2,0,0.008,1,1,44.27,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Wahlenbergia stricta ssp stricta,CAMPANULACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.9,3,d,2,2,0,0.005,1,1,30.3,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Allocasuarina verticillata,CASUARINACEAE,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,9,1,11,1,NA,2,1,0,4.04,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,11,4.04
3,1,0,Aphelia gracilis,CENTROLEPIDACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.04,1,NA,1,NA,0,NA,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
