taxon_name,entity_type,entity_context,location_name,trait,trait_value_raw,trait_value,trait_value_clean,value_type,unit,error_type,error_value,n,context,source_section,notes
Erica coarctata,species,,,pollen_tackiness,dry,,dry,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09)."
Erica labialis,species,,,pollen_tackiness,dry,,dry,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09)."
Richea acerosa,species,,,stigma_shape,capitate,,capitate,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea milliganii,species,,,stigma_shape,small,,small,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea sprengelioides,species,,,stigma_shape,small,,small,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea procera,species,,,stigma_shape,small,,small,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea scoparia,species,,,stigma_shape,capitate,,capitate,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea pandanifolia,species,,,stigma_shape,rounded,,rounded,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea continentis,species,,,stigma_shape,rounded,,rounded,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea victoriana,species,,,stigma_shape,small,,small,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Erica coarctata,species,,,stigma_shape,capitate,,capitate,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Erica labialis,species,,,stigma_shape,small,,small,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Distinct from flower_stigma_length (no lengths given in source)."
Richea acerosa,species,,,flower_nectar_production,+,nectar_produced,nectar_produced,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea milliganii,species,,,flower_nectar_production,+,nectar_produced,nectar_produced,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea sprengelioides,species,,,flower_nectar_production,-,nectar_absent,nectar_absent,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea procera,species,,,flower_nectar_production,-,nectar_absent,nectar_absent,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea scoparia,species,,,flower_nectar_production,+,nectar_produced,nectar_produced,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea pandanifolia,species,,,flower_nectar_production,+,nectar_produced,nectar_produced,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea continentis,species,,,flower_nectar_production,+,nectar_produced,nectar_produced,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea victoriana,species,,,flower_nectar_production,-,nectar_absent,nectar_absent,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Erica coarctata,species,,,flower_nectar_production,-,nectar_absent,nectar_absent,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Erica labialis,species,,,flower_nectar_production,+,nectar_produced,nectar_produced,mode,,,,,,"Table 1, p.60",'+'/'-' as coded in source Table 1 (Nectary column).
Richea acerosa,species,,,flower_nectar_sugar_concentration,13,,13,raw,%,,,,,"Table 1, p.60",
Richea milliganii,species,,,flower_nectar_sugar_concentration,?,,,,%,,,,,"Table 1, p.60","Nectar present (Table 1) but concentration not determined/reported ('?' in source)."
Richea scoparia,species,,,flower_nectar_sugar_concentration,~23,,23,raw,%,,,,,"Table 1, p.60","Approximate value ('~') as given in source."
Richea pandanifolia,species,,,flower_nectar_sugar_concentration,?,,,,%,,,,,"Table 1, p.60","Nectar present (Table 1) but concentration not determined/reported ('?' in source)."
Richea continentis,species,,,flower_nectar_sugar_concentration,10,,10,raw,%,,,,,"Table 1, p.60",
Erica labialis,species,,,flower_nectar_sugar_concentration,?,,,,%,,,,,"Table 1, p.60","Nectar present (Table 1) but concentration not determined/reported ('?' in source)."
Richea acerosa,species,,,flower_filament_length,4-6,,4,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea acerosa,species,,,flower_filament_length,4-6,,6,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea milliganii,species,,,flower_filament_length,20-25,,20,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea milliganii,species,,,flower_filament_length,20-25,,25,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea sprengelioides,species,,,flower_filament_length,8-10,,8,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea sprengelioides,species,,,flower_filament_length,8-10,,10,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea procera,species,,,flower_filament_length,5-6,,5,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea procera,species,,,flower_filament_length,5-6,,6,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea scoparia,species,,,flower_filament_length,3.5-5,,3.5,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea scoparia,species,,,flower_filament_length,3.5-5,,5,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea pandanifolia,species,,,flower_filament_length,~2.5,,2.5,raw,mm,,,,,"Table 1, p.60","Approximate value ('~') as given in source. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea continentis,species,,,flower_filament_length,2-3,,2,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea continentis,species,,,flower_filament_length,2-3,,3,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea victoriana,species,,,flower_filament_length,2-3.5,,2,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea victoriana,species,,,flower_filament_length,2-3.5,,3.5,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Erica coarctata,species,,,flower_filament_length,0.5,,0.5,raw,mm,,,,,"Table 1, p.60",
Erica labialis,species,,,flower_filament_length,4-4.5,,4,minimum,mm,,,,,"Table 1, p.60",
Erica labialis,species,,,flower_filament_length,4-4.5,,4.5,maximum,mm,,,,,"Table 1, p.60",
Richea acerosa,species,,,style_filament_length_ratio_category,<,,style shorter than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '<' = style shorter than filament. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea milliganii,species,,,style_filament_length_ratio_category,=,,style and filament approximately equal length,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '=' = style and filament approximately equal length. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea sprengelioides,species,,,style_filament_length_ratio_category,=,,style and filament approximately equal length,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '=' = style and filament approximately equal length. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea procera,species,,,style_filament_length_ratio_category,>,,style longer than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '>' = style longer than filament. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea scoparia,species,,,style_filament_length_ratio_category,<,,style shorter than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '<' = style shorter than filament. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea pandanifolia,species,,,style_filament_length_ratio_category,=,,style and filament approximately equal length,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '=' = style and filament approximately equal length. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea continentis,species,,,style_filament_length_ratio_category,<,,style shorter than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '<' = style shorter than filament. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea victoriana,species,,,style_filament_length_ratio_category,<,,style shorter than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '<' = style shorter than filament. Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Erica coarctata,species,,,style_filament_length_ratio_category,>,,style longer than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '>' = style longer than filament."
Erica labialis,species,,,style_filament_length_ratio_category,>,,style longer than filament,mode,,,,,,"Table 1, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). '>' = style longer than filament."
Richea acerosa,species,,,flower_anther_length,1,,1,raw,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea milliganii,species,,,flower_anther_length,2,,2,raw,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea sprengelioides,species,,,flower_anther_length,2,,2,raw,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea procera,species,,,flower_anther_length,2.3-2.8,,2.3,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea procera,species,,,flower_anther_length,2.3-2.8,,2.8,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea scoparia,species,,,flower_anther_length,1,,1,raw,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea pandanifolia,species,,,flower_anther_length,1,,1,raw,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea continentis,species,,,flower_anther_length,1,,1,raw,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea victoriana,species,,,flower_anther_length,1-1.5,,1,minimum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Richea victoriana,species,,,flower_anther_length,1-1.5,,1.5,maximum,mm,,,,,"Table 1, p.60","Value taken by this source from Menadue & Crowden (2000) 'Taxonomic revision of Richea (Epacridaceae)', not an original measurement of this paper (Table 1 footnote, p.60)."
Erica coarctata,species,,,flower_anther_length,.5,,0.5,raw,mm,,,,,"Table 1, p.60",
Erica labialis,species,,,flower_anther_length,1.2,,1.2,raw,mm,,,,,"Table 1, p.60",
Richea acerosa,species,,,flower_ovules_per_functional_carpel_count,23.5,,23.5,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Richea acerosa,species,,,ovary_locule_number,5,,5,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Richea acerosa,species,,,flower_pollen_ovule_ratio,1884,,1884,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Richea continentis,species,,,flower_ovules_per_functional_carpel_count,43,,43,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Richea continentis,species,,,ovary_locule_number,5,,5,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Richea continentis,species,,,flower_pollen_ovule_ratio,6265,,6265,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Richea scoparia,species,,,flower_ovules_per_functional_carpel_count,37.0,,37.0,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Richea scoparia,species,,,ovary_locule_number,5,,5,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Richea scoparia,species,,,flower_pollen_ovule_ratio,6858,,6858,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Richea sprengelioides,species,,,flower_ovules_per_functional_carpel_count,34.6,,34.6,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Richea sprengelioides,species,,,ovary_locule_number,5,,5,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Richea sprengelioides,species,,,flower_pollen_ovule_ratio,12165,,12165,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Richea milliganii,species,,,flower_ovules_per_functional_carpel_count,40.9,,40.9,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Richea milliganii,species,,,ovary_locule_number,5,,5,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Richea milliganii,species,,,flower_pollen_ovule_ratio,18649,,18649,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Richea victoriana,species,,,flower_ovules_per_functional_carpel_count,9.8,,9.8,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Richea victoriana,species,,,ovary_locule_number,5,,5,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Richea victoriana,species,,,flower_pollen_ovule_ratio,49700,,49700,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Erica labialis,species,,,flower_ovules_per_functional_carpel_count,1.0,,1.0,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Erica labialis,species,,,ovary_locule_number,2,,2,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Erica labialis,species,,,flower_pollen_ovule_ratio,18574,,18574,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Erica coarctata,species,,,flower_ovules_per_functional_carpel_count,8.9,,8.9,mean,{count},,,>=6,,"Table 2, p.60","'Ovules/loculus' in source; mean of counts from >=6 flowers per species (Methods, p.59). Assumes 1 loculus = 1 functional carpel in this syncarpous family."
Erica coarctata,species,,,ovary_locule_number,4,,4,raw,{count},,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09); 'number of loculi in ovary' as given in source (parenthetical in Table 2 header). Possible candidate match: flower_structural_carpels_count, assuming 1 loculus = 1 carpel -- confirm before use."
Erica coarctata,species,,,flower_pollen_ovule_ratio,23484,,23484,raw,,,,,,"Table 2, p.60","Pollen count per flower calculated from a mean of 6 digestion counts (Methods, p.59); ovule count from >=6 flowers."
Richea procera,species,,,flower_pollen_ovule_ratio,,,,,,,,,,"Discussion, p.62","Candidate trait, not in config/traits.yml (checked 2026-09). Ratio not calculable: 'anthers were not available to calculate pollen content for R. procera' -- explicitly stated gap, not a silent omission. Ovule count for R. procera is also absent from Table 2, unexplained in text."
Richea pandanifolia,species,,,flower_pollen_ovule_ratio,,,,,,,,,,"Table 2, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). R. pandanifolia has no ovule count or pollen:ovule ratio row in Table 2, and the source gives no explanation for this gap (contrast with R. procera, where the gap is explicitly explained in the Discussion)."
Richea procera,species,,,flower_scent_production,absent,scent_absent,scent_absent,mode,,,,,,"Table 3, p.64","Only reported in Table 3 for this subset of species (those discussed as candidates for wind pollination); scent not reported one way or the other for R. acerosa, R. scoparia, R. pandanifolia or R. continentis, so not assumed for them."
Richea sprengelioides,species,,,flower_scent_production,absent,scent_absent,scent_absent,mode,,,,,,"Table 3, p.64","Only reported in Table 3 for this subset of species (those discussed as candidates for wind pollination); scent not reported one way or the other for R. acerosa, R. scoparia, R. pandanifolia or R. continentis, so not assumed for them."
Richea victoriana,species,,,flower_scent_production,absent,scent_absent,scent_absent,mode,,,,,,"Table 3, p.64","Only reported in Table 3 for this subset of species (those discussed as candidates for wind pollination); scent not reported one way or the other for R. acerosa, R. scoparia, R. pandanifolia or R. continentis, so not assumed for them."
Richea milliganii,species,,,flower_scent_production,absent,scent_absent,scent_absent,mode,,,,,,"Table 3, p.64","Only reported in Table 3 for this subset of species (those discussed as candidates for wind pollination); scent not reported one way or the other for R. acerosa, R. scoparia, R. pandanifolia or R. continentis, so not assumed for them."
Erica coarctata,species,,,flower_scent_production,absent,scent_absent,scent_absent,mode,,,,,,"Table 3, p.64","Only reported in Table 3 for this subset of species (those discussed as candidates for wind pollination); scent not reported one way or the other for R. acerosa, R. scoparia, R. pandanifolia or R. continentis, so not assumed for them."
Erica labialis,species,,,flower_scent_production,absent,scent_absent,scent_absent,mode,,,,,,"Table 3, p.64","Only reported in Table 3 for this subset of species (those discussed as candidates for wind pollination); scent not reported one way or the other for R. acerosa, R. scoparia, R. pandanifolia or R. continentis, so not assumed for them."
Richea acerosa,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea milliganii,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea sprengelioides,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea procera,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
