item_ID,gathering_date,latitude (deg),longitude (deg),locality,collector,species_name,site_name,site_name_shorter
1196129,1/13/1979,-34.5833,118.7333,Stirling district; 3.5 km NW of Cape Riche.,"Barnsley, B.",Melaleuca violacea  ,site_at_-34.5833_degS_and_118.7333_degE,site_at_-34.5833_degS_and_118.7333_degE
1210768,1/6/1979,-33.4667,123.4667,SW slopes of Mt Ragged 2/3 rds of the way up.,"Barnsley, B.",Acacia crassiuscula  ,site_at_-33.4667_degS_and_123.4667_degE,site_at_-33.4667_degS_and_123.4667_degE
1211770,1/7/1979,-33.75,123.3333,54 km SW of Israelite Bay along road to Esperance.,"Barnsley, B.",Allocasuarina thuyoides  ,site_at_-33.75_degS_and_123.3333_degE,site_at_-33.75_degS_and_123.3333_degE
1212341,1/7/1979,-33.75,122.65,116 km from Israelite Bay along road to Esperance.,"Barnsley, B.",Hakea trifurcata  ,site_at_-33.75_degS_and_122.65_degE,site_at_-33.75_degS_and_122.65_degE
1437360,1/7/1979,-33.75,122.65,116 km from Israelite Bay along road to Esperance.,"Barnsley, B.",Hakea trifurcata  ,site_at_-33.75_degS_and_122.65_degE,site_at_-33.75_degS_and_122.65_degE
1438784,1/7/1979,-33.75,122.3333,145 km from Israelite Bay along road to Esperance.,"Barnsley, B.",Acacia cyclops  ,site_at_-33.75_degS_and_122.3333_degE,site_at_-33.75_degS_and_122.3333_degE
1205937,1/7/1979,-33.7333,122.2333,160 km from Israelite Bay along road to Esperance.,"Barnsley, B.",Lomandra hastilis  ,site_at_-33.7333_degS_and_122.2333_degE,site_at_-33.7333_degS_and_122.2333_degE
1164111,5/26/1997,-42.1,146.3167,"Central Plateau. 600m from Clarence Lagoon, SW of where it enters Clarence River. On old road from Lyell Highway.","Barnes, R.",Wahlenbergia saxicola  ,site_at_-42.1_degS_and_146.3167_degE,site_at_-42.1_degS_and_146.3167_degE
1163628,5/26/1997,-42.1,146.3167,"Central Plateau. 600 m from Clarence Lagoon, SW of where it enters Clarence River, on old road from Lyell Highway.","Barnes, R.",Coprosma nitida  ,site_at_-42.1_degS_and_146.3167_degE,site_at_-42.1_degS_and_146.3167_degE
1438248,1/31/1979,-31.0833,121.0167,26 km SSW of Coolgardie along road to Gnarlbine Rock.,"Barnsley, B.",Glycyrrhiza acanthocarpa  ,site_at_-31.0833_degS_and_121.0167_degE,site_at_-31.0833_degS_and_121.0167_degE
1438946,1/31/1979,-31.0833,121.0167,26 km SSW of Coolgardie along road to Gnarlbine Rock.,"Barnsley, B.",Glycyrrhiza acanthocarpa  ,site_at_-31.0833_degS_and_121.0167_degE,site_at_-31.0833_degS_and_121.0167_degE
1404975,1/21/1979,-34.0667,115.7667,68 km from Pemberton along the road from Nannup.,"Barnsley, B.",Isopogon sphaerocephalus  ,site_at_-34.0667_degS_and_115.7667_degE,site_at_-34.0667_degS_and_115.7667_degE
1199281,1/8/1979,-33.7,120.8667,106 km W of Esperance at Munglinup River crossing.,"Barnsley, B.",Allocasuarina lehmanniana subsp. ecarinata,site_at_-33.7_degS_and_120.8667_degE,site_at_-33.7_degS_and_120.8667_degE
1437437,1/16/1979,-33.55,118.1667,Stirling district; 2 km from Nyabing along road to Pingrup.,"Barnsley, B.",Calothamnus planifolius  ,site_at_-33.55_degS_and_118.1667_degE,site_at_-33.55_degS_and_118.1667_degE
1193500,1/16/1979,-33.55,118.1667,Stirling district; 2 km from Nyabing along road to Pingrup.,"Barnsley, B.",Petrophile brevifolia  ,site_at_-33.55_degS_and_118.1667_degE,site_at_-33.55_degS_and_118.1667_degE
1437436,1/9/1979,-33.6167,120.15,"Ravensthorpe area, just below summit of Mount Desmond.","Barnsley, B.",Calothamnus pinifolius  ,site_at_-33.6167_degS_and_120.15_degE,site_at_-33.6167_degS_and_120.15_degE
1210513,1987-11,-34.0833,146.2167,"near Griffith, Cocoparra National Park, Woolshed Falls picnic area.",ANBG,Acacia deanei  ,site_at_-34.0833_degS_and_146.2167_degE,site_at_-34.0833_degS_and_146.2167_degE
1437196,1/22/1979,-33.3,116.75,5 km from Darkan along road to Williams.,"Barnsley, B.",Banksia squarrosa subsp. squarrosa,site_at_-33.3_degS_and_116.75_degE,site_at_-33.3_degS_and_116.75_degE
1437490,1/22/1979,-33.3,116.75,5 km from Darkan along road to Williams.,"Barnsley, B.",Ptilotus drummondii var. drummondii,site_at_-33.3_degS_and_116.75_degE,site_at_-33.3_degS_and_116.75_degE
1271280,12/12/1984,-28.2333,114.6333,16 km N of Northampton.,ANBG,Banksia prionotes  ,site_at_-28.2333_degS_and_114.6333_degE,site_at_-28.2333_degS_and_114.6333_degE
1276327,12/4/1984,-31.4167,115.6667,Wabling Lookout.,ANBG,Hemigenia barbata  ,site_at_-31.4167_degS_and_115.6667_degE,site_at_-31.4167_degS_and_115.6667_degE
1437450,1/24/1979,-30.0667,115.3167,2 km W of Brand Highway along Green Head Road.,"Barnsley, B.",Tersonia cyathiflora  ,site_at_-30.0667_degS_and_115.3167_degE,site_at_-30.0667_degS_and_115.3167_degE
1404791,1/24/1979,-29.8167,115.25,Near Railway crossing at Enneaba on road to Lake Indoon.,"Barnsley, B.",Eremaea violacea subsp. violacea,site_at_-29.8167_degS_and_115.25_degE,site_at_-29.8167_degS_and_115.25_degE
1404588,1/26/1979,-30.8333,116.6333,25 km from Piawaning along road to Wongan Hills town.,"Barnsley, B.",Calothamnus asper  ,site_at_-30.8333_degS_and_116.6333_degE,site_at_-30.8333_degS_and_116.6333_degE
1404592,1/26/1979,-30.8333,116.65,28 km from Piawaning along road to Wongan Hills town.,"Barnsley, B.",Petrophile shuttleworthiana  ,site_at_-30.8333_degS_and_116.65_degE,site_at_-30.8333_degS_and_116.65_degE
1337986,11/23/1984,-33.75,150.3333,"Narrow Neck Plateau, 4 km from Katoomba.","Beesley, P.",Eucalyptus stricta  ,site_at_-33.75_degS_and_150.3333_degE,site_at_-33.75_degS_and_150.3333_degE
1276164,10/5/1984,-23.15,115.1,44 km S of Barradale.,ANBG,Scaevola sericophylla  ,site_at_-23.15_degS_and_115.1_degE,site_at_-23.15_degS_and_115.1_degE
1269255,NA,NA,NA,No locality given.,ANBG,Banksia violacea  ,No locality given.,No locality given.
1437876,1/27/1979,-31.7667,117.4667,"17 km S of Tammin, Charles Gardner Flora reserve, NW corner.","Barnsley, B.",Eremaea pauciflora var. pauciflora,site_at_-31.7667_degS_and_117.4667_degE,site_at_-31.7667_degS_and_117.4667_degE
1404091,1/27/1979,-31.7667,117.4833,"17 km S of Tammin, Charles Gardner Flora Reserve, 2 km E of NW corner.","Barnsley, B.",Banksia splendida subsp. splendida,site_at_-31.7667_degS_and_117.4833_degE,site_at_-31.7667_degS_and_117.4833_degE
1404220,1/29/1979,-32.7333,118.9333,32 km E of Pingaring along road to Varley.,"Barnsley, B.",Regelia inops  ,site_at_-32.7333_degS_and_118.9333_degE,site_at_-32.7333_degS_and_118.9333_degE
1404319,1/29/1979,-32.2167,118.9333,"Ca 26 km NNE of Hyden, 8 km SE of Anderson Rocks.","Barnsley, B.",Beaufortia empetrifolia  ,site_at_-32.2167_degS_and_118.9333_degE,site_at_-32.2167_degS_and_118.9333_degE
1269660,11/21/1985,-32.8167,118.8833,46 km S of Hyden.,ANBG,Microcorys ericifolia  ,site_at_-32.8167_degS_and_118.8833_degE,site_at_-32.8167_degS_and_118.8833_degE
1270275,12/29/1986,-31.95,115.8333,"CULTIVATED Kings Park, Perth.",ANBG,Trachymene coerulea  ,site_at_-31.95_degS_and_115.8333_degE,site_at_-31.95_degS_and_115.8333_degE
1264078,12/9/1983,-28.45,116.0167,55 km E of Mullewa.,ANBG,Dasymalla terminalis  ,site_at_-28.45_degS_and_116.0167_degE,site_at_-28.45_degS_and_116.0167_degE
1269717,10/16/1980,NA,NA,67 km N of Wubin.,ANBG,Arthropodium capillipes  ,67 km N of Wubin.,67 km N of Wubin.
1183582,10/8/1990,-26.4167,150.6833,"Barakula State Forest, 42 km N of Chinchilla on Aubon Road.","Ballingall, M.E.",Melaleuca uncinata  ,site_at_-26.4167_degS_and_150.6833_degE,site_at_-26.4167_degS_and_150.6833_degE
1437892,12/5/1986,-28.05,152.3833,"QMO/QDD Great Dividing Range, Mt Cordeaux, c. 2 km along walking track to summit.","Beesley, P.",Leptospermum polygalifolium subsp. montanum,site_at_-28.05_degS_and_152.3833_degE,site_at_-28.05_degS_and_152.3833_degE
1266353,12/6/1986,-27.6,152.85,"New Chum, next to coal mine, c. 8 km ENE of Ipswich.","Beesley, P.",Eucalyptus curtisii  ,site_at_-27.6_degS_and_152.85_degE,site_at_-27.6_degS_and_152.85_degE
1437128,1/8/1979,-33.65,120.5,45 km E of Ravensthorpe.,"Barnsley, B.",Petrophile cyathiforma  ,site_at_-33.65_degS_and_120.5_degE,site_at_-33.65_degS_and_120.5_degE
1261808,12/13/1986,-28.5333,153.5333,Western end of the Brunswick Heads Nature Reserve.,"Beesley, P.",Flindersia bennettiana  ,site_at_-28.5333_degS_and_153.5333_degE,site_at_-28.5333_degS_and_153.5333_degE
1437087,10/10/1977,-34.6667,141.75,"ca 62 km SW of Mildura; 3 km W of abandoned railhead, near Rocket Lake.","Barnsley, B.",Leptospermum coriaceum  ,site_at_-34.6667_degS_and_141.75_degE,site_at_-34.6667_degS_and_141.75_degE
1343392,7/26/1989,NA,NA,No locality given.,ANBG,Wikstroemia australis  ,No locality given.,No locality given.
1343607,7/26/1989,NA,NA,No locality given.,ANBG,Wikstroemia australis  ,No locality given.,No locality given.
1438707,1/24/1979,-29.8833,115.2167,11 km N of Green Head Road along Eneabba South Road.,"Barnsley, B.",Xylomelum angustifolium  ,site_at_-29.8833_degS_and_115.2167_degE,site_at_-29.8833_degS_and_115.2167_degE
1437741,2/21/1980,-36.3833,148.3667,Kosciusko National Park. Guthega River at footbridge.,"Barnsley, B.",Leptinella filicula  ,site_at_-36.3833_degS_and_148.3667_degE,site_at_-36.3833_degS_and_148.3667_degE
1437742,2/21/1980,-36.3833,148.3667,Kosciusko National Park. Guthega River at footbridge.,"Barnsley, B.",Leptinella filicula  ,site_at_-36.3833_degS_and_148.3667_degE,site_at_-36.3833_degS_and_148.3667_degE
1355277,12/29/1979,-43.2083,147.3833,"Bruny Island, 0.5 km E of Sadgrove Point SE end of Great Bay.","Briggs, J.D.",Acacia suaveolens  ,site_at_-43.2083_degS_and_147.3833_degE,site_at_-43.2083_degS_and_147.3833_degE
1307457,4/28/1978,-33.7333,150.3333,"50 m W. of Sublime Point Lookout, Blue Mountains.","Briggs, J.D.",Eucalyptus cunninghamii  ,site_at_-33.7333_degS_and_150.3333_degE,site_at_-33.7333_degS_and_150.3333_degE
1342581,11/20/1984,-33.6667,151.25,"Kuring-gai Chase National Park, bridge at McCarrs Creek, 5 km along McCarrs Creek Road from Mona Vale Road.","Beesley, P.",Acacia terminalis  ,site_at_-33.6667_degS_and_151.25_degE,site_at_-33.6667_degS_and_151.25_degE
1375024,8/24/1980,-37.8667,144.25,"Brisbane Ranges, Anakie Gorge.","Boden, R.W.",Eucalyptus yarraensis  ,site_at_-37.8667_degS_and_144.25_degE,site_at_-37.8667_degS_and_144.25_degE
1249339,10/8/1986,-36.4,146.2333,E. foot of the Warby Range 3.2 km W. of the Hume Highway on the Taminick Gap road then 250 m N. of the road. On property of C.D. Nason.,"Briggs, J.D.",Eucalyptus cadens  ,site_at_-36.4_degS_and_146.2333_degE,site_at_-36.4_degS_and_146.2333_degE
1195333,12/22/1988,NA,NA,"Gympie district, 10 km SE of Kilkivan, Oakview State Forest, track along creek near forestry camp.","Bird, L.",Arytera microphylla  ,"Gympie district, 10 km SE of Kilkivan, Oakview State Forest, track along creek near forestry camp.","Gympie district, 10 km SE of Kilkivan, Oakview State Forest, track along creek near fo"
1289687,5/6/1990,-28.2,152.5,"40 km SW of Boonah, Mt Bangalora.","Bird, L.",Hakea eriantha  ,site_at_-28.2_degS_and_152.5_degE,site_at_-28.2_degS_and_152.5_degE
1437409,10/2/1990,NA,NA,26 km SW of Gatton Clifton Road at Falls Creek.,"Bird, L.",Callistemon formosus  ,26 km SW of Gatton Clifton Road at Falls Creek.,26 km SW of Gatton Clifton Road at Falls Creek.
1438294,1/4/1979,-31.8833,133.3833,"Ca 30 km NW of Ceduna, 2 km NW of Koonibba Trig.","Barnsley, B.",Angianthus tomentosus  ,site_at_-31.8833_degS_and_133.3833_degE,site_at_-31.8833_degS_and_133.3833_degE
1350875,9/26/1980,-32.1667,118.3333,13.4 km S of Naremeen towards Kondinin.,"Briggs, J.D.",Eucalyptus erythronema subsp. erythronema,site_at_-32.1667_degS_and_118.3333_degE,site_at_-32.1667_degS_and_118.3333_degE
1206340,1/12/1979,-33.9281,120.0231,"Fitzgerald River National Park, E Mt Barren Southern foot.","Barnsley, B.",Lysinema ciliatum  ,site_at_-33.9281_degS_and_120.0231_degE,site_at_-33.9281_degS_and_120.0231_degE
1193941,7/9/1983,-36.5,144.3333,"NNE of Bendigo, 19 km N of Huntly along Millwood road.","Briggs, J.D.",Lepidium pseudopapillosum  ,site_at_-36.5_degS_and_144.3333_degE,site_at_-36.5_degS_and_144.3333_degE
1266478,12/6/1986,-27.6167,152.8667,"Collingwood Park Estate, c. 10 km E of Ipswich.","Beesley, P.",Eucalyptus curtisii  ,site_at_-27.6167_degS_and_152.8667_degE,site_at_-27.6167_degS_and_152.8667_degE
1262396,12/9/1986,-26.6167,152.9667,"Northern tributary of Petrie Creek, nothern outskirts of Nambour, picnic area, just N of Major intersection of Bli Bli - Mapleton road.","Beesley, P.",Hovea acutifolia  ,site_at_-26.6167_degS_and_152.9667_degE,site_at_-26.6167_degS_and_152.9667_degE
1493467,10/12/1979,-33.8667,143.7333,Hatfield near hotel.,"Canning, E.M.",Goodenia cycloptera  ,site_at_-33.8667_degS_and_143.7333_degE,site_at_-33.8667_degS_and_143.7333_degE
1329391,11/7/1989,-33.6333,150.3333,"Govetts Leap Lookout, c. 75 m along track down into Grose Valley.","Butler, G.",Isopogon fletcheri  ,site_at_-33.6333_degS_and_150.3333_degE,site_at_-33.6333_degS_and_150.3333_degE
1329912,11/8/1989,-33.45,151,South of Maroota; 4.3 km N of Canoelands turnoff (see map on back of field note book page).,"Butler, G.",Acacia suaveolens  ,site_at_-33.45_degS_and_151_degE,site_at_-33.45_degS_and_151_degE
1491923,9/17/1989,-35.3333,149.7333,"Shoalhaven River, 200 m downstream from Warri Bridge.","Butler, G.",Callitris endlicheri  ,site_at_-35.3333_degS_and_149.7333_degE,site_at_-35.3333_degS_and_149.7333_degE
1436136,12/6/1991,-35.3667,148.7,6.8 km from Goodradigbee River towards Tumut.,"Butler, G.",Leptospermum continentale  ,site_at_-35.3667_degS_and_148.7_degE,site_at_-35.3667_degS_and_148.7_degE
1190815,12/6/1991,-35.3333,148.6833,8 km from Goodradigbee River towards Tumut on Tumut-Canberra road.,"Butler, G.",Eucalyptus stellulata  ,site_at_-35.3333_degS_and_148.6833_degE,site_at_-35.3333_degS_and_148.6833_degE
1325670,4/19/1980,-26.3333,150,12 km NW of Gurulmundi.,"Briggs, J.D.",Eucalyptus tenuipes  ,site_at_-26.3333_degS_and_150_degE,site_at_-26.3333_degS_and_150_degE
1207062,5/23/1988,-33.5,143.0833,"South Far Western Plains 37 km from Lake Mungo towards Pooncarrie, near Garnpung Station.","Butler, G.",Eucalyptus socialis subsp. socialis,site_at_-33.5_degS_and_143.0833_degE,site_at_-33.5_degS_and_143.0833_degE
1493454,5/23/1988,-33.5,143.0833,"South Far Western Plains 37 km from Lake Mungo towards Pooncarrie, near Garnpung Station.","Butler, G.",Eucalyptus socialis subsp. socialis,site_at_-33.5_degS_and_143.0833_degE,site_at_-33.5_degS_and_143.0833_degE
1190775,5/24/1992,-42.9167,147.35,Mt Nelson Lookout.,"Burns, R.",Olearia ericoides  ,site_at_-42.9167_degS_and_147.35_degE,site_at_-42.9167_degS_and_147.35_degE
1438138,2/20/1981,-35.2833,149.1167,"CULTIVATED National Botanic Gardens, Canberra. (7800466S).","Canning, E.M.",Chrysocephalum eremaeum  ,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE
1375551,10/14/1983,-28.125,148.625,14 km from St. George toward Noondoo.,"Canning, E.M.",Atriplex leptocarpa  ,site_at_-28.125_degS_and_148.625_degE,site_at_-28.125_degS_and_148.625_degE
1460516,10/17/1979,-33.2167,145.1,Willandra National Park along Merton Motor Trail to SW; c. 5 km from shearers quarters.,"Canning, E.M.",Maireana pentagona  ,site_at_-33.2167_degS_and_145.1_degE,site_at_-33.2167_degS_and_145.1_degE
1454919,10/25/1983,-25.9167,144.6333,3.9 km from Adavale toward Charleville.,"Canning, E.M.",Maireana georgei  ,site_at_-25.9167_degS_and_144.6333_degE,site_at_-25.9167_degS_and_144.6333_degE
1196992,9/24/1983,-36.3,150.0333,"Bodalla State Forest, Mt Dromedary Flora Reserve, along rainforest trail.","Canning, E.M.",Melaleuca hypericifolia  ,site_at_-36.3_degS_and_150.0333_degE,site_at_-36.3_degS_and_150.0333_degE
1438221,4/23/1968,-14.3,132.4667,Katherine Gorge National Park.,"Byrnes, N.",Leptosema uniflorum  ,site_at_-14.3_degS_and_132.4667_degE,site_at_-14.3_degS_and_132.4667_degE
1438927,4/23/1968,-14.3,132.4667,Katherine Gorge National Park.,"Byrnes, N.",Leptosema uniflorum  ,site_at_-14.3_degS_and_132.4667_degE,site_at_-14.3_degS_and_132.4667_degE
1438928,4/23/1968,-14.3,132.4667,Katherine Gorge National Park.,"Byrnes, N.",Leptosema uniflorum  ,site_at_-14.3_degS_and_132.4667_degE,site_at_-14.3_degS_and_132.4667_degE
1372445,10/27/1983,-26.85,144.95,"35.1 km from Cheepie toward Quilpie, via Cowley Station.","Canning, E.M.",Trachymene ochracea  ,site_at_-26.85_degS_and_144.95_degE,site_at_-26.85_degS_and_144.95_degE
1458866,10/28/1983,-27.5417,144.475,"15 km from Prairie turnoff the Quilpie-Thargomindah road, toward Eulo.","Canning, E.M.",Eremophila bowmanii subsp. bowmanii,site_at_-27.5417_degS_and_144.475_degE,site_at_-27.5417_degS_and_144.475_degE
1318836,12/1/1982,-33.1333,137.1833,"72.6km from Kimba toward Whyalla, in Sinclairs Pass.","Canning, E.M.",Eucalyptus brachycalyx  ,site_at_-33.1333_degS_and_137.1833_degE,site_at_-33.1333_degS_and_137.1833_degE
1315153,12/6/1982,-34.5,137.6167,27.9 km from Minlaton toward Maitland. Along roadside.,"Canning, E.M.",Alyxia buxifolia  ,site_at_-34.5_degS_and_137.6167_degE,site_at_-34.5_degS_and_137.6167_degE
1315232,12/7/1982,-35.2833,136.9333,Innes National Park 1.4 km from Stenhouse Bay toward Inneston.,"Canning, E.M.",Carpobrotus rossii  ,site_at_-35.2833_degS_and_136.9333_degE,site_at_-35.2833_degS_and_136.9333_degE
1315570,12/7/1982,-35.2833,136.9333,Innes National Park 1.4 km from Stenhouse Bay toward Inneston.,"Canning, E.M.",Acacia anceps  ,site_at_-35.2833_degS_and_136.9333_degE,site_at_-35.2833_degS_and_136.9333_degE
1315730,12/7/1982,-35.2833,136.9333,Innes National Park 1.4 km from Stenhouse Bay toward Inneston.,"Canning, E.M.",Goodenia varia  ,site_at_-35.2833_degS_and_136.9333_degE,site_at_-35.2833_degS_and_136.9333_degE
1220329,11/23/1987,-41.8333,145.55,"Mt Read, lower slopes.","Burns, R.",Leptospermum nitidum  ,site_at_-41.8333_degS_and_145.55_degE,site_at_-41.8333_degS_and_145.55_degE
1316051,12/7/1982,-35.2667,136.8833,Innes National Park; 6.3 km from Stenhouse Bay toward Pondalowie Bay.,"Canning, E.M.",Acacia triquetra  ,site_at_-35.2667_degS_and_136.8833_degE,site_at_-35.2667_degS_and_136.8833_degE
1313824,12/8/1982,-34.8333,137.8167,7.3 km from Port Vincent toward Stansbury.,"Canning, E.M.",Myoporum insulare  ,site_at_-34.8333_degS_and_137.8167_degE,site_at_-34.8333_degS_and_137.8167_degE
1313555,12/10/1982,-34.9833,138.7167,"Cleland Conservation Park; along Bilba Track and Wilsons Bog Trail, between Park office and Beela Track.","Canning, E.M.",Pimelea linifolia subsp. linifolia,site_at_-34.9833_degS_and_138.7167_degE,site_at_-34.9833_degS_and_138.7167_degE
1437777,10/10/1979,-33.8833,144.6333,Near Booligal Woorandara Station (property of K. Turner) behind homestead near windmill.,"Canning, E.M.",Leiocarpa panaetioides  ,site_at_-33.8833_degS_and_144.6333_degE,site_at_-33.8833_degS_and_144.6333_degE
1438984,10/10/1979,-33.8833,144.6333,Near Booligal Woorandara Station (property of K. Turner) behind homestead near windmill.,"Canning, E.M.",Leiocarpa panaetioides  ,site_at_-33.8833_degS_and_144.6333_degE,site_at_-33.8833_degS_and_144.6333_degE
1436956,10/10/1979,-33.8833,144.6333,Near Booligal Woorandara Station (property of K. Turner) behind homestead near windmill.,"Canning, E.M.",Leiocarpa panaetioides  ,site_at_-33.8833_degS_and_144.6333_degE,site_at_-33.8833_degS_and_144.6333_degE
