source,taxon_name,trait_name,category,trait_value,flora_value,units,value_type
SA_flora,Brachycome perpusilla,fruit_colour,,brown,brown,,mode
SA_flora,Brachycome readeri,fruit_colour,,brown,brown,,mode
SA_flora,Brachycome tesquorum,fruit_colour,,brown,brown,,mode
SA_flora,Brachycome trachycarpa,fruit_colour,,brown,brown,,mode
SA_flora,Brachycome uliginosa,fruit_colour,,brown,brown,,mode
SA_flora,Buglossoides arvensis,fruit_colour,,brown,brown,,mode
SA_flora,Calocephalus brownii,fruit_colour,,brown,brown,,mode
SA_flora,Calocephalus citreus,fruit_colour,,brown,brown,,mode
SA_flora,Calocephalus knappii,fruit_colour,,brown,brown,,mode
SA_flora,Calocephalus lacteus,fruit_colour,,brown,brown,,mode
SA_flora,Calocephalus platycephalus,fruit_colour,,brown,brown,,mode
SA_flora,Calocephalus sonderi,fruit_colour,,brown,brown,,mode
SA_flora,Cassia desolata,fruit_colour,,brown,brown,,mode
SA_flora,Centaurea calcitrapa,fruit_colour,,brown,brown,,mode
SA_flora,Centaurea nigra,fruit_colour,,brown,brown,,mode
SA_flora,Centella cordifolia,fruit_colour,,brown,brown,,mode
SA_flora,Chamaemelum nobile,fruit_colour,,brown,white brown,,mode
SA_flora,Frankeniaceae,fruit_colour,,brown,brown,,mode
SA_flora,Chondrilla juncea,fruit_colour,,brown,brown,,mode
SA_flora,Chondropyxis halophila,fruit_colour,,brown,fawn,,mode
SA_flora,Chorizandra enodis,fruit_colour,,brown,brown,,mode
SA_flora,Cichorium intybus,fruit_colour,,brown,brown,,mode
SA_flora,Cirsium arvense,fruit_colour,,brown,brown,,mode
SA_flora,Cirsium vulgare,fruit_colour,,brown,brown,,mode
SA_flora,Clematis microphylla,fruit_colour,,brown,brown,,mode
SA_flora,Clematis vitalba,fruit_colour,,brown,brown,,mode
SA_flora,Crepis dioscoridis,fruit_colour,,brown,brown,,mode
SA_flora,Crepis foetida,fruit_colour,,brown,reddish brown,,mode
SA_flora,Crepis vesicaria,fruit_colour,,brown,brown,,mode
SA_flora,Crupina vulgaris,fruit_colour,,brown,brown,,mode
SA_flora,Cymbonotus preissianus,fruit_colour,,brown,brown,,mode
SA_flora,Cynara cardunculus,fruit_colour,,brown,brown,,mode
SA_flora,Cynoglossum suaveolens,fruit_colour,,brown,brown,,mode
SA_flora,Cyperus alterniflorus,fruit_colour,,brown,brown,,mode
SA_flora,Cyperus arenarius,fruit_colour,,brown,brown,,mode
SA_flora,Cyperus tenellus,fruit_colour,,brown,brown,,mode
SA_flora,Daviesia asperula,fruit_colour,,brown,brown,,mode
SA_flora,Daviesia brevifolia,fruit_colour,,brown,brown,,mode
SA_flora,Daviesia leptophylla,fruit_colour,,brown,brown,,mode
SA_flora,Daviesia pectinata,fruit_colour,,brown,brown,,mode
SA_flora,Dillwynia glaberrima,fruit_colour,,brown,brown,,mode
SA_flora,Dillwynia sericea,fruit_colour,,brown,white brown,,mode
SA_flora,Dillwynia uncinata,fruit_colour,,brown,brown,,mode
SA_flora,Dimorphocoma minutula,fruit_colour,,brown,brown,,mode
SA_flora,Dimorphotheca pluvialis,fruit_colour,,brown,purple violet white brown,,mode
SA_flora,Echium vulgare,fruit_colour,,brown,brown,,mode
SA_flora,Eleocharis gracilis,fruit_colour,,brown,brown,,mode
SA_flora,Eleocharis pallens,fruit_colour,,brown,brown,,mode
SA_flora,Eleocharis plana,fruit_colour,,brown,brown,,mode
SA_flora,Embadium stagnense,fruit_colour,,brown,brown,,mode
SA_flora,Embadium uncinatum,fruit_colour,,brown,brown,,mode
SA_flora,Epaltes tatei,fruit_colour,,brown,brown,,mode
SA_flora,Erigeron karvinskianus,fruit_colour,,brown,brown,,mode
SA_flora,Erigeron sessilifolius,fruit_colour,,brown,brown,,mode
SA_flora,Eriochlamys behrii,fruit_colour,,brown,brown,,mode
SA_flora,Ammannia multiflora,fruit_colour,,red,red,,mode
SA_flora,Euryops abrotanifolius,fruit_colour,,brown,brown,,mode
SA_flora,Evax pygmaea,fruit_colour,,brown,brownish,,mode
SA_flora,Ferula communis,fruit_colour,,brown,brown,,mode
SA_flora,Filago pyramidata,fruit_colour,,brown,brownish,,mode
SA_flora,Galium australe,fruit_colour,,brown,brown,,mode
SA_flora,Glossogyne tenuifolia,fruit_colour,,brown,brown,,mode
SA_flora,Glycine latrobeana,fruit_colour,,brown,brown,,mode
SA_flora,Gnaphalium diamantinense,fruit_colour,,brown,brown,,mode
SA_flora,Gnaphalium ensifer,fruit_colour,,brown,brown,,mode
SA_flora,Gnaphalium gymnocephalum,fruit_colour,,brown,brown,,mode
SA_flora,Gnaphalium involucratum,fruit_colour,,brown,brown,,mode
SA_flora,Gnaphalium polycaulon,fruit_colour,,brown,brown,,mode
SA_flora,Gnaphalium sphaericum,fruit_colour,,brown,brown,,mode
SA_flora,Gnephosis arachnoidea,fruit_colour,,brown,brown,,mode
SA_flora,Gnephosis burkittii,fruit_colour,,brown,brown,,mode
SA_flora,Gonocarpus confertifolius,fruit_colour,,brown,brown,,mode
SA_flora,Calandrinia,fruit_colour,,brown black,brown black,,mode
SA_flora,Haeckeria,fruit_colour,,brown,brown,,mode
SA_flora,Haeckeria cassiniaeformis,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Haeckeria pholidota,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Haeckeria punctulata,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Helichrysum adenophorum,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum ayersii,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum baxteri,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum bilobum,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum bracteatum,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum dendroideum,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum leucopsideum,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum obtusifolium,fruit_colour,,brown,brown,,mode
SA_flora,Helichrysum rutidolepis,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum demissum,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum humboldtianum,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum hyalospermum,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum jessenii,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum molle,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum moschatum,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum saxatile,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum stipitatum,fruit_colour,,brown,brown,,mode
SA_flora,Helipterum stoveae,fruit_colour,,brown,brown,,mode
SA_flora,Hypochaeris glabra,fruit_colour,,brown,brown,,mode
SA_flora,Hypochaeris radicata,fruit_colour,,brown,brown,,mode
SA_flora,Indigofera australis,fruit_colour,,brown,brown,,mode
SA_flora,Indigofera colutea,fruit_colour,,brown,brown,,mode
SA_flora,Isoetopsis graminifolia,fruit_colour,,brown,brown,,mode
SA_flora,Isolepis australiensis,fruit_colour,,brown,brown,,mode
SA_flora,Isolepis cernua,fruit_colour,,brown,brown,,mode
SA_flora,Isolepis nodosa,fruit_colour,,brown,brown,,mode
SA_flora,Kennedia nigricans,fruit_colour,,brown,brown,,mode
SA_flora,Kennedia prorepens,fruit_colour,,brown,brown,,mode
SA_flora,Kennedia prostrata,fruit_colour,,brown,brown,,mode
SA_flora,Lagenifera gracilis,fruit_colour,,brown,brown,,mode
SA_flora,Lagenifera huegelii,fruit_colour,,brown,brown,,mode
SA_flora,Lagenifera stipitata,fruit_colour,,brown,brown,,mode
SA_flora,Lapsana communis,fruit_colour,,brown,brown,,mode
SA_flora,Lepidosperma canescens,fruit_colour,,brown,brown,,mode
SA_flora,Lepidosperma laterale,fruit_colour,,brown,brown,,mode
SA_flora,Lepidosperma longitudinale,fruit_colour,,brown,brown,,mode
SA_flora,Lepilaena patentifolia,fruit_colour,,brown,brown,,mode
SA_flora,Logfia gallica,fruit_colour,,brown,brownish,,mode
SA_flora,Hakea ednieana,fruit_colour,,brown,brown,,mode
SA_flora,Matricaria matricarioides,fruit_colour,,brown,brown,,mode
SA_flora,Hakea tephrosperma,fruit_colour,,yellow,yellow,,mode
SA_flora,Microseris lanceolata,fruit_colour,,brown,brown,,mode
SA_flora,Millotia myosotidifolia,fruit_colour,,brown,brown,,mode
SA_flora,Minuria cunninghamii,fruit_colour,,brown,mauve white brown,,mode
SA_flora,Muehlenbeckia horrida,fruit_colour,,brown,brown,,mode
SA_flora,Myosotis australis,fruit_colour,,brown,brown,,mode
SA_flora,Myosotis discolor,fruit_colour,,brown,brown,,mode
SA_flora,Myriocephalus pluriflorus,fruit_colour,,brown,brown,,mode
SA_flora,Myriocephalus rhizocephalus,fruit_colour,,brown,brown,,mode
SA_flora,Myriocephalus rudallii,fruit_colour,,brown,brown,,mode
SA_flora,Neatostema apulum,fruit_colour,,brown,brown,,mode
SA_flora,Osteospermum calendulaceum,fruit_colour,,brown,brown,,mode
SA_flora,Osteospermum clandestinum,fruit_colour,,brown,brown,,mode
SA_flora,Osteospermum fruticosum,fruit_colour,,brown,brown,,mode
SA_flora,Pallenis spinosa,fruit_colour,,brown,brown,,mode
SA_flora,Parietaria debilis,fruit_colour,,brown,brown,,mode
SA_flora,Pentzia incana,fruit_colour,,brown,brown,,mode
SA_flora,Phyllota pleurandroides,fruit_colour,,brown,brown,,mode
SA_flora,Picnomon acarna,fruit_colour,,brown,brown,,mode
SA_flora,Pluchea dentex,fruit_colour,,brown,brown,,mode
SA_flora,Pluchea rubelliflora,fruit_colour,,brown,brown,,mode
SA_flora,Pluchea tetranthera,fruit_colour,,brown,brown,,mode
SA_flora,Pogonolepis,fruit_colour,,brown,brown,,mode
SA_flora,Pogonolepis muelleriana,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Polygonum patulum,fruit_colour,,brown,brown,,mode
SA_flora,Polygonum plebeium,fruit_colour,,brown,brown,,mode
SA_flora,Bursaria lasiophylla,fruit_colour,,brown,white brown,,mode
SA_flora,Bursaria spinosa,fruit_colour,,brown,brown,,mode
SA_flora,Prosopis juliflora,fruit_colour,,brown,brown,,mode
SA_flora,Phoenix dactylifera,fruit_colour,,brown,brown,,mode
SA_flora,Pterocaulon serrulatum,fruit_colour,,brown,brown,,mode
SA_flora,Pterocaulon sphacelatum,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea acerosa,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea canaliculata,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea canaliculata canaliculata,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea canaliculata latifolia,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea daphnoides,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea densifolia,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea dentata,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea elachista,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea hispidula,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea involucrata,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea largiflorens,fruit_colour,,brown,white brown,,mode
SA_flora,Pultenaea laxiflora,fruit_colour,,brown,white brown,,mode
SA_flora,Pultenaea pedunculata,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea prostrata,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea quadricolor,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea rigida ovata,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea rigida rigida,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea scabra,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea stricta,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea tenuifolia,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea teretifolia,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea teretifolia brachyphylla,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea teretifolia teretifolia,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea trichophylla,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea trifida,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea trinervis,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea vestita,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Pultenaea villifera,fruit_colour,,brown,brown,,mode
SA_flora,Pultenaea viscidula,fruit_colour,,brown,brown,,mode
SA_flora,Quercus robur,fruit_colour,,brown,brown,,mode
SA_flora,Reichardia tingitana,fruit_colour,,brown,brown,,mode
SA_flora,Rutidosis helichrysoides,fruit_colour,,brown,brown,,mode
SA_flora,Rutidosis multiflora,fruit_colour,,brown,brown,,mode
SA_flora,Logania,fruit_colour,,black,black,,mode
SA_flora,Schoenoplectus dissachanthus,fruit_colour,,brown,brown,,mode
SA_flora,Schoenoplectus validus,fruit_colour,,brown,brown,,mode
SA_flora,Schoenus nanus,fruit_colour,,brown,whitish brownish,,mode
SA_flora,Schoenus tenuissimus,fruit_colour,,brown,brown,,mode
SA_flora,Senecio angulatus,fruit_colour,,brown,brown,,mode
SA_flora,Senecio cunninghamii,fruit_colour,,brown,brown,,mode
SA_flora,Senecio glomeratus,fruit_colour,,brown,brown,,mode
SA_flora,Senecio hispidulus,fruit_colour,,brown,brown,,mode
SA_flora,Senecio jacobaea,fruit_colour,,brown,brown,,mode
SA_flora,Senecio picridioides,fruit_colour,,brown,brown,,mode
SA_flora,Senecio vulgaris,fruit_colour,,brown,brown,,mode
SA_flora,Limosella australis,fruit_colour,,brown,brown,,mode
SA_flora,Limosella curdieana,fruit_colour,,brown,brown,,mode
SA_flora,Limosella granitica,fruit_colour,,brown,brown,,mode
SA_flora,Solanum cinereum,fruit_colour,,brown,green brown,,mode
SA_flora,Solenogyne dominii,fruit_colour,,brown,brown,,mode
SA_flora,Sonchus,fruit_colour,,brown,brown,,mode
SA_flora,Sonchus asper,fruit_colour,,brown,brown,,mode
SA_flora,Sonchus asper asper,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Sonchus asper glaucescens,fruit_colour,,brown,inferred_from_genus,,mode
SA_flora,Sonchus hydrophilus,fruit_colour,,brown,brown,,mode
SA_flora,Sonchus megalocarpus,fruit_colour,,brown,brown,,mode
SA_flora,Sonchus oleraceus,fruit_colour,,brown,brownish,,mode
SA_flora,Sonchus tenerrimus,fruit_colour,,brown,brownish,,mode
SA_flora,Sphaeranthus indicus,fruit_colour,,brown,brown,,mode
SA_flora,Plantago cunninghamii,fruit_colour,,brown,brown,,mode
SA_flora,Plantago drummondii,fruit_colour,,brown,brown,,mode
SA_flora,Stuartina muelleri,fruit_colour,,brown,brown,,mode
SA_flora,Plantago multiscapa,fruit_colour,,brown,brown,,mode
SA_flora,Swainsona leeana,fruit_colour,,brown,white brown,,mode
SA_flora,Nicotiana,fruit_colour,,brown,brown,,mode
SA_flora,Trifolium fragiferum,fruit_colour,,brown,brown,,mode
SA_flora,Trifolium resupinatum,fruit_colour,,brown,brown,,mode
SA_flora,Urospermum picroides,fruit_colour,,brown,brown,,mode
SA_flora,Vellereophyton dealbatum,fruit_colour,,brown,brownish,,mode
SA_flora,Spyridium coactilifolium,fruit_colour,,brown,brown,,mode
SA_flora,Spyridium parvifolium,fruit_colour,,brown,brown,,mode
SA_flora,Spyridium spathulatum,fruit_colour,,brown,brown,,mode
SA_flora,Vicia tetrasperma,fruit_colour,,brown,brown,,mode
SA_flora,Waitzia acuminata,fruit_colour,,brown,brown,,mode
SA_flora,Waitzia citrina,fruit_colour,,brown,brown,,mode
SA_flora,Wedelia stirlingii,fruit_colour,,brown,brown,,mode
SA_flora,Zaluzianskya divaricata,fruit_colour,,brown,brown,,mode
SA_flora,Allocasuarina,fruit_colour,,brown black,brown black,,mode
SA_flora,Brachycome leptocarpa,fruit_colour,,brown black,brown black,,mode
SA_flora,Cassia notabilis,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Chenopodium melanocarpum,fruit_colour,,brown black,fawn black,,mode
SA_flora,Cyperus gymnocaulos,fruit_colour,,brown black,brown black,,mode
SA_flora,Cyperus iria,fruit_colour,,brown black,brown black,,mode
SA_flora,Cyperus lucidus,fruit_colour,,brown black,whitish brown blackish,,mode
SA_flora,Cyperus rigidellus,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Cyperus vaginatus,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Cyperus victoriensis,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Echium simplex,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Isolepis stellata,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Millotia greevesii,fruit_colour,,brown black,brownish black,,mode
SA_flora,Myosotis sylvatica,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Parietaria judaica,fruit_colour,,brown black,brown black,,mode
SA_flora,Pultenaea rigida,fruit_colour,,black,brown black,,mode
SA_flora,Schoenus fluitans,fruit_colour,,brown black,brown black,,mode
SA_flora,Spyridium eriocephalum,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Vicia sativa cordata,fruit_colour,,brown black,brown black,,mode
SA_flora,Vicia sativa nigra,fruit_colour,,black,brown blackish,,mode
SA_flora,Spyridium vexilliferum,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Vicia cracca,fruit_colour,,brown black grey,brown black grey,,mode
SA_flora,Vicia hirsuta,fruit_colour,,brown black grey,brown black grey,,mode
SA_flora,Cyperus sanguinolentus,fruit_colour,,brown black yellow,brown blackish,,mode
SA_flora,Isolepis hookeriana,fruit_colour,,brown black yellow,brown black,,mode
SA_flora,Brachycome iberidifolia,fruit_colour,,brown grey,brown greyish,,mode
SA_flora,Centaurea eriophora,fruit_colour,,brown grey,brownish grey,,mode
SA_flora,Echium plantagineum,fruit_colour,,brown grey,brown greyish,,mode
SA_flora,Helichrysum blandowskianum,fruit_colour,,brown grey,brown grey,,mode
SA_flora,Helichrysum davenportii,fruit_colour,,brown grey,brown grey,,mode
SA_flora,Indigofera brevidens,fruit_colour,,brown grey,white brown greyish,,mode
SA_flora,Lactuca saligna,fruit_colour,,brown grey,brown grey,,mode
SA_flora,Lactuca serriola,fruit_colour,,brown grey,brown grey,,mode
SA_flora,Matricaria recutita,fruit_colour,,brown grey,brown grey,,mode
SA_flora,Schoenoplectus pungens,fruit_colour,,brown grey,brown grey,,mode
SA_flora,Senecio macrocarpus,fruit_colour,,brown grey,brown greyish,,mode
SA_flora,Taraxacum officinale,fruit_colour,,brown grey yellow,cream brown grey,,mode
SA_flora,Cyperus dactylotes,fruit_colour,,brown yellow,whitish brown,,mode
SA_flora,Fimbristylis velata,fruit_colour,,brown yellow,brown,,mode
SA_flora,Gahnia deusta,fruit_colour,,brown yellow,brown,,mode
SA_flora,Lepidosperma concavum,fruit_colour,,brown yellow,brown,,mode
SA_flora,Lepidosperma gladiatum,fruit_colour,,brown yellow,white brown,,mode
SA_flora,Schoenus breviculmis,fruit_colour,,brown yellow,brown black,,mode
SA_flora,Schoenus nitens,fruit_colour,,brown yellow,brown,,mode
SA_flora,Senecio gawlerensis,fruit_colour,,brown yellow,brown,,mode
SA_flora,Nymphoides crenata,fruit_colour,,brown yellow,brown tan,,mode
SA_flora,Glischrocaryon flavescens,fruit_colour,,cream,cream,,mode
SA_flora,Helipterum floribundum,fruit_colour,,cream,cream,,mode
SA_flora,Acrotriche cordata,fruit_colour,,green,green,,mode
SA_flora,Acrotriche serrulata,fruit_colour,,green,greenish,,mode
SA_flora,Arisarum vulgare,fruit_colour,,green,green,,mode
SA_flora,Billardiera scandens,fruit_colour,,green,green,,mode
SA_flora,Brachycome xanthocarpa,fruit_colour,,green,greenish,,mode
SA_flora,Chenopodium glaucum,fruit_colour,,green,green,,mode
SA_flora,Correa reflexa,fruit_colour,,green,green,,mode
SA_flora,Correa reflexa coriacea,fruit_colour,,green,green,,mode
SA_flora,Correa reflexa nummulariifolia,fruit_colour,,green,green,,mode
SA_flora,Choretrum chrysanthum,fruit_colour,,green,green,,mode
SA_flora,Choretrum glomeratum,fruit_colour,,green,green,,mode
SA_flora,Lepidosperma congestum,fruit_colour,,green,green white,,mode
SA_flora,Lepidosperma lineare,fruit_colour,,green,green brown,,mode
SA_flora,Leptomeria aphylla,fruit_colour,,green,greenish,,mode
SA_flora,Bertya mitchellii,fruit_colour,,green,greenish,,mode
SA_flora,Bertya rotundifolia,fruit_colour,,green,green,,mode
SA_flora,Beyeria lechenaultii,fruit_colour,,green,green,,mode
SA_flora,Prunus domestica,fruit_colour,,green,greenish,,mode
SA_flora,Quinetia urvillei,fruit_colour,,green,greenish,,mode
SA_flora,Acacia farnesiana,fruit_colour,,brown black,brown blackish,,mode
SA_flora,Solanum capsiciforme,fruit_colour,,green,green,,mode
SA_flora,Solanum eremophilum,fruit_colour,,green,greenish,,mode
SA_flora,Sauropus trachyspermus,fruit_colour,,green,greenish,,mode
SA_flora,Isolepis hystrix,fruit_colour,,green black,greenish black,,mode
