Scientific Name,metadata_id,primary_source_id,SLA (mg/mm2),longevity,Height (cm),Seed Dispersal,Seed mass (mg),Growth form,LDMC (mg/g),LDMC (%),Leaf area (mm2)
Austrodanthonia laevis,87,83,,perennial,60,Adhesion,,,,,
Austrodanthonia penicillata,87,83,,perennial,70,Adhesion,,,,,
Austrodanthonia racemosa var. racemosa,87,83,,perennial,60,Adhesion,,,,,
Austrodanthonia setacea,87,83,,perennial,100,Adhesion,,,,,
Austrostipa bigeniculata,87,83,,perennial,120,Adhesion,,,,,
Austrostipa mollis,87,83,,perennial,120,Adhesion,,,,,
Austrostipa oligostachya,87,83,,perennial,100,Adhesion,,,,,
Austrostipa pubinodis,87,83,,perennial,130,Adhesion,,,,,
Austrostipa scabra subsp. falcata,87,83,,perennial,60,Adhesion,,,,,
Austrostipa semibarbata,87,83,,perennial,90,Adhesion,,,,,
Austrostipa setacea,87,83,,perennial,80,Adhesion,,,,,
Banksia marginata,87,83,,perennial,1200,Wind,,,,,
Baumea arthrophylla,87,83,,perennial,130,Undefined,,,,,
Baumea juncea,87,83,,perennial,90,Undefined,,,,,
Boronia coerulescens subsp. coerulescens,87,83,,perennial,50,Undefined,,,,,
Bossiaea prostrata,87,83,,perennial,10,Undefined,,,,,
Brachyloma daphnoides,87,83,,perennial,200,Undefined,,,,,
Brunonia australis,87,83,,perennial,50,Undefined,,,,,
Bulbine bulbosa,87,83,,perennial,50,Undefined,,,,,
Burchardia umbellata,87,83,,perennial,65,Undefined,,,,,
Bursaria spinosa subsp. spinosa,87,83,,perennial,800,Undefined,,,,,
Caesia calliantha,87,83,,perennial,70,Undefined ,,,,,
Caladenia carnea sensu Willis (1970)  ,87,83,,perennial,25,Mobile,,,,,
Calandrinia calyptrata,87,83,,annual,5,Undefined,,,,,
Calocephalus lacteus,87,83,,perennial,70,Wind ,,,,,
Carex appressa,87,83,,perennial,150,Undefined,,,,,
Carex breviculmis,87,83,,perennial,30,Undefined,,,,,
Carex inversa,87,83,,perennial,50,Undefined,,,,,
Carex tereticaulis,87,83,,perennial,120,Undefined,,,,,
Carthamus lanatus,87,83,,annual,100,Wind ,,,,,
Casuarina glauca,87,83,,perennial,1000,Wind,,,,,
Centrolepis aristata,87,83,,annual,10,Undefined,,,,,
Centrolepis cephaloformis subsp. cephaloformis,87,83,,annual,1,Undefined,,,,,
Centrolepis polygyna,87,83,,annual,5,Undefined,,,,,
Centrolepis strigosa subsp. strigosa,87,83,,annual,10,Mobile,,,,,
Chamaescilla corymbosa var. corymbosa,87,83,,perennial,15,Undefined ,,,,,
Chasmanthe floribunda,87,83,,perennial,150,Undefined ,,,,,
Cheilanthes austrotenuifolia,87,83,,perennial,25,Mobile,,,,,
Chloris truncata,87,83,,perennial,40,Wind,,,,,
Chrysocephalum apiculatum,87,83,,perennial,60,Wind,,,,,
Clematis microphylla,87,83,,perennial,200,Wind,,,,,
Convolvulus erubescens,87,83,,perennial,15,Undefined,,,,,
Correa reflexa var. scabridula,87,83,,perennial,50,Undefined,,,,,
Corybas incurvus,87,83,,perennial,2,Mobile ,,,,,
Corymbia ficifolia,87,83,,perennial,1000,Undefined,,,,,
Corymbia maculata,87,83,,perennial,6000,Undefined,,,,,
Cotula australis,87,83,,annual,10,Undefined,,,,,
Cotula coronopifolia,87,83,,perennial,10,Undefined,,,,,
Crassula closiana,87,83,,annual,10,Mobile,,,,,
Crassula decumbens var. decumbens,87,83,,annual,10,Mobile,,,,,
Crassula helmsii,87,83,,perennial,10,Mobile,,,,,
Crassula multicava subsp. multicava,87,83,,perennial,40,Undefined,,,,,
Crassula peduncularis,87,83,,annual,3,Mobile,,,,,
Crassula sieberiana,87,83,,annual,10,Mobile,,,,,
Cymbonotus preissianus,87,83,,perennial,10,Wind,,,,,
Cynodon dactylon var. dactylon,87,83,,perennial,20,Wind,,,,,
Cynoglossum spp.,87,83,,perennial,-,Adhesion,,,,,
Cynoglossum suaveolens,87,83,,perennial,30,Adhesion ,,,,,
Daucus carota,87,83,,perennial,150,Adhesion,,,,,
Daucus glochidiatus,87,83,,annual,50,Adhesion,,,,,
Daviesia brevifolia,87,83,,perennial,100,Undefined,,,,,
Daviesia latifolia,87,83,,perennial,500,Undefined,,,,,
Deyeuxia quadriseta,87,83,,perennial,150,Undefined ,,,,,
Dianella callicarpa,87,83,,perennial,100,Ingestion,,,,,
Dianella revoluta,87,83,,perennial,80,Ingestion,,,,,
Dichelachne crinita,87,83,,perennial,100,Adhesion ,,,,,
Dichelachne rara,87,83,,perennial,70,Adhesion,,,,,
Dichelachne sciurea,87,83,,perennial,100,Adhesion,,,,,
Dichondra repens,87,83,,perennial,4,Undefined ,,,,,
Dillwynia cinerascens,87,83,,perennial,100,Undefined,,,,,
Dillwynia hispida,87,83,,perennial,50,Undefined,,,,,
Diuris lanceolata ,87,83,,perennial,30,Mobile,,,,,
Diuris orientis,87,83,,perennial,45,Mobile,,,,,
Diuris pardina,87,83,,perennial,30,Mobile,,,,,
Dodonaea viscosa subsp. cuneata,87,83,,perennial,300,Wind,,,,,
Drosera glanduligera,87,83,,perennial,5,Mobile,,,,,
Drosera peltata subsp. auriculata,87,83,,perennial,50,Mobile,,,,,
Drosera peltata subsp. peltata,87,83,,perennial,50,Mobile,,,,,
Drosera pygmaea,87,83,,perennial,3,Mobile ,,,,,
Drosera whittakeri subsp. aberrans,87,83,,perennial,5,Mobile ,,,,,
Einadia nutans subsp. nutans,87,83,,perennial,50,Ingestion,,,,,
Eleocharis acuta,87,83,,perennial,60,Undefined,,,,,
Eleocharis atricha,87,83,,perennial,40,Undefined,,,,,
Eleocharis sphacelata,87,83,,perennial,200,Undefined,,,,,
Elymus scaber var. scaber,87,83,,perennial,80,Adhesion ,,,,,
Epilobium billardierianum subsp. billardierianum,87,83,,perennial,100,Wind,,,,,
Epilobium billardierianum subsp. cinereum,87,83,,perennial,100,Wind,,,,,
Epilobium billardierianum subsp. intermedium,87,83,,perennial,100,Wind,,,,,
Epilobium hirtigerum,87,83,,perennial,100,Wind,,,,,
Eryngium ovinum,87,83,,perennial,60,Undefined ,,,,,
Eryngium vesiculosum,87,83,,perennial,10,Undefined ,,,,,
Eucalyptus camaldulensis,87,83,,perennial,4500,Undefined,,,,,
Eucalyptus cladocalyx,87,83,,perennial,3000,Undefined,,,,,
Eucalyptus leucoxylon,87,83,,perennial,2500,Undefined,,,,,
Eucalyptus ovata,87,83,,perennial,3000,Undefined,,,,,
Eucalyptus pauciflora subsp. pauciflora,87,83,,perennial,3000,Undefined,,,,,
Eucalyptus viminalis,87,83,,perennial,5000,Undefined,,,,,
Euchiton collinus ,87,83,,perennial,40,Mobile,,,,,
Exocarpos cupressiformis,87,83,,perennial,800,Ingestion,,,,,
Ficinia nodosa,87,83,,perennial,100,Undefined ,,,,,
Gahnia sieberiana,87,83,,perennial,300,Undefined,,,,,
Geranium dissectum,87,83,,annual,40,wind,,,,,
Geranium retrorsum,87,83,,perennial,50,wind,,,,,
Geranium solanderi,87,83,,perennial,30,wind,,,,,
Glyceria australis,87,83,,perennial,100,Undefined,,,,,
Glycine latrobeana,87,83,,perennial,10,Undefined,,,,,
Gonocarpus tetragynus,87,83,,perennial,30,Undefined,,,,,
Goodenia blackiana,87,83,,perennial,20,Wind,,,,,
Goodenia geniculata,87,83,,perennial,10,Wind,,,,,
Goodenia humilis,87,83,,perennial,10,Wind,,,,,
Goodenia pinnatifida,87,83,,perennial,40,Ant ,,,,,
Gratiola peruviana,87,83,,perennial,15,Undefined,,,,,
Grevillea aquifolium,87,83,,perennial,50,Ant,,,,,
Grevillea rosmarinifolia,87,83,,perennial,180,Ant,,,,,
Haloragis heterophylla,87,83,,perennial,50,Undefined,,,,,
Helichrysum scorpioides,87,83,,perennial,50,Wind,,,,,
Hemarthria uncinata var. uncinata,87,83,,perennial,50,Adhesion,,,,,
Hibbertia riparia,87,83,,perennial,100,Undefined,,,,,
Hibbertia sericea var. sericea,87,83,,perennial,70,Ant,,,,,
Hyalosperma demissum,87,83,,annual,2,Wind,,,,,
Hydrocotyle callicarpa,87,83,,annual,8,Undefined,,,,,
Hydrocotyle foveolata,87,83,,annual,10,Undefined,,,,,
Hydrocotyle laxiflora,87,83,,perennial,15,Undefined,,,,,
Hydrocotyle sibthorpioides,87,83,,perennial,15,Undefined,,,,,
Hypericum gramineum,87,83,,perennial,40,Mobile,,,,,
Hypoxis vaginata var. vaginata,87,83,,perennial,35,Undefined,,,,,
Indigofera australis,87,83,,perennial,150,Undefined,,,,,
Isoetes drummondii,87,83,,perennial,20,Undefined,,,,,
Isolepis cernua var. cernua,87,83,,perennial,20,Undefined,,,,,
Isolepis fluitans,87,83,,perennial,10,Undefined,,,,,
Isolepis hookeriana,87,83,,annual,12,Undefined,,,,,
Isolepis hystrix,87,83,,annual,5,Undefined,,,,,
Isolepis producta,87,83,,perennial,2,Undefined,,,,,
Isopogon ceratophyllus,87,83,,perennial,50,Undefined,,,,,
Juncus bufonius,87,83,,annual,20,Mobile,,,,,
Kennedia prostrata,87,83,,perennial,5,Undefined,,,,,
Lachnagrostis aemula ,87,83,,annual,80,Wind,,,,,
Lachnagrostis filiformis,87,83,,annual,60,Wind ,,,,,
Lagenophora huegelii,87,83,,perennial,35,Undefined,,,,,
Lepidosperma congestum,87,83,,perennial,55,Undefined,,,,,
Lepidosperma curtisiae,87,83,,perennial,25,Ant,,,,,
Leptorhynchos squamatus  ,87,83,,perennial,40,Wind ,,,,,
Leptospermum continentale,87,83,,perennial,200,Undefined,,,,,
Leptospermum myrsinoides,87,83,,perennial,150,Undefined,,,,,
Leptospermum obovatum,87,83,,perennial,300,Undefined,,,,,
Leucopogon virgatus,87,83,,perennial,50,Undefined,,,,,
Levenhookia dubia,87,83,,annual,8,Mobile,,,,,
Lissanthe strigosa subsp. subulata,87,83,,perennial,50,Ingestion,,,,,
Lobelia anceps,87,83,,perennial,30,Mobile,,,,,
Lobelia irrigua,87,83,,perennial,5,Undefined,,,,,
Lobelia pedunculata s.l.,87,83,,perennial,5,Undefined,,,,,
Lobelia pratioides,87,83,,perennial,5,Undefined,,,,,
Lomandra filiformis,87,83,,perennial,45,Undefined,,,,,
Lomandra micrantha,87,83,,perennial,70,Undefined,,,,,
Lomandra multiflora subsp. multiflora,87,83,,perennial,80,Undefined,,,,,
Lomandra nana,87,83,,perennial,17,Undefined,,,,,
Lomandra sororia,87,83,,perennial,40,Undefined,,,,,
Luzula meridionalis,87,83,,perennial,30,Undefined,,,,,
Lythrum hyssopifolia,87,83,,annual,50,Mobile,,,,,
Melaleuca decussata,87,83,,perennial,300,Wind,,,,,
Melaleuca ericifolia,87,83,,perennial,600,Wind,,,,,
Melaleuca gibbosa,87,83,,perennial,300,Wind,,,,,
Melaleuca hypericifolia,87,83,,perennial,600,Wind,,,,,
Melicytus dentatus ,87,83,,perennial,300,Ingestion,,,,,
Mentha diemenica,87,83,,perennial,30,Undefined,,,,,
Mentha laxiflora,87,83,,perennial,60,Undefined,,,,,
Mentha pulegium,87,83,,perennial,40,Undefined,,,,,
Microlaena stipoides var. stipoides,87,83,,perennial,70,Undefined,,,,,
Microseris scapigera,87,83,,perennial,60,Wind,,,,,
Microtis unifolia,87,83,,perennial,90,Mobile,,,,,
Millotia myosotidifolia,87,83,,annual,11,Wind,,,,,
Muellerina eucalyptoides,87,83,,perennial,2500,Ingestion,,,,,
Neopaxia australasica,87,83,,perennial,3,Undefined,,,,,
Notodanthonia semiannularis,87,83,,perennial,80,Adhesion,,,,,
Opercularia ovata,87,83,,perennial,10,Undefined,,,,,
Opercularia varia,87,83,,perennial,30,Undefined,,,,,
Oreomyrrhis eriopoda,87,83,,perennial,50,Undefined,,,,,
Oxalis corniculata,87,83,,perennial,15,Undefined,,,,,
Oxalis hirta,87,83,,perennial,30,Undefined,,,,,
Oxalis spp.,87,83,,perennial,-,-,,,,,
Ozothamnus ferrugineus,87,83,,perennial,250,Wind,,,,,
Parietaria debilis ,87,83,,annual,30,Undefined,,,,,
Pelargonium australe,87,83,,perennial,60,Undefined,,,,,
Pelargonium rodneyanum,87,83,,perennial,30,Undefined,,,,,
Pentapogon quadrifidus var. quadrifidus,87,83,,perennial,70,Adhesion ,,,,,
Phragmites australis,87,83,,perennial,250,Wind,,,,,
Pimelea curviflora,87,83,,perennial,150,Undefined,,,,,
Pimelea glauca,87,83,,perennial,100,Undefined,,,,,
Pimelea humilis,87,83,,perennial,30,Undefined,,,,,
Pittosporum undulatum,87,83,,perennial,1500,Ingestion,,,,,
Plantago gaudichaudii,87,83,,perennial,20,Undefined,,,,,
Platylobium obtusangulum,87,83,,perennial,100,Ant ,,,,,
Poa clelandii,87,83,,perennial,75,Undefined,,,,,
Poa labillardierei,87,83,,perennial,100,Undefined,,,,,
Poa rodwayi,87,83,,perennial,60,Undefined,,,,,
Poa sieberiana,87,83,,perennial,80,Undefined,,,,,
Poranthera microphylla,87,83,,annual,15,Undefined,,,,,
Pteridium esculentum,87,83,,perennial,100,Mobile,,,,,
Pterostylis curta,87,83,,perennial,30,Mobile,,,,,
Pterostylis pedunculata,87,83,,perennial,25,Mobile,,,,,
Ptilotus macrocephalus,87,83,,perennial,50,Wind ,,,,,
Pultenaea humilis,87,83,,perennial,50,Undefined,,,,,
Pultenaea laxiflora,87,83,,perennial,60,Undefined,,,,,
Pultenaea pedunculata,87,83,,perennial,20,Undefined,,,,,
Pyracantha angustifolia,87,83,,perennial,400,Ingestion,,,,,
Pyracantha crenulata,87,83,,perennial,300,Ingestion,,,,,
Ranunculus muricatus,87,83,,annual,20,Adhesion,,,,,
Ranunculus robertsonii,87,83,,perennial,25,Adhesion,,,,,
Rubus fruticosus ,87,83,,perennial,200,Ingestion,,,,,
Rumex brownii,87,83,,perennial,100,Adhesion,,,,,
Schoenus apogon,87,83,,perennial,25,Undefined ,,,,,
Schoenus nitens,87,83,,perennial,40,Undefined,,,,,
Schoenus tesquorum,87,83,,perennial,45,Undefined,,,,,
Sebaea albidiflora,87,83,,annual,20,Mobile,,,,,
Sebaea ovata,87,83,,annual,30,Mobile,,,,,
Senecio glomeratus,87,83,,annual,120,Wind,,,,,
Senecio minimus,87,83,,annual,150,Wind,,,,,
Senecio quadridentatus,87,83,,perennial,120,Wind,,,,,
Senecio squarrosus,87,83,,perennial,40,Wind,,,,,
Siloxerus multiflorus,87,83,,annual,4,Wind,,,,,
Solenogyne dominii,87,83,,perennial,10,Undefined,,,,,
Stackhousia monogyna,87,83,,perennial,50,Undefined,,,,,
Stackhousia subterranea,87,83,,perennial,40,Undefined,,,,,
Stylidium graminifolium ,87,83,,perennial,80,Undefined,,,,,
Tetratheca ciliata,87,83,,perennial,50,Ant,,,,,
Thelymitra megcalyptra,87,83,,perennial,30,Mobile,,,,,
Thelymitra pauciflora,87,83,,perennial,50,Mobile,,,,,
Thelymitra rubra,87,83,,perennial,40,Mobile,,,,,
Themeda triandra,87,83,,perennial,100,Adhesion,,,,,
Thysanotus patersonii,87,83,,perennial,100,Undefined,,,,,
Tricoryne elatior,87,83,,perennial,70,Undefined ,,,,,
Triglochin nana ,87,83,,annual,8,Undefined,,,,,
Triglochin procera,87,83,,perennial,50,Undefined,,,,,
Triglochin striata,87,83,,perennial,30,Undefined,,,,,
Triptilodiscus pygmaeus,87,83,,annual,8,Wind,,,,,
Typha domingensis,87,83,,perennial,200,Wind,,,,,
Veronica calycina,87,83,,perennial,50,Undefined,,,,,
Veronica gracilis,87,83,,perennial,60,Undefined,,,,,
Viola hederacea,87,83,,perennial,15,Undefined,,,,,
Viola sieberiana,87,83,,perennial,7,Undefined,,,,,
Vittadinia gracilis,87,83,,perennial,40,Wind ,,,,,
Wahlenbergia communis,87,83,,perennial,75,Mobile,,,,,
Wahlenbergia gracilenta,87,83,,annual,35,Mobile,,,,,
Wahlenbergia graniticola,87,83,,perennial,50,Mobile,,,,,
Wahlenbergia luteola,87,83,,perennial,30,Mobile,,,,,
Wahlenbergia multicaulis,87,83,,perennial,75,Mobile,,,,,
Wurmbea dioica,87,83,,perennial,30,Mobile,,,,,
Xanthorrhoea minor subsp. lutea,87,83,,perennial,100,Wind,,,,,
Centella cordifolia,87,83,,perennial,20,Undefined,,,,,
Centipeda cunninghamii,87,83,,perennial,30,Undefined,,,,,
Eragrostis brownii,87,83,,perennial,50,Undefined,,,,,
Juncus amabilis,87,83,,perennial,100,Undefined,,,,,
Juncus caespiticius,87,83,,perennial,65,Mobile,,,,,
Juncus holoschoenus,87,83,,perennial,20,Mobile,,,,,
Juncus homalocaulis,87,83,,perennial,40,Mobile,,,,,
Juncus kraussii subsp. australiensis,87,83,,perennial,120,Undefined,,,,,
Juncus pallidus,87,83,,perennial,150,Undefined,,,,,
Juncus planifolius,87,83,,perennial,50,Mobile,,,,,
Juncus subsecundus,87,83,,perennial,90,Mobile ,,,,,
Phyllangium divergens,87,83,,annual,19,Mobile,,,,,
Poa infirma,87,83,,annual,20,Undefined,,,,,
Polycarpon tetraphyllum,87,83,,annual,10,Mobile,,,,,
Pseudognaphalium luteoalbum,87,83,,annual,50,Wind,,,,,
Eleocharis sphacelata  ,87,83,,perennial,200,Undefined,,,,,
Acacia spinescens  ,87,83,,perennial,100,Ant,,,,,
Bursaria spinosa subsp. spinosa,87,83,,perennial,800,Undefined,,,,,
Aira sp.  ,87,83,,annual,40,Adhesion,,,,,
Austrostipa sp.  ,87,83,,perennial,,Adhesion,,,,,
Bromus sp.  ,87,83,,,,,,,,,
Caladenia sp.  ,87,83,,perennial,,Mobile,,,,,
Callitriche sp.  ,87,83,,,,,,,,,
Cynoglossum sp.  ,87,83,,perennial,,Adhesion,,,,,
Eucalyptus sp. ,87,83,,perennial,,Undefined,,,,,
Iridaceae sp.  ,87,83,,perennial,,,,,,,
Muscari sp.  ,87,83,,perennial,,,,,,,
Myriophyllum sp.  ,87,83,,,,,,,,,
Oxalis sp.  ,87,83,,perennial,,,,,,,
Prunus sp.  ,87,83,,perennial,,Ingestion,,,,,
Rumex sp.  ,87,83,,,,,,,,,
Senecio sp.  ,87,83,,,,,,,,,
Solenogyne sp.  ,87,83,,perennial,10,Undefined,,,,,
Thelymitra sp.  ,87,83,,perennial,40,Mobile,,,,,
Trifolium sp.  ,87,83,,,,,,,,,
Acaena echinata ,88,84,13.19,perennial,18.23,,8.99,,,,
Acaena novae-zelandiae,88,84,19.49,perennial,16.22,,4.17,,,,
Arthropodium strictum,88,84,17.96,perennial,13.36,,1.82,,,,
Asperula conferta,88,84,15.77,perennial,9.39,,2,,,,
Austrostipa semibarbata,88,84,12.01,perennial,57.22,,-,,,,
Brunonia australis,88,84,9.81,perennial,7.6,,2.9,,,,
Bulbine bulbosa,88,84,15.13,perennial,13.28,,2.35,,,,
Burchardia umbellata,88,84,10.83,perennial,34.59,,0.76,,,,
Caesia calliantha,88,84,21.26,perennial,23.81,,3.59,,,,
Carex breviculmis,88,84,19.48,perennial,11.19,,0.64,,,,
Chrysocephalum apiculatum,88,84,15.23,perennial,25.19,,0.8,,,,
Convolvulus erubescens,88,84,15.97,perennial,4.27,,4.32,,,,
Cynoglossum suaveolens,88,84,12.48,perennial,10.03,,3.12,,,,
Dianella revoluta,88,84,6.86,perennial,51.51,,6.02,,,,
Dichelachne crinata,88,84,7.61,perennial,69.41,,0.56,,,,
Dichondra repens,88,84,16.47,perennial,6.15,,1.08,,,,
Eleocharis acuta,88,84,8.67,perennial,49.85,,0.56,,,,
Elymus scaber,88,84,15.59,perennial,42.5,,5.2,,,,
Eryngium vesiculosum,88,84,8.4,perennial,8.35,,1.04,,,,
Euchiton collinus ,88,84,31.37,perennial,13.95,,0.02,,,,
Geranium solanderi,88,84,17.88,perennial,14.22,,1.14,,,,
Gonocarpus tetragynus,88,84,8.26,perennial,13.37,,0.5,,,,
Goodenia blackiana,88,84,12.01,perennial,6.13,,-,,,,
Goodenia geniculata,88,84,9.89,perennial,5.23,,-,,,,
Goodenia humilis,88,84,15.69,perennial,3.55,,0.05,,,,
Goodenia pinnatifida,88,84,6.53,perennial,7.17,,3.27,,,,
Haloragis heterophylla,88,84,11.29,perennial,15.91,,1.5,,,,
Hemarthria uncinata  ,88,84,13.45,perennial,31.84,,-,,,,
Hydrocotyle laxiflora,88,84,23.17,perennial,6.45,,-,,,,
Hypericum gramineum ,88,84,21.45,perennial,17.69,,0.02,,,,
Isolepis cernua,88,84,24.22,perennial,19.72,,0.13,,,,
Kennedia prostrata,88,84,13.73,perennial,4.63,,15.69,,,,
Lachnagrostis filiformis,88,84,18.75,perennial,30.12,,0.14,,,,
Leptorhynchos squamatus,88,84,15.38,perennial,11.89,,0.1,,,,
Lobelia pratioides,88,84,21.42,perennial,8.58,,0.1,,,,
Lomandra filiformis subsp. coriacea,88,84,6.43,perennial,19.67,,10,,,,
Lythrum hyssopifolia,88,84,19.57,perennial,11.07,,0.5,,,,
Microlaena stipoides,88,84,27.12,perennial,29.66,,6.39,,,,
Opercularia ovata,88,84,14.67,perennial,10.03,,-,,,,
Oxalis corniculata,88,84,40.12,perennial,5.17,,0.19,,,,
Pelargonium rodneyanum,88,84,20.65,perennial,11.48,,3.94,,,,
Poa labillardieri,88,84,8.49,perennial,60.47,,0.71,,,,
Rumex brownii,88,84,13.39,perennial,30,,1.13,,,,
Schoenus apogon,88,84,12.85,perennial,11.13,,0.54,,,,
Senecio quadridentatus,88,84,19.05,perennial,98.04,,0.2,,,,
Stylidium graminifolium,88,84,10.13,perennial,17.79,,0.16,,,,
Themeda triandra,88,84,20.76,perennial,29.13,,3.85,,,,
Tricoryne elatior,88,84,20.83,perennial,38.96,,5,,,,
Viola hederacea,88,84,27.1,perennial,5.47,,0.88,,,,
Wurmbea dioica ,88,84,24.48,perennial,15.83,,0.71,,,,
Brachyscome lineariloba,89,85,,annual,,,0.5,,,,
Calocephalus sonderi,89,85,,annual,,,0.0649,,,,
Cotula bipinnata,89,85,,annual,,,0.0743,,,,
Daucus glochidiatus,89,85,,annual,,,1.57,,,,
Ericochlamys behrii,89,85,,annual,,,0.032,,,,
Erodium crinitum,89,85,,annual,,,11.05,,,,
Goodenia pusilliflora,89,85,,annual,,,3.37,,,,
Hyalosperma glutinosum,89,85,,annual,,,0.3,,,,
Isoetopsis graminifolia,89,85,,annual,,,0.81,,,,
Leptorhynchos orientalis,89,85,,annual,,,0.2,,,,
Leptorhynchos tetrachaetus,89,85,,annual,,,0.0591,,,,
Leucochrysum molle,89,85,,annual,,,1.44,,,,
Pogonolepis muelleriana,89,85,,annual,,,0.0724,,,,
Rhodanthe corymbiflora,89,85,,annual,,,0.76,,,,
Rhodanthe pygmaea,89,85,,annual,,,1.21,,,,
Triptilodiscus pygmaeus,89,85,,annual,,,0.096,,,,
Wurmbea dioica ,89,85,,perennial,,,0.85,,,,
Plantago cunninghamii,89,85,,annual,,,1.34,,,,
Spergularia sp.,89,85,,annual,,,0.031,,,,
Acacia mearnsii,90,86,,,,,13.35,,,,
Acacia melanoxylon,90,86,5.06,,,,12.76,,,,
Acacia paradoxa,90,86,,,,,14.1,,,,
Acacia pycnantha,90,86,4.263,,,,17.79,,,,
Acaena echinata,90,86,,,,,9.68,,,,
Acaena novae-zelandiae,90,86,11.87,,,,0.06,,,,
Acaena ovina,90,86,17.87,,,,0.03,,,,
Arthropodium fimbriatum,90,86,,,,,1.02,,,,
Arthropodium minus,90,86,,,,,1.571,,,,
Arthropodium strictum,90,86,25.42,,,,2.2,,,,
Austrodanthonia caespitosa,90,86,19.3,,,,0.9,,,,
Austrodanthonia pilosa,90,86,,,,,0.64,,,,
Austrodanthonia racemosa,90,86,,,,,0.636,,,,
Austrostipa curticoma,90,86,,,,,4.6,,,,
Bossiaea prostrata,90,86,,,,,2.94,,,,
Bothriochloa macra,90,86,,,,,1.07,,,,
Botrychium australe,90,86,,,,,0.0001,,,,
Brachyscome basaltica,90,86,,,,,0.25,,,,
Brunonia australis,90,86,31.18,,,,0.74,,,,
Bulbine bulbosa,90,86,9.77,,,,1.61,,,,
Burchardia umbellata,90,86,12.55,,,,0.88,,,,
Caesia calliantha,90,86,,,,,3.59,,,,
Callitris glaucophylla,90,86,4.24,,,,,,,,
Calocephalus citreus,90,86,,,,,0.2,,,,
Calocephalus lacteus,90,86,12.24,,,,0.9625,,,,
Calotis anthemoides,90,86,,,,,1.06,,,,
Carex breviculmis,90,86,,,,,0.642,,,,
Carex inversa,90,86,20.69,,,,1.33,,,,
Cheilanthes sieberi ssp sieberi,90,86,,,,,0.0001,,,,
Chloris truncata,90,86,,,,,0.108,,,,
Chrysocephalum apiculatum,90,86,15.35,,,,0.12,,,,
Chrysocephalum semipapposum,90,86,40.23,,,,0.04,,,,
Clematis microphylla,90,86,26.18,,,,,,,,
Convolvulus erubescens,90,86,,,,,4.322,,,,
Convolvulus remotus,90,86,,,,,5.38,,,,
Craspedia variabilis,90,86,39.4,,,,0.32,,,,
Crassula sieberiana,90,86,,,,,0.01,,,,
Cullen tenax,90,86,,,,,5.26,,,,
